bmi_group,q,bmi_used_for_conservative_group_decision,continuous_threshold_week,recommended_complete_week,status,bootstrap_replicate
32-<36,0.9,35.9610279813552,21.7083967809693,22.0,within_window,167
36-<40,0.9,39.89611954,25.178809733033454,,beyond_25_week_window,167
40+,0.9,46.875,31.333583206114312,,beyond_25_week_window,167
20-<28,0.9,27.97521095,19.67764924123618,20.0,within_window,168
28-<32,0.9,31.99217133,17.963194788768497,18.0,within_window,168
32-<36,0.9,35.9610279813552,16.269271196442233,17.0,within_window,168
36-<40,0.9,39.89611954,14.589758678176727,15.0,within_window,168
40+,0.9,46.875,11.611145113188893,12.0,within_window,168
20-<28,0.9,27.97521095,12.424779121031062,13.0,within_window,169
28-<32,0.9,31.99217133,16.599937180305083,17.0,within_window,169
32-<36,0.9,35.9610279813552,20.725097068989115,21.0,within_window,169
36-<40,0.9,39.89611954,24.815162113408846,25.0,within_window,169
40+,0.9,46.875,32.06888787638961,,beyond_25_week_window,169
20-<28,0.9,27.97521095,13.924011865488957,14.0,within_window,170
28-<32,0.9,31.99217133,18.54096892242963,19.0,within_window,170
32-<36,0.9,35.9610279813552,23.102637196703302,24.0,within_window,170
36-<40,0.9,39.89611954,27.62549702670062,,beyond_25_week_window,170
40+,0.9,46.875,35.64678385585833,,beyond_25_week_window,170
20-<28,0.9,27.97521095,14.248103445677499,15.0,within_window,171
28-<32,0.9,31.99217133,17.685459294166453,18.0,within_window,171
32-<36,0.9,35.9610279813552,21.081652268902758,22.0,within_window,171
36-<40,0.9,39.89611954,24.4489520936143,25.0,within_window,171
40+,0.9,46.875,30.420854551135243,,beyond_25_week_window,171
20-<28,0.9,27.97521095,16.177978911330342,17.0,within_window,172
28-<32,0.9,31.99217133,18.26632587416356,19.0,within_window,172
32-<36,0.9,35.9610279813552,20.32966455558168,21.0,within_window,172
36-<40,0.9,39.89611954,22.37544935990342,23.0,within_window,172
40+,0.9,46.875,26.003646412874375,,beyond_25_week_window,172
20-<28,0.9,27.97521095,20.240364605842807,21.0,within_window,173
28-<32,0.9,31.99217133,20.865244220399163,21.0,within_window,173
32-<36,0.9,35.9610279813552,21.48264080386466,22.0,within_window,173
36-<40,0.9,39.89611954,22.094784878935155,23.0,within_window,173
40+,0.9,46.875,23.18042170861175,24.0,within_window,173
20-<28,0.9,27.97521095,17.073978762613407,18.0,within_window,174
28-<32,0.9,31.99217133,20.25761310742201,21.0,within_window,174
32-<36,0.9,35.9610279813552,23.40312293315658,24.0,within_window,174
36-<40,0.9,39.89611954,26.521872298582984,,beyond_25_week_window,174
40+,0.9,46.875,32.05297079569329,,beyond_25_week_window,174
20-<28,0.9,27.97521095,19.595098058707578,20.0,within_window,175
28-<32,0.9,31.99217133,20.15547441888006,21.0,within_window,175
32-<36,0.9,35.9610279813552,20.709140184518695,21.0,within_window,175
36-<40,0.9,39.89611954,21.25809563241356,22.0,within_window,175
40+,0.9,46.875,22.23166750275739,23.0,within_window,175
20-<28,0.9,27.97521095,13.374860241239595,14.0,within_window,176
28-<32,0.9,31.99217133,17.386633928445843,18.0,within_window,176
32-<36,0.9,35.9610279813552,21.35036599846449,22.0,within_window,176
36-<40,0.9,39.89611954,25.280376573206237,,beyond_25_week_window,176
40+,0.9,46.875,32.25024591396031,,beyond_25_week_window,176
20-<28,0.9,27.97521095,14.278003105097474,15.0,within_window,177
28-<32,0.9,31.99217133,17.08731924683271,18.0,within_window,177
32-<36,0.9,35.9610279813552,19.862993388504336,20.0,within_window,177
36-<40,0.9,39.89611954,22.615053451119866,23.0,within_window,177
40+,0.9,46.875,27.495828881501044,,beyond_25_week_window,177
20-<28,0.9,27.97521095,11.750941331680124,12.0,within_window,178
28-<32,0.9,31.99217133,17.152697828201088,18.0,within_window,178
32-<36,0.9,35.9610279813552,22.489767446054376,23.0,within_window,178
36-<40,0.9,39.89611954,27.781431883958128,,beyond_25_week_window,178
40+,0.9,46.875,37.166192821841264,,beyond_25_week_window,178
20-<28,0.9,27.97521095,13.596874251236182,14.0,within_window,179
28-<32,0.9,31.99217133,17.143434130973198,18.0,within_window,179
32-<36,0.9,35.9610279813552,20.64752340160817,21.0,within_window,179
36-<40,0.9,39.89611954,24.12180159326448,25.0,within_window,179
40+,0.9,46.875,30.283430064421225,,beyond_25_week_window,179
20-<28,0.9,27.97521095,14.022290371815807,15.0,within_window,180
28-<32,0.9,31.99217133,17.95550399422916,18.0,within_window,180
32-<36,0.9,35.9610279813552,21.84161676851451,22.0,within_window,180
36-<40,0.9,39.89611954,25.69466839455657,,beyond_25_week_window,180
40+,0.9,46.875,32.52805112621955,,beyond_25_week_window,180
20-<28,0.9,27.97521095,16.384495464050936,17.0,within_window,181
28-<32,0.9,31.99217133,19.06308286523989,20.0,within_window,181
32-<36,0.9,35.9610279813552,21.709593763474096,22.0,within_window,181
36-<40,0.9,39.89611954,24.333589440402072,25.0,within_window,181
40+,0.9,46.875,28.98724282658751,,beyond_25_week_window,181
20-<28,0.9,27.97521095,10.075957386820338,11.0,within_window,182
28-<32,0.9,31.99217133,18.14224105498892,19.0,within_window,182
32-<36,0.9,35.9610279813552,26.111929714982296,,beyond_25_week_window,182
36-<40,0.9,39.89611954,34.01381615884227,,beyond_25_week_window,182
40+,0.9,46.875,48.027802892910785,,beyond_25_week_window,182
20-<28,0.9,27.97521095,19.43662225121721,20.0,within_window,183
28-<32,0.9,31.99217133,20.136836939635998,21.0,within_window,183
32-<36,0.9,35.9610279813552,20.828666447674983,21.0,within_window,183
36-<40,0.9,39.89611954,21.51461020837393,22.0,within_window,183
40+,0.9,46.875,22.73113069763274,23.0,within_window,183
20-<28,0.9,27.97521095,17.042669096515592,18.0,within_window,184
28-<32,0.9,31.99217133,18.220594471318698,19.0,within_window,184
32-<36,0.9,35.9610279813552,19.384414005577426,20.0,within_window,184
36-<40,0.9,39.89611954,20.538332332026343,21.0,within_window,184
40+,0.9,46.875,22.584805188089607,23.0,within_window,184
20-<28,0.9,27.97521095,14.21196236690798,15.0,within_window,185
28-<32,0.9,31.99217133,17.706653899245346,18.0,within_window,185
32-<36,0.9,35.9610279813552,21.159495954050936,22.0,within_window,185
36-<40,0.9,39.89611954,24.582962916144353,25.0,within_window,185
40+,0.9,46.875,30.654477728734243,,beyond_25_week_window,185
20-<28,0.9,27.97521095,15.22204668248527,16.0,within_window,186
28-<32,0.9,31.99217133,19.146764732371093,20.0,within_window,186
32-<36,0.9,35.9610279813552,23.0244836699383,24.0,within_window,186
36-<40,0.9,39.89611954,26.869212869922734,,beyond_25_week_window,186
40+,0.9,46.875,33.68783578831893,,beyond_25_week_window,186
20-<28,0.9,27.97521095,21.58588540910683,22.0,within_window,187
28-<32,0.9,31.99217133,20.63205389558931,21.0,within_window,187
32-<36,0.9,35.9610279813552,19.689644663587824,20.0,within_window,187
36-<40,0.9,39.89611954,18.755252988753284,19.0,within_window,187
40+,0.9,46.875,17.098110402791402,18.0,within_window,187
20-<28,0.9,27.97521095,19.20249847234727,20.0,within_window,188
28-<32,0.9,31.99217133,19.12182509711913,20.0,within_window,188
32-<36,0.9,35.9610279813552,19.04211779817349,20.0,within_window,188
36-<40,0.9,39.89611954,18.963088609972328,19.0,within_window,188
40+,0.9,46.875,18.82293043345033,19.0,within_window,188
20-<28,0.9,27.97521095,14.743775803651431,15.0,within_window,189
28-<32,0.9,31.99217133,16.818424899267345,17.0,within_window,189
32-<36,0.9,35.9610279813552,18.8682297475699,19.0,within_window,189
36-<40,0.9,39.89611954,20.9005958580139,21.0,within_window,189
40+,0.9,46.875,24.504994872462376,25.0,within_window,189
20-<28,0.9,27.97521095,15.135919725787934,16.0,within_window,190
28-<32,0.9,31.99217133,18.884537142268293,19.0,within_window,190
32-<36,0.9,35.9610279813552,22.588264279050264,23.0,within_window,190
36-<40,0.9,39.89611954,26.26048191545641,,beyond_25_week_window,190
40+,0.9,46.875,32.77315576958351,,beyond_25_week_window,190
20-<28,0.9,27.97521095,19.498174557719334,20.0,within_window,191
28-<32,0.9,31.99217133,16.52517023130521,17.0,within_window,191
32-<36,0.9,35.9610279813552,13.587768096560616,14.0,within_window,191
36-<40,0.9,39.89611954,10.675355943596669,11.0,within_window,191
40+,0.9,46.875,5.5101962610640385,11.0,within_window,191
20-<28,0.9,27.97521095,17.609903843550033,18.0,within_window,192
28-<32,0.9,31.99217133,19.91856395134269,20.0,within_window,192
32-<36,0.9,35.9610279813552,22.19957749336107,23.0,within_window,192
36-<40,0.9,39.89611954,24.461185286952222,25.0,within_window,192
40+,0.9,46.875,28.4721441690151,,beyond_25_week_window,192
20-<28,0.9,27.97521095,16.935357634316112,17.0,within_window,193
28-<32,0.9,31.99217133,19.279120667160374,20.0,within_window,193
32-<36,0.9,35.9610279813552,21.59481677121415,22.0,within_window,193
36-<40,0.9,39.89611954,23.890812064553135,24.0,within_window,193
40+,0.9,46.875,27.962757138800328,,beyond_25_week_window,193
20-<28,0.9,27.97521095,12.57997907918854,13.0,within_window,194
28-<32,0.9,31.99217133,18.205137772872725,19.0,within_window,194
32-<36,0.9,35.9610279813552,23.762934311646905,24.0,within_window,194
36-<40,0.9,39.89611954,29.273447833703116,,beyond_25_week_window,194
40+,0.9,46.875,39.04633737655483,,beyond_25_week_window,194
20-<28,0.9,27.97521095,17.419788934027846,18.0,within_window,195
28-<32,0.9,31.99217133,19.412905817575,20.0,within_window,195
32-<36,0.9,35.9610279813552,21.382154814796742,22.0,within_window,195
36-<40,0.9,39.89611954,23.334650403971263,24.0,within_window,195
40+,0.9,46.875,26.797399138645943,,beyond_25_week_window,195
20-<28,0.9,27.97521095,17.289178768278614,18.0,within_window,196
28-<32,0.9,31.99217133,17.483134147760964,18.0,within_window,196
32-<36,0.9,35.9610279813552,17.67476688124704,18.0,within_window,196
36-<40,0.9,39.89611954,17.864769297092316,18.0,within_window,196
40+,0.9,46.875,18.20173836821402,19.0,within_window,196
20-<28,0.9,27.97521095,16.12359519913762,17.0,within_window,197
28-<32,0.9,31.99217133,16.996214158132688,17.0,within_window,197
32-<36,0.9,35.9610279813552,17.858383368650575,18.0,within_window,197
36-<40,0.9,39.89611954,18.713217664888994,19.0,within_window,197
40+,0.9,46.875,20.229265329256606,21.0,within_window,197
20-<28,0.9,27.97521095,15.792172264560355,16.0,within_window,198
28-<32,0.9,31.99217133,18.971582148031555,19.0,within_window,198
32-<36,0.9,35.9610279813552,22.112918101013776,23.0,within_window,198
36-<40,0.9,39.89611954,25.227529102957327,,beyond_25_week_window,198
40+,0.9,46.875,30.751288217078347,,beyond_25_week_window,198
20-<28,0.9,27.97521095,19.748103016562542,20.0,within_window,199
28-<32,0.9,31.99217133,19.913200336846373,20.0,within_window,199
32-<36,0.9,35.9610279813552,20.07632059090509,21.0,within_window,199
36-<40,0.9,39.89611954,20.238053097563217,21.0,within_window,199
40+,0.9,46.875,20.52488551648969,21.0,within_window,199
20-<28,0.9,27.97521095,18.879260541971153,19.0,within_window,200
28-<32,0.9,31.99217133,18.48003086928643,19.0,within_window,200
32-<36,0.9,35.9610279813552,18.085582034355898,19.0,within_window,200
36-<40,0.9,39.89611954,17.69448897733596,18.0,within_window,200
40+,0.9,46.875,17.000885879923388,18.0,within_window,200
20-<28,0.9,27.97521095,16.123658053082742,17.0,within_window,201
28-<32,0.9,31.99217133,17.829756736763677,18.0,within_window,201
32-<36,0.9,35.9610279813552,19.515424621940937,20.0,within_window,201
36-<40,0.9,39.89611954,21.186751668579085,22.0,within_window,201
40+,0.9,46.875,24.1508483088284,25.0,within_window,201
20-<28,0.9,27.97521095,16.945591836858913,17.0,within_window,202
28-<32,0.9,31.99217133,18.201372417055737,19.0,within_window,202
32-<36,0.9,35.9610279813552,19.442114828450105,20.0,within_window,202
36-<40,0.9,39.89611954,20.672301609790125,21.0,within_window,202
40+,0.9,46.875,22.85403648495039,23.0,within_window,202
20-<28,0.9,27.97521095,18.155583454190435,19.0,within_window,203
28-<32,0.9,31.99217133,19.919638364594725,20.0,within_window,203
32-<36,0.9,35.9610279813552,21.662568441618255,22.0,within_window,203
36-<40,0.9,39.89611954,23.39067052135991,24.0,within_window,203
40+,0.9,46.875,26.455457619057785,,beyond_25_week_window,203
20-<28,0.9,27.97521095,17.33481600500943,18.0,within_window,204
28-<32,0.9,31.99217133,18.647580117495718,19.0,within_window,204
32-<36,0.9,35.9610279813552,19.94462367447041,20.0,within_window,204
36-<40,0.9,39.89611954,21.230632618759934,22.0,within_window,204
40+,0.9,46.875,23.511368037220745,24.0,within_window,204
20-<28,0.9,27.97521095,16.221779066709995,17.0,within_window,205
28-<32,0.9,31.99217133,18.264297006021707,19.0,within_window,205
32-<36,0.9,35.9610279813552,20.28235547364085,21.0,within_window,205
36-<40,0.9,39.89611954,22.283245286093045,23.0,within_window,205
40+,0.9,46.875,25.831821121402122,,beyond_25_week_window,205
20-<28,0.9,27.97521095,17.275627981841627,18.0,within_window,206
28-<32,0.9,31.99217133,18.775120085517127,19.0,within_window,206
32-<36,0.9,35.9610279813552,20.256655536789644,21.0,within_window,206
36-<40,0.9,39.89611954,21.725586808506094,22.0,within_window,206
40+,0.9,46.875,24.330734769229878,25.0,within_window,206
20-<28,0.9,27.97521095,16.18742673306252,17.0,within_window,207
28-<32,0.9,31.99217133,18.294870994190816,19.0,within_window,207
32-<36,0.9,35.9610279813552,20.377078280770874,21.0,within_window,207
36-<40,0.9,39.89611954,22.44157116538339,23.0,within_window,207
40+,0.9,46.875,26.10294697774015,,beyond_25_week_window,207
20-<28,0.9,27.97521095,14.718100481413071,15.0,within_window,208
28-<32,0.9,31.99217133,18.252500000190516,19.0,within_window,208
32-<36,0.9,35.9610279813552,21.744574532089803,22.0,within_window,208
36-<40,0.9,39.89611954,25.206940200535698,,beyond_25_week_window,208
40+,0.9,46.875,31.347441825156974,,beyond_25_week_window,208
20-<28,0.9,27.97521095,16.826671086187115,17.0,within_window,209
28-<32,0.9,31.99217133,18.776458645990914,19.0,within_window,209
32-<36,0.9,35.9610279813552,20.702897194896124,21.0,within_window,209
36-<40,0.9,39.89611954,22.612946546125862,23.0,within_window,209
40+,0.9,46.875,26.00041692547419,,beyond_25_week_window,209
20-<28,0.9,27.97521095,15.21449912876072,16.0,within_window,210
28-<32,0.9,31.99217133,18.803589894909397,19.0,within_window,210
32-<36,0.9,35.9610279813552,22.34970073794109,23.0,within_window,210
36-<40,0.9,39.89611954,25.865643002993167,,beyond_25_week_window,210
40+,0.9,46.875,32.10116266152698,,beyond_25_week_window,210
20-<28,0.9,27.97521095,16.131612232741734,17.0,within_window,211
28-<32,0.9,31.99217133,18.57705709733011,19.0,within_window,211
32-<36,0.9,35.9610279813552,20.99321737729383,21.0,within_window,211
36-<40,0.9,39.89611954,23.388822146433473,24.0,within_window,211
40+,0.9,46.875,27.637424514147924,,beyond_25_week_window,211
20-<28,0.9,27.97521095,15.448065302138783,16.0,within_window,212
28-<32,0.9,31.99217133,17.826942558428186,18.0,within_window,212
32-<36,0.9,35.9610279813552,20.177332387610868,21.0,within_window,212
36-<40,0.9,39.89611954,22.50772624882105,23.0,within_window,212
40+,0.9,46.875,26.640677144556925,,beyond_25_week_window,212
20-<28,0.9,27.97521095,13.395147567682953,14.0,within_window,213
28-<32,0.9,31.99217133,17.51786196952719,18.0,within_window,213
32-<36,0.9,35.9610279813552,21.591206221779274,22.0,within_window,213
36-<40,0.9,39.89611954,25.62989645187823,,beyond_25_week_window,213
40+,0.9,46.875,32.79250903935696,,beyond_25_week_window,213
20-<28,0.9,27.97521095,15.845995799525246,16.0,within_window,214
28-<32,0.9,31.99217133,18.47661943707163,19.0,within_window,214
32-<36,0.9,35.9610279813552,21.07574094523253,22.0,within_window,214
36-<40,0.9,39.89611954,23.652750397857563,24.0,within_window,214
40+,0.9,46.875,28.223073768009044,,beyond_25_week_window,214
20-<28,0.9,27.97521095,14.442054609187004,15.0,within_window,215
28-<32,0.9,31.99217133,17.27038400191667,18.0,within_window,215
32-<36,0.9,35.9610279813552,20.064843707929143,21.0,within_window,215
36-<40,0.9,39.89611954,22.835529516485085,23.0,within_window,215
40+,0.9,46.875,27.74933768637416,,beyond_25_week_window,215
20-<28,0.9,27.97521095,15.382430046897248,16.0,within_window,216
28-<32,0.9,31.99217133,21.54384298818995,22.0,within_window,216
32-<36,0.9,35.9610279813552,27.631472046108502,,beyond_25_week_window,216
36-<40,0.9,39.89611954,33.667310531178586,,beyond_25_week_window,216
40+,0.9,46.875,44.37186330597562,,beyond_25_week_window,216
20-<28,0.9,27.97521095,14.685222856692015,15.0,within_window,217
28-<32,0.9,31.99217133,19.821509954806437,20.0,within_window,217
32-<36,0.9,35.9610279813552,24.896289211808053,25.0,within_window,217
36-<40,0.9,39.89611954,29.927894727062416,,beyond_25_week_window,217
40+,0.9,46.875,38.85144145768285,,beyond_25_week_window,217
20-<28,0.9,27.97521095,16.25265030133571,17.0,within_window,218
28-<32,0.9,31.99217133,17.34427747094437,18.0,within_window,218
32-<36,0.9,35.9610279813552,18.422832234509492,19.0,within_window,218
36-<40,0.9,39.89611954,19.492211181262846,20.0,within_window,218
40+,0.9,46.875,21.388753542376946,22.0,within_window,218
20-<28,0.9,27.97521095,16.609114518212852,17.0,within_window,219
28-<32,0.9,31.99217133,18.309294946319845,19.0,within_window,219
32-<36,0.9,35.9610279813552,19.98911544795904,20.0,within_window,219
36-<40,0.9,39.89611954,21.654644857740507,22.0,within_window,219
40+,0.9,46.875,24.608459395535462,25.0,within_window,219
20-<28,0.9,27.97521095,18.764241567159743,19.0,within_window,220
28-<32,0.9,31.99217133,19.339879482198775,20.0,within_window,220
32-<36,0.9,35.9610279813552,19.90862404319813,20.0,within_window,220
36-<40,0.9,39.89611954,20.47253000343217,21.0,within_window,220
40+,0.9,46.875,21.472616590619527,22.0,within_window,220
20-<28,0.9,27.97521095,18.28791302184039,19.0,within_window,221
28-<32,0.9,31.99217133,18.45616152485343,19.0,within_window,221
32-<36,0.9,35.9610279813552,18.622395225735456,19.0,within_window,221
36-<40,0.9,39.89611954,18.787214691532935,19.0,within_window,221
40+,0.9,46.875,19.079521829026277,20.0,within_window,221
20-<28,0.9,27.97521095,20.939067232995576,21.0,within_window,222
28-<32,0.9,31.99217133,20.88649140987505,21.0,within_window,222
32-<36,0.9,35.9610279813552,20.834545190457177,21.0,within_window,222
36-<40,0.9,39.89611954,20.783040904086697,21.0,within_window,222
40+,0.9,46.875,20.691698110049913,21.0,within_window,222
20-<28,0.9,27.97521095,14.374349821816269,15.0,within_window,223
28-<32,0.9,31.99217133,17.22735758136029,18.0,within_window,223
32-<36,0.9,35.9610279813552,20.046200126885793,21.0,within_window,223
36-<40,0.9,39.89611954,22.841061337672688,23.0,within_window,223
40+,0.9,46.875,27.797744556268473,,beyond_25_week_window,223
20-<28,0.9,27.97521095,16.584787982823002,17.0,within_window,224
28-<32,0.9,31.99217133,18.377041410625967,19.0,within_window,224
32-<36,0.9,35.9610279813552,20.14783232339319,21.0,within_window,224
36-<40,0.9,39.89611954,21.903558212504315,22.0,within_window,224
40+,0.9,46.875,25.017336105096362,,beyond_25_week_window,224
20-<28,0.9,27.97521095,17.6909284379364,18.0,within_window,225
28-<32,0.9,31.99217133,18.713262536423947,19.0,within_window,225
32-<36,0.9,35.9610279813552,19.72335402422934,20.0,within_window,225
36-<40,0.9,39.89611954,20.724852147313413,21.0,within_window,225
40+,0.9,46.875,22.501007943882776,23.0,within_window,225
20-<28,0.9,27.97521095,16.271906589104386,17.0,within_window,226
28-<32,0.9,31.99217133,16.615857649144196,17.0,within_window,226
32-<36,0.9,35.9610279813552,16.955689841459638,17.0,within_window,226
36-<40,0.9,39.89611954,17.292630907567336,18.0,within_window,226
40+,0.9,46.875,17.890195509911788,18.0,within_window,226
20-<28,0.9,27.97521095,15.124562093696476,16.0,within_window,227
28-<32,0.9,31.99217133,18.313157447003118,19.0,within_window,227
32-<36,0.9,35.9610279813552,21.46356887238326,22.0,within_window,227
36-<40,0.9,39.89611954,24.587178137040986,25.0,within_window,227
40+,0.9,46.875,30.12689565998019,,beyond_25_week_window,227
20-<28,0.9,27.97521095,16.84231203219942,17.0,within_window,228
28-<32,0.9,31.99217133,18.353519624604324,19.0,within_window,228
32-<36,0.9,35.9610279813552,19.84663026979687,20.0,within_window,228
36-<40,0.9,39.89611954,21.32703825934056,22.0,within_window,228
40+,0.9,46.875,23.952540166242176,24.0,within_window,228
20-<28,0.9,27.97521095,17.47139756887667,18.0,within_window,229
28-<32,0.9,31.99217133,18.891818748228506,19.0,within_window,229
32-<36,0.9,35.9610279813552,20.295230161859706,21.0,within_window,229
36-<40,0.9,39.89611954,21.686702037065928,22.0,within_window,229
40+,0.9,46.875,24.154475845068653,25.0,within_window,229
20-<28,0.9,27.97521095,14.701860195884473,15.0,within_window,230
28-<32,0.9,31.99217133,18.29309085961377,19.0,within_window,230
32-<36,0.9,35.9610279813552,21.84131597461796,22.0,within_window,230
36-<40,0.9,39.89611954,25.35935452444989,,beyond_25_week_window,230
40+,0.9,46.875,31.598591941686553,,beyond_25_week_window,230
20-<28,0.9,27.97521095,14.499889548263575,15.0,within_window,231
28-<32,0.9,31.99217133,18.2971454503716,19.0,within_window,231
32-<36,0.9,35.9610279813552,22.0489286193107,23.0,within_window,231
36-<40,0.9,39.89611954,25.76879345063857,,beyond_25_week_window,231
40+,0.9,46.875,32.36596955144974,,beyond_25_week_window,231
20-<28,0.9,27.97521095,18.406536802063012,19.0,within_window,232
28-<32,0.9,31.99217133,18.295491774789898,19.0,within_window,232
32-<36,0.9,35.9610279813552,18.185776529081448,19.0,within_window,232
36-<40,0.9,39.89611954,18.076994687062903,19.0,within_window,232
40+,0.9,46.875,17.884070212409135,18.0,within_window,232
20-<28,0.9,27.97521095,16.19600730978118,17.0,within_window,233
28-<32,0.9,31.99217133,17.053330573940126,18.0,within_window,233
32-<36,0.9,35.9610279813552,17.900387257959196,18.0,within_window,233
36-<40,0.9,39.89611954,18.740237597688377,19.0,within_window,233
40+,0.9,46.875,20.22971123201441,21.0,within_window,233
20-<28,0.9,27.97521095,13.589305018953471,14.0,within_window,234
28-<32,0.9,31.99217133,18.477094152665398,19.0,within_window,234
32-<36,0.9,35.9610279813552,23.306351247243523,24.0,within_window,234
36-<40,0.9,39.89611954,28.094523382639487,,beyond_25_week_window,234
40+,0.9,46.875,36.58634128746594,,beyond_25_week_window,234
20-<28,0.9,27.97521095,17.39650825308621,18.0,within_window,235
28-<32,0.9,31.99217133,18.459348778932785,19.0,within_window,235
32-<36,0.9,35.9610279813552,19.509461623295973,20.0,within_window,235
36-<40,0.9,39.89611954,20.550640620795683,21.0,within_window,235
40+,0.9,46.875,22.397170403578052,23.0,within_window,235
20-<28,0.9,27.97521095,16.045073797554625,17.0,within_window,236
28-<32,0.9,31.99217133,18.972949113350897,19.0,within_window,236
32-<36,0.9,35.9610279813552,21.86576266443619,22.0,within_window,236
36-<40,0.9,39.89611954,24.733965571619052,25.0,within_window,236
40+,0.9,46.875,29.820720206407586,,beyond_25_week_window,236
20-<28,0.9,27.97521095,15.11649666338257,16.0,within_window,237
28-<32,0.9,31.99217133,17.705493165381974,18.0,within_window,237
32-<36,0.9,35.9610279813552,20.263486029452906,21.0,within_window,237
36-<40,0.9,39.89611954,22.7997167403913,23.0,within_window,237
40+,0.9,46.875,27.297719057957593,,beyond_25_week_window,237
20-<28,0.9,27.97521095,12.825649339838996,13.0,within_window,238
28-<32,0.9,31.99217133,17.456167777369433,18.0,within_window,238
32-<36,0.9,35.9610279813552,22.03123503257984,23.0,within_window,238
36-<40,0.9,39.89611954,26.567379851532504,,beyond_25_week_window,238
40+,0.9,46.875,34.612227593682974,,beyond_25_week_window,238
20-<28,0.9,27.97521095,15.051396365693865,16.0,within_window,239
28-<32,0.9,31.99217133,17.856310219033748,18.0,within_window,239
32-<36,0.9,35.9610279813552,20.6276347904019,21.0,within_window,239
36-<40,0.9,39.89611954,23.375382286732354,24.0,within_window,239
40+,0.9,46.875,28.248509385650124,,beyond_25_week_window,239
20-<28,0.9,27.97521095,14.608080581135086,15.0,within_window,240
28-<32,0.9,31.99217133,18.41951380628832,19.0,within_window,240
32-<36,0.9,35.9610279813552,22.185304522612395,23.0,within_window,240
36-<40,0.9,39.89611954,25.91905773195792,,beyond_25_week_window,240
40+,0.9,46.875,32.540864855586236,,beyond_25_week_window,240
20-<28,0.9,27.97521095,15.871709097328857,16.0,within_window,241
28-<32,0.9,31.99217133,16.961587509830757,17.0,within_window,241
32-<36,0.9,35.9610279813552,18.038414457928916,19.0,within_window,241
36-<40,0.9,39.89611954,19.106080288624867,20.0,within_window,241
40+,0.9,46.875,20.999584440335052,21.0,within_window,241
20-<28,0.9,27.97521095,17.921096127759018,18.0,within_window,242
28-<32,0.9,31.99217133,18.41517677784214,19.0,within_window,242
32-<36,0.9,35.9610279813552,18.90334073488578,19.0,within_window,242
36-<40,0.9,39.89611954,19.3873516315608,20.0,within_window,242
40+,0.9,46.875,20.245744413251426,21.0,within_window,242
20-<28,0.9,27.97521095,15.539435725354373,16.0,within_window,243
28-<32,0.9,31.99217133,18.385306626598148,19.0,within_window,243
32-<36,0.9,35.9610279813552,21.19709777881747,22.0,within_window,243
36-<40,0.9,39.89611954,23.984967586106244,24.0,within_window,243
40+,0.9,46.875,28.92925155844972,,beyond_25_week_window,243
20-<28,0.9,27.97521095,14.346240840652339,15.0,within_window,244
28-<32,0.9,31.99217133,17.40780455107866,18.0,within_window,244
32-<36,0.9,35.9610279813552,20.43270555736471,21.0,within_window,244
36-<40,0.9,39.89611954,23.43187218423392,24.0,within_window,244
40+,0.9,46.875,28.750890828808984,,beyond_25_week_window,244
20-<28,0.9,27.97521095,15.18959210828956,16.0,within_window,245
28-<32,0.9,31.99217133,17.210614916119823,18.0,within_window,245
32-<36,0.9,35.9610279813552,19.207435659817996,20.0,within_window,245
36-<40,0.9,39.89611954,21.187268428524934,22.0,within_window,245
40+,0.9,46.875,24.69849962039966,25.0,within_window,245
20-<28,0.9,27.97521095,17.64779849598537,18.0,within_window,246
28-<32,0.9,31.99217133,17.576114883278848,18.0,within_window,246
32-<36,0.9,35.9610279813552,17.50528969304298,18.0,within_window,246
36-<40,0.9,39.89611954,17.435067048911595,18.0,within_window,246
40+,0.9,46.875,17.310527268407274,18.0,within_window,246
20-<28,0.9,27.97521095,14.680477455691596,15.0,within_window,247
28-<32,0.9,31.99217133,16.98105672226062,17.0,within_window,247
32-<36,0.9,35.9610279813552,19.254086192392545,20.0,within_window,247
36-<40,0.9,39.89611954,21.50777783867884,22.0,within_window,247
40+,0.9,46.875,25.50469744238668,,beyond_25_week_window,247
20-<28,0.9,27.97521095,16.877274898634752,17.0,within_window,248
28-<32,0.9,31.99217133,18.536380086499783,19.0,within_window,248
32-<36,0.9,35.9610279813552,20.175617230321464,21.0,within_window,248
36-<40,0.9,39.89611954,21.80090854565963,22.0,within_window,248
40+,0.9,46.875,24.683360868148284,25.0,within_window,248
20-<28,0.9,27.97521095,15.854234259699686,16.0,within_window,249
28-<32,0.9,31.99217133,18.509208493050664,19.0,within_window,249
32-<36,0.9,35.9610279813552,21.132388994823923,22.0,within_window,249
36-<40,0.9,39.89611954,23.733252758901894,24.0,within_window,249
40+,0.9,46.875,28.345881723625865,,beyond_25_week_window,249
20-<28,0.9,27.97521095,20.924944071253208,21.0,within_window,250
28-<32,0.9,31.99217133,20.58993136344053,21.0,within_window,250
32-<36,0.9,35.9610279813552,20.258930485186696,21.0,within_window,250
36-<40,0.9,39.89611954,19.930745600636655,20.0,within_window,250
40+,0.9,46.875,19.348710076451184,20.0,within_window,250
20-<28,0.9,27.97521095,16.47188168310118,17.0,within_window,251
28-<32,0.9,31.99217133,18.159472083184912,19.0,within_window,251
32-<36,0.9,35.9610279813552,19.82685332435501,20.0,within_window,251
