k,date,weekday,month,publication_hour,kind,j,lead_hours,h_start,h_end,interval_start,interval_end,n_valid_slots,valid,b_kW,y_kW
346,2025-12-13,5,2025-12,6,midnight_tail,-1,18,144,144,2025-12-14 00:00:00,2025-12-14 00:10:00,1,True,123.33280067856428,153.13769720922892
347,2025-12-14,6,2025-12,6,midnight_tail,-1,18,144,144,2025-12-15 00:00:00,2025-12-15 00:10:00,1,True,121.315775530533,140.74637922368402
348,2025-12-15,0,2025-12,6,midnight_tail,-1,18,144,144,2025-12-16 00:00:00,2025-12-16 00:10:00,1,True,5.371881925892012,-68.84635786238096
349,2025-12-16,1,2025-12,6,midnight_tail,-1,18,144,144,2025-12-17 00:00:00,2025-12-17 00:10:00,1,True,63.79580399267335,220.4888975481672
350,2025-12-17,2,2025-12,6,midnight_tail,-1,18,144,144,2025-12-18 00:00:00,2025-12-18 00:10:00,1,True,266.2826263041299,-206.8546129596334
351,2025-12-18,3,2025-12,6,midnight_tail,-1,18,144,144,2025-12-19 00:00:00,2025-12-19 00:10:00,1,True,85.00454507890011,40.941265226899304
352,2025-12-19,4,2025-12,6,midnight_tail,-1,18,144,144,2025-12-20 00:00:00,2025-12-20 00:10:00,1,True,38.23681673953168,-127.91671814851907
353,2025-12-20,5,2025-12,6,midnight_tail,-1,18,144,144,2025-12-21 00:00:00,2025-12-21 00:10:00,1,True,103.92247412672464,-64.5740092475512
354,2025-12-21,6,2025-12,6,midnight_tail,-1,18,144,144,2025-12-22 00:00:00,2025-12-22 00:10:00,1,True,167.85096752861818,-73.81973042339996
355,2025-12-22,0,2025-12,6,midnight_tail,-1,18,144,144,2025-12-23 00:00:00,2025-12-23 00:10:00,1,True,93.54278841039468,68.49184200534637
356,2025-12-23,1,2025-12,6,midnight_tail,-1,18,144,144,2025-12-24 00:00:00,2025-12-24 00:10:00,1,True,-153.2811857545499,75.74856103118555
357,2025-12-24,2,2025-12,6,midnight_tail,-1,18,144,144,2025-12-25 00:00:00,2025-12-25 00:10:00,1,True,-155.28107691091805,-5.650626247935179
358,2025-12-25,3,2025-12,6,midnight_tail,-1,18,144,144,2025-12-26 00:00:00,2025-12-26 00:10:00,1,True,-22.602571697300544,-53.35954076165717
359,2025-12-26,4,2025-12,6,midnight_tail,-1,18,144,144,2025-12-27 00:00:00,2025-12-27 00:10:00,1,True,-26.039674443008,-168.39460648740032
360,2025-12-27,5,2025-12,6,midnight_tail,-1,18,144,144,2025-12-28 00:00:00,2025-12-28 00:10:00,1,True,-8.144301948669863,-79.00100863055468
361,2025-12-28,6,2025-12,6,midnight_tail,-1,18,144,144,2025-12-29 00:00:00,2025-12-29 00:10:00,1,True,-111.53458457271275,-65.06655547523405
362,2025-12-29,0,2025-12,6,midnight_tail,-1,18,144,144,2025-12-30 00:00:00,2025-12-30 00:10:00,1,True,-57.92259200815071,159.57955457875732
363,2025-12-30,1,2025-12,6,midnight_tail,-1,18,144,144,2025-12-31 00:00:00,2025-12-31 00:10:00,1,True,6.122343008815808,-77.95237204304931
364,2025-12-31,2,2025-12,6,midnight_tail,-1,18,144,144,2026-01-01 00:00:00,2026-01-01 00:10:00,1,True,-35.25725882238377,360.5915543562214
31,2025-02-01,5,2025-02,12,hour,0,1,72,77,2025-02-01 12:00:00,2025-02-01 13:00:00,6,True,-226.97061650208926,-299.2234179443715
32,2025-02-02,6,2025-02,12,hour,0,1,72,77,2025-02-02 12:00:00,2025-02-02 13:00:00,6,True,-124.08915575255044,-238.26938232010207
33,2025-02-03,0,2025-02,12,hour,0,1,72,77,2025-02-03 12:00:00,2025-02-03 13:00:00,6,True,-124.66569038763828,-159.26414959554737
34,2025-02-04,1,2025-02,12,hour,0,1,72,77,2025-02-04 12:00:00,2025-02-04 13:00:00,6,True,-88.74908499092044,1.0260397966734065
35,2025-02-05,2,2025-02,12,hour,0,1,72,77,2025-02-05 12:00:00,2025-02-05 13:00:00,6,True,-122.83421892014864,-94.00302809896569
36,2025-02-06,3,2025-02,12,hour,0,1,72,77,2025-02-06 12:00:00,2025-02-06 13:00:00,6,True,90.65245721526829,59.63833545957065
37,2025-02-07,4,2025-02,12,hour,0,1,72,77,2025-02-07 12:00:00,2025-02-07 13:00:00,6,True,-73.90177181964084,-146.6095654213318
38,2025-02-08,5,2025-02,12,hour,0,1,72,77,2025-02-08 12:00:00,2025-02-08 13:00:00,6,True,-37.76580188206541,49.07935982506418
39,2025-02-09,6,2025-02,12,hour,0,1,72,77,2025-02-09 12:00:00,2025-02-09 13:00:00,6,True,43.10981771800925,-84.6587680618051
40,2025-02-10,0,2025-02,12,hour,0,1,72,77,2025-02-10 12:00:00,2025-02-10 13:00:00,6,True,-106.55662477963931,59.0695889014296
41,2025-02-11,1,2025-02,12,hour,0,1,72,77,2025-02-11 12:00:00,2025-02-11 13:00:00,6,True,-88.85423696751423,25.404718630048894
42,2025-02-12,2,2025-02,12,hour,0,1,72,77,2025-02-12 12:00:00,2025-02-12 13:00:00,6,True,-84.70030009405203,-17.24598764011201
43,2025-02-13,3,2025-02,12,hour,0,1,72,77,2025-02-13 12:00:00,2025-02-13 13:00:00,6,True,-136.70110745200523,-152.79940580361048
44,2025-02-14,4,2025-02,12,hour,0,1,72,77,2025-02-14 12:00:00,2025-02-14 13:00:00,6,True,-45.00457654613759,-21.431984596072123
45,2025-02-15,5,2025-02,12,hour,0,1,72,77,2025-02-15 12:00:00,2025-02-15 13:00:00,6,True,9.3024193364328,121.71535226660778
46,2025-02-16,6,2025-02,12,hour,0,1,72,77,2025-02-16 12:00:00,2025-02-16 13:00:00,6,True,-157.72770164195344,120.41857899643885
47,2025-02-17,0,2025-02,12,hour,0,1,72,77,2025-02-17 12:00:00,2025-02-17 13:00:00,6,True,0.7361314437177194,-90.30396129433423
48,2025-02-18,1,2025-02,12,hour,0,1,72,77,2025-02-18 12:00:00,2025-02-18 13:00:00,6,True,19.6231830889501,32.56930604921232
49,2025-02-19,2,2025-02,12,hour,0,1,72,77,2025-02-19 12:00:00,2025-02-19 13:00:00,6,True,34.05178463963042,-36.396403860975475
50,2025-02-20,3,2025-02,12,hour,0,1,72,77,2025-02-20 12:00:00,2025-02-20 13:00:00,6,True,18.07380187000005,-123.26472025808698
51,2025-02-21,4,2025-02,12,hour,0,1,72,77,2025-02-21 12:00:00,2025-02-21 13:00:00,6,True,-35.51203558325028,-65.77230901423293
52,2025-02-22,5,2025-02,12,hour,0,1,72,77,2025-02-22 12:00:00,2025-02-22 13:00:00,6,True,9.348573843393902,-36.84748609738767
53,2025-02-23,6,2025-02,12,hour,0,1,72,77,2025-02-23 12:00:00,2025-02-23 13:00:00,6,True,88.42245425108983,-102.21758027662752
54,2025-02-24,0,2025-02,12,hour,0,1,72,77,2025-02-24 12:00:00,2025-02-24 13:00:00,6,True,9.831796708402635,-17.38708617343703
55,2025-02-25,1,2025-02,12,hour,0,1,72,77,2025-02-25 12:00:00,2025-02-25 13:00:00,6,True,-9.341939048593304,-113.54299547936914
56,2025-02-26,2,2025-02,12,hour,0,1,72,77,2025-02-26 12:00:00,2025-02-26 13:00:00,6,True,62.43381300591121,0.9534441454932979
57,2025-02-27,3,2025-02,12,hour,0,1,72,77,2025-02-27 12:00:00,2025-02-27 13:00:00,6,True,-120.86271525699158,-39.33642558483886
58,2025-02-28,4,2025-02,12,hour,0,1,72,77,2025-02-28 12:00:00,2025-02-28 13:00:00,6,True,124.11325445768989,-18.90686789765262
59,2025-03-01,5,2025-03,12,hour,0,1,72,77,2025-03-01 12:00:00,2025-03-01 13:00:00,6,True,-114.50536196943547,-150.91374398930193
60,2025-03-02,6,2025-03,12,hour,0,1,72,77,2025-03-02 12:00:00,2025-03-02 13:00:00,6,True,-170.2483895627462,0.09862971869476193
61,2025-03-03,0,2025-03,12,hour,0,1,72,77,2025-03-03 12:00:00,2025-03-03 13:00:00,6,True,-67.14455829858464,-91.99990034729217
62,2025-03-04,1,2025-03,12,hour,0,1,72,77,2025-03-04 12:00:00,2025-03-04 13:00:00,6,True,-60.91393974158518,-22.479631044705155
63,2025-03-05,2,2025-03,12,hour,0,1,72,77,2025-03-05 12:00:00,2025-03-05 13:00:00,6,True,-58.160765271664935,115.78618307528693
64,2025-03-06,3,2025-03,12,hour,0,1,72,77,2025-03-06 12:00:00,2025-03-06 13:00:00,6,True,-53.683276881849906,-48.874576296144824
65,2025-03-07,4,2025-03,12,hour,0,1,72,77,2025-03-07 12:00:00,2025-03-07 13:00:00,6,True,-197.58006351718845,-26.19840285626833
66,2025-03-08,5,2025-03,12,hour,0,1,72,77,2025-03-08 12:00:00,2025-03-08 13:00:00,6,True,46.163616465192796,73.14761242470043
67,2025-03-09,6,2025-03,12,hour,0,1,72,77,2025-03-09 12:00:00,2025-03-09 13:00:00,6,True,-34.151318637810014,-149.9380492708968
68,2025-03-10,0,2025-03,12,hour,0,1,72,77,2025-03-10 12:00:00,2025-03-10 13:00:00,6,True,-26.26964421122678,132.49085615628624
69,2025-03-11,1,2025-03,12,hour,0,1,72,77,2025-03-11 12:00:00,2025-03-11 13:00:00,6,True,-39.024226324043106,-108.20892188036153
70,2025-03-12,2,2025-03,12,hour,0,1,72,77,2025-03-12 12:00:00,2025-03-12 13:00:00,6,True,-57.28793159262492,-63.90162268695212
71,2025-03-13,3,2025-03,12,hour,0,1,72,77,2025-03-13 12:00:00,2025-03-13 13:00:00,6,True,-23.513473510641386,14.454267962859527
72,2025-03-14,4,2025-03,12,hour,0,1,72,77,2025-03-14 12:00:00,2025-03-14 13:00:00,6,True,-61.888657867843904,-21.871833390948495
73,2025-03-15,5,2025-03,12,hour,0,1,72,77,2025-03-15 12:00:00,2025-03-15 13:00:00,6,True,-122.97794761184316,-13.82917538782302
74,2025-03-16,6,2025-03,12,hour,0,1,72,77,2025-03-16 12:00:00,2025-03-16 13:00:00,6,True,35.33279810421163,126.4897123994474
75,2025-03-17,0,2025-03,12,hour,0,1,72,77,2025-03-17 12:00:00,2025-03-17 13:00:00,6,True,75.68307847657918,0.9859398392889792
76,2025-03-18,1,2025-03,12,hour,0,1,72,77,2025-03-18 12:00:00,2025-03-18 13:00:00,6,True,23.45646398742853,-75.07301172436867
77,2025-03-19,2,2025-03,12,hour,0,1,72,77,2025-03-19 12:00:00,2025-03-19 13:00:00,6,True,60.95853273934912,31.709653204854323
78,2025-03-20,3,2025-03,12,hour,0,1,72,77,2025-03-20 12:00:00,2025-03-20 13:00:00,6,True,-44.65986834659194,17.78027688830313
79,2025-03-21,4,2025-03,12,hour,0,1,72,77,2025-03-21 12:00:00,2025-03-21 13:00:00,6,True,124.39507776623554,91.61697557944042
80,2025-03-22,5,2025-03,12,hour,0,1,72,77,2025-03-22 12:00:00,2025-03-22 13:00:00,6,True,14.114803643148662,-98.54528008368015
81,2025-03-23,6,2025-03,12,hour,0,1,72,77,2025-03-23 12:00:00,2025-03-23 13:00:00,6,True,5.079220326341935,-81.86619809196479
82,2025-03-24,0,2025-03,12,hour,0,1,72,77,2025-03-24 12:00:00,2025-03-24 13:00:00,6,True,88.99178789376462,75.04287652028522
83,2025-03-25,1,2025-03,12,hour,0,1,72,77,2025-03-25 12:00:00,2025-03-25 13:00:00,6,True,9.888596812907053,47.94894723436695
84,2025-03-26,2,2025-03,12,hour,0,1,72,77,2025-03-26 12:00:00,2025-03-26 13:00:00,6,True,29.57766953544736,19.50078134047074
85,2025-03-27,3,2025-03,12,hour,0,1,72,77,2025-03-27 12:00:00,2025-03-27 13:00:00,6,True,187.6910320705339,-30.203638830885513
86,2025-03-28,4,2025-03,12,hour,0,1,72,77,2025-03-28 12:00:00,2025-03-28 13:00:00,6,True,-115.44763102905017,-119.29962047908703
87,2025-03-29,5,2025-03,12,hour,0,1,72,77,2025-03-29 12:00:00,2025-03-29 13:00:00,6,True,119.20588309549703,151.62849523635964
88,2025-03-30,6,2025-03,12,hour,0,1,72,77,2025-03-30 12:00:00,2025-03-30 13:00:00,6,True,183.0550738166106,179.7808212656355
89,2025-03-31,0,2025-03,12,hour,0,1,72,77,2025-03-31 12:00:00,2025-03-31 13:00:00,6,True,149.7488757101593,-31.79989718797727
90,2025-04-01,1,2025-04,12,hour,0,1,72,77,2025-04-01 12:00:00,2025-04-01 13:00:00,6,True,50.44456979299033,81.00593572308617
91,2025-04-02,2,2025-04,12,hour,0,1,72,77,2025-04-02 12:00:00,2025-04-02 13:00:00,6,True,19.813797264511322,76.91825826935458
92,2025-04-03,3,2025-04,12,hour,0,1,72,77,2025-04-03 12:00:00,2025-04-03 13:00:00,6,True,69.77299290879682,178.07790231557206
93,2025-04-04,4,2025-04,12,hour,0,1,72,77,2025-04-04 12:00:00,2025-04-04 13:00:00,6,True,128.06729705260855,142.7588800584912
94,2025-04-05,5,2025-04,12,hour,0,1,72,77,2025-04-05 12:00:00,2025-04-05 13:00:00,6,True,4.900722768971794,172.85498882430912
95,2025-04-06,6,2025-04,12,hour,0,1,72,77,2025-04-06 12:00:00,2025-04-06 13:00:00,6,True,83.34088367328438,4.9947318499198445
96,2025-04-07,0,2025-04,12,hour,0,1,72,77,2025-04-07 12:00:00,2025-04-07 13:00:00,6,True,-45.26839161520411,91.84985426945575
97,2025-04-08,1,2025-04,12,hour,0,1,72,77,2025-04-08 12:00:00,2025-04-08 13:00:00,6,True,-17.811288588632426,62.29525481252555
98,2025-04-09,2,2025-04,12,hour,0,1,72,77,2025-04-09 12:00:00,2025-04-09 13:00:00,6,True,106.00193674558643,10.920649901104298
99,2025-04-10,3,2025-04,12,hour,0,1,72,77,2025-04-10 12:00:00,2025-04-10 13:00:00,6,True,28.408976169126465,-81.05544462657781
100,2025-04-11,4,2025-04,12,hour,0,1,72,77,2025-04-11 12:00:00,2025-04-11 13:00:00,6,True,-17.84143705005575,41.8055926652346
101,2025-04-12,5,2025-04,12,hour,0,1,72,77,2025-04-12 12:00:00,2025-04-12 13:00:00,6,True,86.37463875747903,182.2787588533475
102,2025-04-13,6,2025-04,12,hour,0,1,72,77,2025-04-13 12:00:00,2025-04-13 13:00:00,6,True,13.41184540247635,152.07469037714677
103,2025-04-14,0,2025-04,12,hour,0,1,72,77,2025-04-14 12:00:00,2025-04-14 13:00:00,6,True,-43.97224019174731,82.03273328185514
104,2025-04-15,1,2025-04,12,hour,0,1,72,77,2025-04-15 12:00:00,2025-04-15 13:00:00,6,True,13.603010315911737,30.017350763489958
105,2025-04-16,2,2025-04,12,hour,0,1,72,77,2025-04-16 12:00:00,2025-04-16 13:00:00,6,True,-23.610990690172002,56.67289695040366
106,2025-04-17,3,2025-04,12,hour,0,1,72,77,2025-04-17 12:00:00,2025-04-17 13:00:00,6,True,-56.21659708348731,34.19555736841797
107,2025-04-18,4,2025-04,12,hour,0,1,72,77,2025-04-18 12:00:00,2025-04-18 13:00:00,6,True,-27.691461886376146,-7.847861947964627
108,2025-04-19,5,2025-04,12,hour,0,1,72,77,2025-04-19 12:00:00,2025-04-19 13:00:00,6,True,59.08246983412422,145.02370123328024
109,2025-04-20,6,2025-04,12,hour,0,1,72,77,2025-04-20 12:00:00,2025-04-20 13:00:00,6,True,140.12354745078133,66.00988898192024
110,2025-04-21,0,2025-04,12,hour,0,1,72,77,2025-04-21 12:00:00,2025-04-21 13:00:00,6,True,96.51832426133858,-63.60383796772612
111,2025-04-22,1,2025-04,12,hour,0,1,72,77,2025-04-22 12:00:00,2025-04-22 13:00:00,6,True,0.6732820354491196,99.809869046318
112,2025-04-23,2,2025-04,12,hour,0,1,72,77,2025-04-23 12:00:00,2025-04-23 13:00:00,6,True,92.94221792905516,11.53435484039604
113,2025-04-24,3,2025-04,12,hour,0,1,72,77,2025-04-24 12:00:00,2025-04-24 13:00:00,6,True,9.726037475754916,-26.303442795046674
114,2025-04-25,4,2025-04,12,hour,0,1,72,77,2025-04-25 12:00:00,2025-04-25 13:00:00,6,True,105.54579567437797,-18.395847006639922
115,2025-04-26,5,2025-04,12,hour,0,1,72,77,2025-04-26 12:00:00,2025-04-26 13:00:00,6,True,103.58106065458924,-70.57227103428197
116,2025-04-27,6,2025-04,12,hour,0,1,72,77,2025-04-27 12:00:00,2025-04-27 13:00:00,6,True,-96.97581945343548,-87.88942844751743
117,2025-04-28,0,2025-04,12,hour,0,1,72,77,2025-04-28 12:00:00,2025-04-28 13:00:00,6,True,194.43960993886503,23.240674665872575
118,2025-04-29,1,2025-04,12,hour,0,1,72,77,2025-04-29 12:00:00,2025-04-29 13:00:00,6,True,19.533601549685045,55.55482914873937
119,2025-04-30,2,2025-04,12,hour,0,1,72,77,2025-04-30 12:00:00,2025-04-30 13:00:00,6,True,124.09458371246653,11.824257177400796
120,2025-05-01,3,2025-05,12,hour,0,1,72,77,2025-05-01 12:00:00,2025-05-01 13:00:00,6,True,-121.92963408879132,13.410005476350156
121,2025-05-02,4,2025-05,12,hour,0,1,72,77,2025-05-02 12:00:00,2025-05-02 13:00:00,6,True,42.4906927270049,81.98212920478097
122,2025-05-03,5,2025-05,12,hour,0,1,72,77,2025-05-03 12:00:00,2025-05-03 13:00:00,6,True,11.077838818250257,-94.52561083938826
123,2025-05-04,6,2025-05,12,hour,0,1,72,77,2025-05-04 12:00:00,2025-05-04 13:00:00,6,True,101.7589680855652,-62.14304990513043
124,2025-05-05,0,2025-05,12,hour,0,1,72,77,2025-05-05 12:00:00,2025-05-05 13:00:00,6,True,3.9498423508380256,-72.48403956789191
125,2025-05-06,1,2025-05,12,hour,0,1,72,77,2025-05-06 12:00:00,2025-05-06 13:00:00,6,True,75.95075245932958,-34.23722292547245
126,2025-05-07,2,2025-05,12,hour,0,1,72,77,2025-05-07 12:00:00,2025-05-07 13:00:00,6,True,-82.84508471842537,-122.97301749114422
127,2025-05-08,3,2025-05,12,hour,0,1,72,77,2025-05-08 12:00:00,2025-05-08 13:00:00,6,True,6.992690149723633,-73.28779100837089
128,2025-05-09,4,2025-05,12,hour,0,1,72,77,2025-05-09 12:00:00,2025-05-09 13:00:00,6,True,125.00109420740053,1.965766077916669
129,2025-05-10,5,2025-05,12,hour,0,1,72,77,2025-05-10 12:00:00,2025-05-10 13:00:00,6,True,-73.08242756240686,-107.83289044024461
130,2025-05-11,6,2025-05,12,hour,0,1,72,77,2025-05-11 12:00:00,2025-05-11 13:00:00,6,True,92.02541326907051,65.39093389957361
131,2025-05-12,0,2025-05,12,hour,0,1,72,77,2025-05-12 12:00:00,2025-05-12 13:00:00,6,True,69.97437830436259,62.20165848513852
132,2025-05-13,1,2025-05,12,hour,0,1,72,77,2025-05-13 12:00:00,2025-05-13 13:00:00,6,True,-15.646452138766714,23.85049729581351
133,2025-05-14,2,2025-05,12,hour,0,1,72,77,2025-05-14 12:00:00,2025-05-14 13:00:00,6,True,51.336719462861616,44.1073205704541
134,2025-05-15,3,2025-05,12,hour,0,1,72,77,2025-05-15 12:00:00,2025-05-15 13:00:00,6,True,50.40115928409492,28.538275633974838
135,2025-05-16,4,2025-05,12,hour,0,1,72,77,2025-05-16 12:00:00,2025-05-16 13:00:00,6,True,72.97734711532712,-34.13648182673327
136,2025-05-17,5,2025-05,12,hour,0,1,72,77,2025-05-17 12:00:00,2025-05-17 13:00:00,6,True,180.16090433769386,113.12181547740072
137,2025-05-18,6,2025-05,12,hour,0,1,72,77,2025-05-18 12:00:00,2025-05-18 13:00:00,6,True,11.24598085724862,76.24710960675611
138,2025-05-19,0,2025-05,12,hour,0,1,72,77,2025-05-19 12:00:00,2025-05-19 13:00:00,6,True,-85.99444060171284,113.82051579731949
139,2025-05-20,1,2025-05,12,hour,0,1,72,77,2025-05-20 12:00:00,2025-05-20 13:00:00,6,True,14.977509914732915,-78.97082131522075
140,2025-05-21,2,2025-05,12,hour,0,1,72,77,2025-05-21 12:00:00,2025-05-21 13:00:00,6,True,-80.76807606757741,67.42513159742748
141,2025-05-22,3,2025-05,12,hour,0,1,72,77,2025-05-22 12:00:00,2025-05-22 13:00:00,6,True,45.00286606940896,68.29428569714962
142,2025-05-23,4,2025-05,12,hour,0,1,72,77,2025-05-23 12:00:00,2025-05-23 13:00:00,6,True,3.7709227765734945,103.31068389217573
143,2025-05-24,5,2025-05,12,hour,0,1,72,77,2025-05-24 12:00:00,2025-05-24 13:00:00,6,True,36.657523004306235,6.278809695144446
144,2025-05-25,6,2025-05,12,hour,0,1,72,77,2025-05-25 12:00:00,2025-05-25 13:00:00,6,True,72.2681209826895,17.14254952559895
145,2025-05-26,0,2025-05,12,hour,0,1,72,77,2025-05-26 12:00:00,2025-05-26 13:00:00,6,True,-41.387249386725216,-76.23315878432034
146,2025-05-27,1,2025-05,12,hour,0,1,72,77,2025-05-27 12:00:00,2025-05-27 13:00:00,6,True,-39.382865357163006,-21.253097222224977
147,2025-05-28,2,2025-05,12,hour,0,1,72,77,2025-05-28 12:00:00,2025-05-28 13:00:00,6,True,0.5013698803169669,-3.4633393758407087
148,2025-05-29,3,2025-05,12,hour,0,1,72,77,2025-05-29 12:00:00,2025-05-29 13:00:00,6,True,103.27807801807587,-41.50213236266412
149,2025-05-30,4,2025-05,12,hour,0,1,72,77,2025-05-30 12:00:00,2025-05-30 13:00:00,6,True,12.443284276086539,63.56776346081059
150,2025-05-31,5,2025-05,12,hour,0,1,72,77,2025-05-31 12:00:00,2025-05-31 13:00:00,6,True,65.54604717325985,56.57190171452794
151,2025-06-01,6,2025-06,12,hour,0,1,72,77,2025-06-01 12:00:00,2025-06-01 13:00:00,6,True,78.04774606255917,212.54386074916889
152,2025-06-02,0,2025-06,12,hour,0,1,72,77,2025-06-02 12:00:00,2025-06-02 13:00:00,6,True,38.83849726931188,7.293357565865335
153,2025-06-03,1,2025-06,12,hour,0,1,72,77,2025-06-03 12:00:00,2025-06-03 13:00:00,6,True,34.45503459064048,13.596346089729044
154,2025-06-04,2,2025-06,12,hour,0,1,72,77,2025-06-04 12:00:00,2025-06-04 13:00:00,6,True,81.46332255535738,-102.37209400659943
155,2025-06-05,3,2025-06,12,hour,0,1,72,77,2025-06-05 12:00:00,2025-06-05 13:00:00,6,True,19.165498472526906,1.3780821059799564
156,2025-06-06,4,2025-06,12,hour,0,1,72,77,2025-06-06 12:00:00,2025-06-06 13:00:00,6,True,-332.6683829741139,-59.41160119594542
157,2025-06-07,5,2025-06,12,hour,0,1,72,77,2025-06-07 12:00:00,2025-06-07 13:00:00,6,True,-24.301999998680383,-36.68250730523133
158,2025-06-08,6,2025-06,12,hour,0,1,72,77,2025-06-08 12:00:00,2025-06-08 13:00:00,6,True,-99.45265500911394,-155.65895183753778
159,2025-06-09,0,2025-06,12,hour,0,1,72,77,2025-06-09 12:00:00,2025-06-09 13:00:00,6,True,39.95496978134937,64.57744215002822
160,2025-06-10,1,2025-06,12,hour,0,1,72,77,2025-06-10 12:00:00,2025-06-10 13:00:00,6,True,8.958238680925055,-16.95730322746734
161,2025-06-11,2,2025-06,12,hour,0,1,72,77,2025-06-11 12:00:00,2025-06-11 13:00:00,6,True,-22.491721390110797,110.29973479064726
162,2025-06-12,3,2025-06,12,hour,0,1,72,77,2025-06-12 12:00:00,2025-06-12 13:00:00,6,True,9.451555006142977,7.710002230831226
163,2025-06-13,4,2025-06,12,hour,0,1,72,77,2025-06-13 12:00:00,2025-06-13 13:00:00,6,True,133.13435391777443,13.576159042106838
164,2025-06-14,5,2025-06,12,hour,0,1,72,77,2025-06-14 12:00:00,2025-06-14 13:00:00,6,True,-173.15263394414265,-33.5341208860685
165,2025-06-15,6,2025-06,12,hour,0,1,72,77,2025-06-15 12:00:00,2025-06-15 13:00:00,6,True,-28.26640242752819,155.38163471235734
166,2025-06-16,0,2025-06,12,hour,0,1,72,77,2025-06-16 12:00:00,2025-06-16 13:00:00,6,True,59.670946108411954,251.02773683499194
167,2025-06-17,1,2025-06,12,hour,0,1,72,77,2025-06-17 12:00:00,2025-06-17 13:00:00,6,True,27.50782581208235,9.655065207798089
168,2025-06-18,2,2025-06,12,hour,0,1,72,77,2025-06-18 12:00:00,2025-06-18 13:00:00,6,True,-94.92712678467599,139.12042753074851
169,2025-06-19,3,2025-06,12,hour,0,1,72,77,2025-06-19 12:00:00,2025-06-19 13:00:00,6,True,14.238170688631271,-90.56316727833473
170,2025-06-20,4,2025-06,12,hour,0,1,72,77,2025-06-20 12:00:00,2025-06-20 13:00:00,6,True,74.03487796335935,103.11636705772155
171,2025-06-21,5,2025-06,12,hour,0,1,72,77,2025-06-21 12:00:00,2025-06-21 13:00:00,6,True,45.985319417479865,109.11312678293909
172,2025-06-22,6,2025-06,12,hour,0,1,72,77,2025-06-22 12:00:00,2025-06-22 13:00:00,6,True,-38.880535374468764,-100.63215587916905
173,2025-06-23,0,2025-06,12,hour,0,1,72,77,2025-06-23 12:00:00,2025-06-23 13:00:00,6,True,-69.71914180693754,-196.27850728424437
174,2025-06-24,1,2025-06,12,hour,0,1,72,77,2025-06-24 12:00:00,2025-06-24 13:00:00,6,True,33.630606927672794,-26.234825175039685
175,2025-06-25,2,2025-06,12,hour,0,1,72,77,2025-06-25 12:00:00,2025-06-25 13:00:00,6,True,-126.71999435885952,-180.918512088953
176,2025-06-26,3,2025-06,12,hour,0,1,72,77,2025-06-26 12:00:00,2025-06-26 13:00:00,6,True,-68.95102595594972,-22.71781379146675
177,2025-06-27,4,2025-06,12,hour,0,1,72,77,2025-06-27 12:00:00,2025-06-27 13:00:00,6,True,-201.59430476465914,-196.69357802768067
178,2025-06-28,5,2025-06,12,hour,0,1,72,77,2025-06-28 12:00:00,2025-06-28 13:00:00,6,True,47.112100996441164,-71.09758151224635
179,2025-06-29,6,2025-06,12,hour,0,1,72,77,2025-06-29 12:00:00,2025-06-29 13:00:00,6,True,65.39035280605049,-112.17510741000736
180,2025-06-30,0,2025-06,12,hour,0,1,72,77,2025-06-30 12:00:00,2025-06-30 13:00:00,6,True,-96.74712154358485,-180.3962808463933
181,2025-07-01,1,2025-07,12,hour,0,1,72,77,2025-07-01 12:00:00,2025-07-01 13:00:00,6,True,591.0193609431755,706.0489451353138
182,2025-07-02,2,2025-07,12,hour,0,1,72,77,2025-07-02 12:00:00,2025-07-02 13:00:00,6,True,331.31100116683683,258.05764621721545
183,2025-07-03,3,2025-07,12,hour,0,1,72,77,2025-07-03 12:00:00,2025-07-03 13:00:00,6,True,243.11476919954566,219.37726747067595
184,2025-07-04,4,2025-07,12,hour,0,1,72,77,2025-07-04 12:00:00,2025-07-04 13:00:00,6,True,23.981518833083936,74.62555217296843
185,2025-07-05,5,2025-07,12,hour,0,1,72,77,2025-07-05 12:00:00,2025-07-05 13:00:00,6,True,220.8119852685219,192.0585651587853
186,2025-07-06,6,2025-07,12,hour,0,1,72,77,2025-07-06 12:00:00,2025-07-06 13:00:00,6,True,368.7732224604835,263.19482261281155
187,2025-07-07,0,2025-07,12,hour,0,1,72,77,2025-07-07 12:00:00,2025-07-07 13:00:00,6,True,20.540238184823618,161.34243239840725
188,2025-07-08,1,2025-07,12,hour,0,1,72,77,2025-07-08 12:00:00,2025-07-08 13:00:00,6,True,-380.80589688471474,-256.7216594133967
189,2025-07-09,2,2025-07,12,hour,0,1,72,77,2025-07-09 12:00:00,2025-07-09 13:00:00,6,True,196.72135445480657,156.32403352820089
190,2025-07-10,3,2025-07,12,hour,0,1,72,77,2025-07-10 12:00:00,2025-07-10 13:00:00,6,True,147.7680729139894,237.47298839085093
191,2025-07-11,4,2025-07,12,hour,0,1,72,77,2025-07-11 12:00:00,2025-07-11 13:00:00,6,True,138.24253950759166,52.76355958747172
192,2025-07-12,5,2025-07,12,hour,0,1,72,77,2025-07-12 12:00:00,2025-07-12 13:00:00,6,True,72.41353319676546,-97.02965883904267
193,2025-07-13,6,2025-07,12,hour,0,1,72,77,2025-07-13 12:00:00,2025-07-13 13:00:00,6,True,107.35653272682718,109.29228751769415
