a_pv_n,a_pv_mae,a_pv_rmse,a_pv_bias,a_net_n,a_net_mae,a_net_rmse,a_net_bias,b_pv_n,b_pv_mae,b_pv_rmse,b_pv_bias,b_net_n,b_net_mae,b_net_rmse,b_net_bias,delta_pv_mae_kW,delta_pv_bias_kW,delta_net_mae_kWh,delta_net_bias_kWh,a_coverage,a_mean_shortfall_kWh,a_mean_surplus_kWh,a_mean_rho_kWh,a_protected_bias_kWh,b_coverage,b_mean_shortfall_kWh,b_mean_surplus_kWh,b_mean_rho_kWh,b_protected_bias_kWh,delta_protected_bias_kWh,publication_hour,group_type,month,clock,boundary,is_generation
1311,187.92941405415712,255.19333971892053,-119.44979068777016,1311,41.52327701528283,52.178757242204,-15.847254829975482,1311,187.65211604428612,251.46151864221022,-125.81273911411105,1311,40.45279090493775,50.570822593279416,-16.907746234365632,-0.2772980098710036,-6.362948426340893,-1.0704861103450796,-1.0604914043901505,0.7948131197559115,5.359517767587962,48.09621495348934,26.889442355925894,42.73669718590137,0.8001525553012967,5.425753079345415,48.66715461966946,26.333655305958413,43.241401540324055,0.5047043544226852,12,month_x_is_generation,2025-05,,,True
882,0.1670346182917612,0.7402784153388192,0.15801198034769465,882,32.32120185184793,41.166514973048145,6.590730174267023,882,0.09932691246290029,0.49571410603991906,0.0816701307546244,882,32.32290470800647,41.16805555926499,6.578006532668177,-0.0677077058288609,-0.07634184959307025,0.0017028561585377133,-0.012723641598845425,0.8027210884353742,5.002400676425183,39.75050708035754,41.33883657819937,34.74810640393235,0.8027210884353742,5.001528483385849,39.759587718130014,41.336065767412336,34.75805923474417,0.009952830811819524,12,month_x_is_generation,2025-06,,,False
1308,182.65426760958206,249.27320141939384,-88.07979424057086,1308,43.869508326167015,54.99750160143603,-10.059988314095397,1308,197.05487294578143,259.78183273484484,-96.90395365468315,1308,44.81738050898281,56.24787279402186,-11.530681549780777,14.400605336199362,-8.824159414112287,0.947872182815793,-1.4706932356853795,0.7828746177370031,7.468726176085948,52.4425755208399,34.91386103065856,44.97384934475395,0.7851681957186545,7.676823686581411,52.96957153621316,33.76206629985098,45.29274784963176,0.3188985048778079,12,month_x_is_generation,2025-06,,,True
938,0.26386744847192606,4.505383533436611,0.24562480454868516,938,33.40790171595386,42.883346716436506,-0.3966577913035279,938,0.056614561731143695,0.840582820681577,0.0383484492016259,938,33.37335565672935,42.869391611369885,-0.4312038505280384,-0.20725288674078235,-0.20727635534705924,-0.03454605922451037,-0.034546059224510484,0.814498933901919,5.793874988166489,40.70167411929753,34.5111413398275,34.907799131131036,0.814498933901919,5.795964516069224,40.69493422133381,34.46776585473655,34.898969705264584,-0.008829425866451857,12,month_x_is_generation,2025-07,,,False
1325,181.0135129811321,252.62929137848823,-99.13045997484278,1325,48.27150903971253,62.96897084373021,-14.090504546203814,1325,189.20256282600968,255.10332205234764,-105.4942290342272,1325,48.92831753938534,63.38535209667972,-15.151132722767889,8.189049844877587,-6.363769059384424,0.6568084996728132,-1.0606281765640748,0.8,7.237891578527338,57.15370248962326,35.82530636489211,49.91581091109593,0.8037735849056604,7.311960820661788,57.76861011569511,35.30551657226544,50.45664929503332,0.5408383839373911,12,month_x_is_generation,2025-07,,,True
996,6.815328480589022,35.333940540394394,6.799197556894244,996,27.679377433147085,35.201792199060044,-10.833059546081383,996,2.7487480909928594,16.497154364795367,2.7326171672980806,996,27.537713831782117,35.0147017764838,-11.510822944347408,-4.0665803895961625,-4.066580389596163,-0.14166360136496792,-0.6777633982660252,0.7901606425702812,3.9830161231595174,31.58994119513785,16.773865525896955,27.606925071978335,0.7881526104417671,4.01657018605412,31.455201393254804,15.927808262853276,27.438631207200686,-0.16829386477764885,12,month_x_is_generation,2025-08,,,False
1267,202.38517991318076,256.16642796624996,-111.85717163904233,1267,47.515885442612195,59.152354610115474,-31.437655210944456,1267,200.009436463873,255.94988211785292,-114.4212861078364,1267,47.49053748371676,58.85410052398917,-31.86500762241013,-2.3757434493077767,-2.5641144687940596,-0.025347958895437728,-0.42735241146567304,0.813733228097869,5.008764999881925,49.283694130744706,12.83727391991832,44.274929130862766,0.8113654301499605,4.977025843379586,49.885907356617146,13.043873890827427,44.90888151323755,0.6339523823747868,12,month_x_is_generation,2025-08,,,True
1047,3.874869921999363,21.29629313188565,3.862948814071952,1047,42.563603386365884,55.79284827986843,-20.845988245645675,1047,2.0241081911159426,12.295582726946845,2.011137210986139,1047,42.681002999187285,55.98054537440215,-21.154623512826642,-1.8507617308834203,-1.851811603085813,0.11739961282140143,-0.3086352671809678,0.7564469914040115,6.469722126422567,43.65854075372114,16.3428303816529,37.188818627298566,0.7497612225405922,6.572303055943422,43.19653371658168,15.469607147811615,36.62423066063826,-0.5645879666603051,12,month_x_is_generation,2025-09,,,False
1143,178.33764474336542,245.98577140228707,-112.79447621026539,1143,52.801643979773736,68.09762345269118,-37.52963954495574,1143,192.9705288479659,254.7706060072355,-122.90030167095578,1143,54.48376254662323,69.40992577558659,-39.21394378840414,14.632884104600492,-10.105825460690397,1.6821185668494962,-1.6843042434483948,0.7751531058617673,6.729507975731962,48.348383149805926,4.089235629118229,41.61887517407397,0.7874015748031497,6.489722073410719,49.41312107267008,3.7094552108552254,42.92339899925937,1.3045238251853988,12,month_x_is_generation,2025-09,,,True
1170,5.551297642450143,33.96390541178961,5.534370633903134,1170,22.65227308169979,29.041577795703105,0.5554233999987461,1170,2.178712634372504,15.607381632881873,2.161785625825495,1170,22.215769799194792,28.396428472744322,-0.006674101347526343,-3.372585008077639,-3.3725850080776394,-0.43650328250499726,-0.5620975013462725,0.7760683760683761,3.0046718598685627,25.252126622577162,22.802878162707344,22.2474547627086,0.7726495726495727,3.0798302239188575,25.062054491342973,21.975550166076587,21.982224267424115,-0.2652304952844844,12,month_x_is_generation,2025-10,,,False
1093,195.6989384644709,254.92983388863829,-85.91098238029888,1093,34.85908845475281,45.45943126970805,-6.976683357355225,1093,189.68937334549315,251.55822917925033,-94.45715865253041,1093,34.926965569199474,45.52318894864075,-8.401046069393818,-6.009565118977747,-8.546176272231534,0.06787711444666655,-1.4243627120385929,0.727355901189387,6.324380066700087,33.491311396065626,20.190247972010322,27.166931329365546,0.7246111619396157,6.493613783826131,34.241904492945245,19.347244639725297,27.74829070911911,0.5813593797535646,12,month_x_is_generation,2025-10,,,True
1206,6.649858658098396,30.432102382838416,6.642000780818131,1206,18.444050375467288,23.18753224729083,8.626081349745544,1206,3.3842729057218817,17.160835333128933,3.3764150284416163,1206,18.084235000094733,22.57454747850903,8.081817057682793,-3.2655857523765146,-3.265585752376515,-0.3598153753725555,-0.544264292062751,0.8200663349917081,2.0080223092895193,22.35743256083568,28.975491601291708,20.349410251546157,0.8167495854063018,2.058078926313074,21.845653872104098,27.869392003473816,19.78757494579102,-0.5618353057551353,12,month_x_is_generation,2025-11,,,False
984,172.87977719342817,219.97862003281153,-126.05488317242549,984,31.08091315608064,40.569827464063685,-15.998455080037866,984,181.03576267067388,227.92218772077018,-132.9329667675819,984,32.14943318939625,41.54465757210264,-17.14480234589727,8.155985477245707,-6.878083595156397,1.0685200333156075,-1.1463472658594025,0.8160569105691057,3.5837011746946135,36.66800584569506,17.08584959096259,33.08430467100045,0.8333333333333334,3.4379190347318436,37.18230259667402,16.599581216044903,33.74438356194218,0.6600788909417261,12,month_x_is_generation,2025-11,,,True
1292,0.2534199948400413,2.023992784195265,0.23637581269349842,1292,18.525544360058216,22.77553901356036,0.20697925088671704,1292,0.14480954048182104,1.3601331855139096,0.1251278942401655,1292,18.526820735692446,22.776972640161365,0.18843793114449492,-0.10861045435822025,-0.11124791845333293,0.0012763756342302202,-0.018541319742222118,0.8304953560371517,1.8694531915832584,25.141424736084627,23.478950795388084,23.271971544501373,0.826625386996904,1.9116664749195584,24.893234329463716,23.170005785688655,22.981567854544156,-0.2904036899572162,12,month_x_is_generation,2025-12,,,False
971,144.97244346035015,189.5819945718906,-112.57098017507725,971,30.31615665492994,39.51647273733898,-12.08706098709337,971,162.18937137921654,200.0544202988934,-121.99871700757792,971,32.52964287336026,41.34777123399489,-13.65835045917682,17.21692791886639,-9.42773683250067,2.213486218430319,-1.5712894720834498,0.7899073120494335,4.251558526523354,33.42308281043462,17.08446329681789,29.171524283911264,0.7899073120494335,4.466391481800869,33.25134082874873,15.126598887771038,28.784949346947858,-0.38657493696340595,12,month_x_is_generation,2025-12,,,True
12358,7.3478704995414565,32.00466689610285,3.9955352969736206,12358,25.538111202459746,34.41031024843697,0.777655690936774,12358,7.344929465552753,32.00444129676045,3.989458008982037,12358,25.53830150556069,34.4104718642709,0.7766428096048431,-0.0029410339887032677,-0.006077287991583802,0.00019030310094336755,-0.0010128813319308927,0.7905810001618385,4.064887412835836,29.48131367029161,26.194081948392544,25.41642625745577,0.7905810001618385,4.064968009736067,29.481654357201695,26.193329157070476,25.41668634746563,0.0002600900098599368,18,overall,,,,
1036,0.011676640926640926,0.10242996326523492,-0.011676640926640926,1036,16.468144997279985,20.847167758976887,-0.32255481064263025,1036,0.011676640926640926,0.10242996326523492,-0.011676640926640926,1036,16.468144997279985,20.847167758976887,-0.32255481064263025,0.0,0.0,0.0,0.0,0.8001930501930502,2.567958810212897,20.572008940956515,17.681495320100986,18.004050130743618,0.8001930501930502,2.567958810212897,20.572008940956515,17.681495320100986,18.004050130743618,0.0,18,month,2025-02,,,
1147,1.4580522667829119,8.860690038902563,1.218302179598954,1147,17.76812375338319,22.335749468183547,6.884443105103805,1147,1.4580522667829119,8.860690038902563,1.218302179598954,1147,17.76812375338319,22.335749468183547,6.884443105103805,0.0,0.0,0.0,0.0,0.7759372275501307,3.189656473138562,19.73304044438764,23.427827076352884,16.54338397124908,0.7759372275501307,3.189656473138562,19.73304044438764,23.427827076352884,16.54338397124908,0.0,18,month,2025-03,,,
1110,19.754537177177177,58.168399559579704,17.447262162162165,1110,18.105048136121514,22.8719309233033,3.823690133451286,1110,19.75453717717718,58.16839955957971,17.447262162162165,1110,18.10504813612151,22.8719309233033,3.823690133451286,3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,0.7927927927927928,2.612309627934407,21.277006203944868,22.488386709461746,18.66469657601046,0.7927927927927928,2.612309627934407,21.277006203944868,22.488386709461746,18.66469657601046,0.0,18,month,2025-04,,,
1147,13.2759980528916,40.03978791456401,7.041783173496078,1147,32.88164270993558,42.20126216830223,16.514465554803593,1147,13.275998052891605,40.03978791456402,7.04178317349608,1147,32.88164270993558,42.20126216830223,16.514465554803596,5.329070518200751e-15,2.6645352591003757e-15,0.0,3.552713678800501e-15,0.7323452484742807,8.116819364238392,33.88096180991254,42.278608000477746,25.76414244567415,0.7323452484742807,8.116819364238392,33.88096180991254,42.27860800047775,25.76414244567415,0.0,18,month,2025-05,,,
1110,7.89473165165165,24.398058247806492,-5.143570810810809,1110,32.18432431938933,40.98509821747416,4.61903187383287,1110,7.862000478812145,24.3947608798239,-5.211181621621618,1110,32.186451304273525,40.98662555036864,4.6077634053644045,-0.03273117283950544,-0.06761081081080889,0.0021269848841924954,-0.011268468468465187,0.8243243243243243,4.336744083565973,41.34372960157981,41.6260173918467,37.006985518013835,0.8243243243243243,4.3359860727947845,41.351494468260725,41.623271800830345,37.015508395465936,0.00852287745210134,18,month,2025-06,,,
1147,9.343100159837254,29.22778358064908,-0.7886959895379257,1147,33.5527110822451,42.892193598522674,-0.40863467829400835,1147,9.343088218964933,29.227785533353526,-0.7887440496948533,1147,33.55270307221895,42.89217817390664,-0.40864268832016337,-1.1940872321147822e-05,-4.806015692759846e-05,-8.010026149918303e-06,-8.01002615502533e-06,0.8064516129032258,6.007356485376978,40.05958000544355,33.643588841772555,34.05222352006657,0.8064516129032258,6.008958410790295,40.05573624504168,33.638135145931216,34.04677783425138,-0.005445685815189449,18,month,2025-07,,,
1147,21.58996592560302,62.02747880507496,17.660167044463815,1147,28.0591280262865,35.46508216899644,-9.116350441478037,1147,21.58996592560302,62.02747880507498,17.660167044463822,1147,28.05912802628651,35.46508216899644,-9.116350441478037,0.0,7.105427357601002e-15,7.105427357601002e-15,0.0,0.7863993025283348,4.235507806336689,30.894758125141347,17.542899877326622,26.659250318804663,0.7863993025283348,4.235507806336689,30.894758125141355,17.542899877326622,26.65925031880466,-3.552713678800501e-15,18,month,2025-08,,,
1110,6.903242897897897,28.78753659648564,6.275086216216216,1110,42.676706391108404,56.122448291967345,-20.898128299949377,1110,6.903242897897898,28.78753659648564,6.275086216216216,1110,42.676706391108404,56.122448291967345,-20.898128299949377,8.881784197001252e-16,0.0,0.0,0.0,0.7603603603603604,6.4966935857662715,44.16804172955236,16.773219843836706,37.67134814378609,0.7603603603603604,6.4966935857662715,44.16804172955236,16.773219843836706,37.67134814378609,0.0,18,month,2025-09,,,
1147,0.04678875326939842,0.38236577980263897,-0.04678875326939842,1147,22.025633602128643,28.292074740175206,-0.7354993229807636,1147,0.04678875326939842,0.38236577980263897,-0.04678875326939842,1147,22.025633602128643,28.292074740175206,-0.7354993229807636,0.0,0.0,0.0,0.0,0.7802964254577158,2.966424257673178,25.63612187414285,21.93419829348891,22.669697616469676,0.7802964254577158,2.966424257673178,25.63612187414285,21.93419829348891,22.669697616469676,0.0,18,month,2025-10,,,
1110,0.004268738738738739,0.030777860446978667,-0.004268738738738739,1110,17.91644309472728,22.2601263384488,7.659868271980779,1110,0.004268738738738739,0.030777860446978667,-0.004268738738738739,1110,17.91644309472728,22.2601263384488,7.659868271980779,0.0,0.0,0.0,0.0,0.8108108108108109,2.1315628966639246,21.00192375951344,26.530229134830293,18.870360862849516,0.8108108108108109,2.1315628966639246,21.00192375951344,26.530229134830293,18.870360862849516,0.0,18,month,2025-11,,,
1147,0.0008815170008718394,0.005103805612967716,-0.0008815170008718394,1147,18.685193840773238,22.968792346532354,0.1723717857940959,1147,0.0008815170008718394,0.005103805612967716,-0.0008815170008718394,1147,18.685193840773238,22.968792346532354,0.1723717857940959,0.0,0.0,0.0,0.0,0.8282476024411508,1.8858563675359108,25.183327311710812,23.469842729969002,23.2974709441749,0.8282476024411508,1.8858563675359108,25.183327311710812,23.469842729969002,23.2974709441749,0.0,18,month,2025-12,,,
4008,22.655529599135065,56.19834809132735,12.319971606786428,4008,25.783848232008935,34.748061158936174,2.0847160150214274,4008,22.646461411003227,56.19795195190054,12.301233302145711,4008,25.78443499990351,34.74855462845596,2.0815929642479762,-0.009068188131838184,-0.01873830464071702,0.0005867678945747912,-0.003123050773451208,0.7919161676646707,4.104004193411555,29.47191822473217,27.452630046342044,25.367914031320616,0.7919161676646707,4.104252700520601,29.472968676038278,27.45030893976565,25.368715975517677,0.000801944197061033,18,clock,,evening_1500_2000,,
8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,0.0,0.0,0.0,0.0,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.0,18,clock,,other,,
2004,45.09833787425149,79.4725797523947,24.702261177644708,2004,26.941727093216194,36.18667570955651,4.207327477049975,2004,45.098337874251506,79.4725797523947,24.702261177644715,2004,26.941727093216194,36.18667570955651,4.207327477049977,1.4210854715202004e-14,7.105427357601002e-15,0.0,1.7763568394002505e-15,0.7874251497005988,4.304364597391191,29.382383713391498,29.28534659305028,25.078019116000306,0.7874251497005988,4.304364597391191,29.382383713391498,29.285346593050285,25.078019116000302,-3.552713678800501e-15,18,boundary,,,first_hour,
10354,0.04132842701693387,0.34577733018431983,-0.012218099285300368,10354,25.266443610700435,34.055797056668524,0.11384824846324999,10354,0.03781816064331911,0.31988534002489366,-0.01947163656557852,10354,25.266670746659624,34.05599196089372,0.11263932558320419,-0.003510266373614762,-0.0072535372802781505,0.00022713595918943952,-0.0012089228800458013,0.79119180992853,4.018536990018672,29.500461403885183,25.59577266232976,25.48192441386651,0.79119180992853,4.018633186318946,29.50086803019722,25.59487416946148,25.482234843878278,0.0003104300117691139,18,boundary,,,interior,
1033,0.006978025169409486,0.048907407726168715,-0.006978025169409486,1033,16.460715204365023,20.84997255087401,-0.2919667517786812,1033,0.006978025169409486,0.048907407726168715,-0.006978025169409486,1033,16.460715204365023,20.84997255087401,-0.2919667517786812,0.0,0.0,0.0,0.0,0.7996127783155856,2.5754165802328766,20.55838569142678,17.69100235941522,17.982969111193903,0.7996127783155856,2.5754165802328766,20.55838569142678,17.69100235941522,17.982969111193903,0.0,18,month_x_is_generation,2025-02,,,False
3,1.6295666666666666,1.6731942814070735,-1.6295666666666666,3,19.026470357666557,19.857844797430023,-10.855043079462595,3,1.6295666666666666,1.6731942814070735,-1.6295666666666666,3,19.026470357666557,19.857844797430023,-10.855043079462595,0.0,0.0,0.0,0.0,1.0,0.0,25.26294786236254,14.407904782899948,25.26294786236254,1.0,0.0,25.26294786236254,14.407904782899948,25.26294786236254,0.0,18,month_x_is_generation,2025-02,,,True
1107,0.9116494354110208,6.947930083172829,0.8991959575429088,1107,17.798917592664235,22.377876416070784,7.00107521410742,1107,0.9116494354110208,6.947930083172829,0.8991959575429088,1107,17.798917592664235,22.377876416070784,7.00107521410742,0.0,0.0,0.0,0.0,0.7741644083107497,3.2037381580845996,19.828206551356956,23.62554360737978,16.62446839327236,0.7741644083107497,3.2037381580845996,19.828206551356956,23.62554360737978,16.62446839327236,0.0,18,month_x_is_generation,2025-03,,,False
40,16.579750625,30.254770229101172,10.049566875,40,16.915904251280303,21.136596926825234,3.656649488428768,40,16.579750625,30.25477022910117,10.049566875,40,16.915904251280303,21.136596926825234,3.656649488428768,0.0,0.0,0.0,0.0,0.825,2.799945842256973,17.099318434011813,17.956022080183608,14.299372591754842,0.825,2.799945842256973,17.099318434011813,17.956022080183608,14.299372591754842,0.0,18,month_x_is_generation,2025-03,,,True
995,8.611625502512561,38.326631402427786,8.595819472361809,995,17.27466204636759,21.724967528277716,2.2152901143689356,995,8.611625502512565,38.326631402427786,8.59581947236181,995,17.27466204636759,21.724967528277716,2.2152901143689356,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,0.8060301507537688,2.3857767329696524,21.683238184122576,21.512751565521857,19.297461451152923,0.8060301507537688,2.3857767329696524,21.683238184122576,21.512751565521857,19.297461451152923,0.0,18,month_x_is_generation,2025-04,,,False
115,116.16494688405798,141.2419627215207,94.03148369565217,115,25.28969299964457,31.07559587505218,17.739846820294233,115,116.164946884058,141.24196272152074,94.0314836956522,115,25.28969299964456,31.07559587505218,17.739846820294233,1.4210854715202004e-14,2.842170943040401e-14,-7.105427357601002e-15,0.0,0.6782608695652174,4.572311632194674,17.76221646240732,30.92975165050688,13.189904830212646,0.6782608695652174,4.572311632194674,17.76221646240732,30.92975165050688,13.189904830212642,-3.552713678800501e-15,18,month_x_is_generation,2025-04,,,True
952,1.2025112307422972,9.579456885536285,1.182355768557423,952,31.689626262255537,40.603806235792284,15.552629078768598,952,1.2025112307422974,9.579456885536286,1.1823557685574235,952,31.689626262255537,40.603806235792284,15.552629078768598,2.220446049250313e-16,4.440892098500626e-16,0.0,0.0,0.7205882352941176,8.30207308591336,32.14789156229724,39.39844755515248,23.84581847638388,0.7205882352941176,8.30207308591336,32.14789156229724,39.39844755515248,23.84581847638388,0.0,18,month_x_is_generation,2025-05,,,False
195,72.21937987179489,94.773455342723,35.64780824786325,195,38.70112813655814,49.26186975786188,21.210200555753946,195,72.21937987179489,94.77345534272303,35.64780824786327,195,38.70112813655814,49.261869757861874,21.210200555753957,0.0,1.4210854715202004e-14,0.0,1.0658141036401503e-14,0.7897435897435897,7.212401194830347,42.341899634167746,56.339698995091354,35.129498439337404,0.7897435897435897,7.212401194830345,42.34189963416775,56.339698995091354,35.129498439337404,0.0,18,month_x_is_generation,2025-05,,,True
882,0.16944708994708996,0.7499239874220992,0.16029773242630385,882,32.32072693688195,41.16608907557857,6.591111132946793,882,0.11600317014151347,0.5699951757466901,0.09921279525699175,882,32.322327544324,41.167519531202366,6.5809303100852405,-0.05344391980557649,-0.0610849371693121,0.0016006074420502614,-0.010180822861552308,0.8027210884353742,5.002423799378069,39.750110576200306,41.338797909769035,34.74768677682224,0.8027210884353742,5.001772560392248,39.75724028700375,41.336398036696735,34.75546772661149,0.007780949789250258,18,month_x_is_generation,2025-06,,,False
228,37.77938508771929,53.81288238904309,-25.661167543859648,228,31.65666156224685,40.27729157887387,-3.009801049581509,228,37.82677954130117,53.81414087526903,-25.754023181652027,228,31.660824796709843,40.27920223149022,-3.0252769892135722,0.047394453581880214,-0.09285563779237904,0.0041632344629931595,-0.015475939632063174,0.9078947368421053,1.7616146566086528,47.50851898923206,42.73710328304189,45.7469043326234,0.9078947368421053,1.7604436076151244,47.51874090628114,42.73302030945245,45.75829729866602,0.011392966042620856,18,month_x_is_generation,2025-06,,,True
938,0.26386709310589906,4.505383529285768,0.2456227434257285,938,33.40790137243337,42.883346188792686,-0.3966581348240206,938,0.2638391145092988,4.505383767748702,0.24557735189380486,938,33.40789380717805,42.88333222462438,-0.396665700079343,-2.7978596600253258e-05,-4.539153192364975e-05,-7.5652553235272535e-06,-7.565255322361519e-06,0.814498933901919,5.7939387082565155,40.70160995203859,34.511013108958046,34.90767124378207,0.814498933901919,5.795692434797833,40.697495342618346,34.505137207741164,34.90180290782051,-0.005868335961558557,18,month_x_is_generation,2025-07,,,False
209,50.0910456937799,67.80213501225626,-5.430758054226477,209,34.202622602835554,42.93187865793166,-0.4623858638195895,209,50.09110573082801,67.80213956075951,-5.430818091274571,209,34.20261259666087,42.9318566861713,-0.4623958699942707,6.003704811519128e-05,-6.003704809476318e-05,-1.0006174683496738e-05,-1.000617468116527e-05,0.7703349282296651,6.965183638195136,37.17812502981603,29.75055552780131,30.212941391620895,0.7703349282296651,6.966104274335413,37.17549685017607,29.746996705846385,30.209392575840653,-0.0035488157802419096,18,month_x_is_generation,2025-07,,,True
996,6.815328480589022,35.333940540394394,6.799197556894244,996,27.679377433147085,35.201792199060044,-10.833059546081383,996,6.815328480589024,35.3339405403944,6.799197556894245,996,27.679377433147085,35.201792199060044,-10.833059546081383,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,0.7901606425702812,3.9830161231595174,31.58994119513785,16.773865525896955,27.606925071978335,0.7901606425702812,3.9830161231595174,31.589941195137854,16.773865525896955,27.606925071978335,0.0,18,month_x_is_generation,2025-08,,,False
151,119.04386589403975,144.87911647266046,89.29940949227372,151,30.5639729982525,37.155039032567764,2.2071082882235076,151,119.04386589403975,144.87911647266048,89.29940949227372,151,30.5639729982525,37.155039032567764,2.20710828822351,0.0,0.0,0.0,2.220446049250313e-15,0.7615894039735099,5.9009496370947225,26.30931217999884,22.615470831127624,20.40836254290412,0.7615894039735099,5.9009496370947225,26.309312179998837,22.615470831127624,20.40836254290411,-7.105427357601002e-15,18,month_x_is_generation,2025-08,,,True
1047,3.874869921999363,21.29629313188565,3.862948814071952,1047,42.563603386365884,55.79284827986843,-20.845988245645675,1047,3.874869921999363,21.29629313188565,3.862948814071952,1047,42.563603386365884,55.79284827986843,-20.845988245645675,0.0,0.0,0.0,0.0,0.7564469914040115,6.469722126422567,43.65854075372114,16.3428303816529,37.188818627298566,0.7564469914040115,6.469722126422567,43.65854075372114,16.3428303816529,37.188818627298566,0.0,18,month_x_is_generation,2025-09,,,False
63,57.23191759259261,84.04775686483514,46.362512566137546,63,44.55637061278179,61.34134589923338,-21.764646345282365,63,57.23191759259261,84.04775686483514,46.362512566137546,63,44.55637061278179,61.34134589923338,-21.764646345282365,0.0,0.0,0.0,0.0,0.8253968253968254,6.944933552954506,52.6354627088426,23.925882810605742,45.69052915588811,0.8253968253968254,6.944933552954506,52.63546270884262,23.925882810605746,45.69052915588811,0.0,18,month_x_is_generation,2025-09,,,True
1133,0.008739894086496029,0.05485420578516538,-0.008739894086496029,1133,21.98493894636476,28.235872527237223,-0.6871917724402018,1133,0.008739894086496029,0.05485420578516538,-0.008739894086496029,1133,21.98493894636476,28.235872527237223,-0.6871917724402018,0.0,0.0,0.0,0.0,0.7819947043248014,2.9207546059631966,25.680669574073494,22.072723195670097,22.759914968110298,0.7819947043248014,2.9207546059631966,25.680669574073494,22.072723195670097,22.759914968110298,0.0,18,month_x_is_generation,2025-10,,,False
14,3.126028571428571,3.4256004528924766,-3.126028571428571,14,25.318993957877023,32.52001259083699,-4.644960377442004,14,3.126028571428571,3.4256004528924766,-3.126028571428571,14,25.318993957877023,32.52001259083699,-4.644960377442004,0.0,0.0,0.0,0.0,0.6428571428571429,6.66240392820237,22.03094015832744,10.723575852683066,15.36853623012507,0.6428571428571429,6.66240392820237,22.03094015832744,10.723575852683066,15.36853623012507,0.0,18,month_x_is_generation,2025-10,,,True
1110,0.004268738738738739,0.030777860446978667,-0.004268738738738739,1110,17.91644309472728,22.2601263384488,7.659868271980779,1110,0.004268738738738739,0.030777860446978667,-0.004268738738738739,1110,17.91644309472728,22.2601263384488,7.659868271980779,0.0,0.0,0.0,0.0,0.8108108108108109,2.1315628966639246,21.00192375951344,26.530229134830293,18.870360862849516,0.8108108108108109,2.1315628966639246,21.00192375951344,26.530229134830293,18.870360862849516,0.0,18,month_x_is_generation,2025-11,,,False
1147,0.0008815170008718394,0.005103805612967716,-0.0008815170008718394,1147,18.685193840773238,22.968792346532354,0.1723717857940959,1147,0.0008815170008718394,0.005103805612967716,-0.0008815170008718394,1147,18.685193840773238,22.968792346532354,0.1723717857940959,0.0,0.0,0.0,0.0,0.8282476024411508,1.8858563675359108,25.183327311710812,23.469842729969002,23.2974709441749,0.8282476024411508,1.8858563675359108,25.183327311710812,23.469842729969002,23.2974709441749,0.0,18,month_x_is_generation,2025-12,,,False
