target,day_index,date,chosen_lambda,score_days,score_first_day,score_last_day,trained,reason,tied_lambdas,score_lambda_0.001,score_lambda_0.01,score_lambda_0.1,score_lambda_1,score_lambda_10
pv,53,2025-02-23,0.1,14,39.0,52.0,True,,0.1,48300.697728537656,47786.014866317564,46458.90999727312,51098.49158811399,69284.59685096833
pv,54,2025-02-24,0.1,14,40.0,53.0,True,,0.1,48323.70552047638,47643.912239014135,45404.44296310577,48037.359189762305,64714.17973047833
pv,55,2025-02-25,0.1,14,41.0,54.0,True,,0.1,42447.09658936444,41944.17028111234,40511.649627044644,43575.13909353979,57899.86660633879
pv,56,2025-02-26,0.1,14,42.0,55.0,True,,0.1,47810.65274276973,47302.32771471171,45868.20415314125,48442.47854053379,60299.93557777237
pv,57,2025-02-27,0.1,14,43.0,56.0,True,,0.1,47070.4769314686,46699.821423562,45854.86787932608,49343.31235718699,62804.78953482438
pv,58,2025-02-28,0.1,14,44.0,57.0,True,,0.1,42648.79165602558,42430.25274961858,42202.38050562365,47694.88392007014,63458.521262693044
pv,59,2025-03-01,0.1,14,45.0,58.0,True,,0.1,42609.090980266,42318.47557570069,41710.59550169955,46363.97495384289,61051.00151333123
pv,60,2025-03-02,0.1,14,46.0,59.0,True,,0.1,53009.695943715065,52678.12094290242,52010.69259812701,56950.96882987896,72136.0416879259
pv,61,2025-03-03,0.1,14,47.0,60.0,True,,0.1,76601.93837786409,76231.62612218237,74056.88312293797,74141.23587073208,86931.70010595636
pv,62,2025-03-04,1.0,14,48.0,61.0,True,,1,85114.34821547595,84813.77626234465,80469.51975506796,74564.37746847764,86142.88072946644
pv,63,2025-03-05,1.0,14,49.0,62.0,True,,1,86002.73280239626,85724.09179070438,81235.1301478151,75736.67442903138,88847.1959047813
pv,64,2025-03-06,1.0,14,50.0,63.0,True,,1,87783.98728747216,87458.34818151197,83298.35766266558,79092.63070911095,92746.64528946011
pv,65,2025-03-07,1.0,14,51.0,64.0,True,,1,87429.38091809921,87061.8531708312,82763.58084653782,77862.88931910522,90557.67457471893
pv,66,2025-03-08,1.0,14,52.0,65.0,True,,1,88932.16773057733,88559.29486464614,84286.01184951553,79285.83109545868,91637.9915371099
pv,67,2025-03-09,1.0,14,53.0,66.0,True,,1,90542.0658438106,89921.53183192514,85022.05212132192,79680.35028813287,92665.7557053401
pv,68,2025-03-10,1.0,14,54.0,67.0,True,,1,94615.63520011726,93814.387644634,88523.81397851263,82145.76319734484,93351.07571903281
pv,69,2025-03-11,1.0,14,55.0,68.0,True,,1,100320.68019520295,99818.08078812144,94998.40564352187,89321.60472843991,102394.82909247983
pv,70,2025-03-12,1.0,14,56.0,69.0,True,,1,97395.45614408636,96899.50151555229,92438.9555227814,89750.00816747082,109126.59973085312
pv,71,2025-03-13,1.0,14,57.0,70.0,True,,1,98614.10518902222,98001.36713100795,93752.35516530456,90679.66387931703,107427.9298193379
pv,72,2025-03-14,1.0,14,58.0,71.0,True,,1,108188.15293560954,108009.58973609968,104936.57777397214,103284.4088190755,121269.87227140908
pv,73,2025-03-15,0.1,14,59.0,72.0,True,,0.1,112783.6359984384,112406.25932100997,109385.6222563507,110995.59433510888,136006.84415186947
pv,74,2025-03-16,0.1,14,60.0,73.0,True,,0.1,109225.39051703612,109135.56739402855,106628.79679316282,111557.46730771248,144393.27291470426
pv,75,2025-03-17,0.1,14,61.0,74.0,True,,0.1,86313.36028540126,86299.80963092855,86192.24488784194,99571.99571648552,141555.5133165003
pv,76,2025-03-18,0.01,14,62.0,75.0,True,,0.01,90183.90947470492,89584.52344678565,90722.65833251816,106762.36073167989,144550.0166050975
pv,77,2025-03-19,0.01,14,63.0,76.0,True,,0.01,91627.49777064401,91145.08635120993,92843.66852806216,110110.98868656777,149850.0035536001
pv,78,2025-03-20,0.01,14,64.0,77.0,True,,0.01,92027.26854478201,91430.27677501136,92234.12057881411,106517.15494348668,144563.6744028039
pv,79,2025-03-21,0.01,14,65.0,78.0,True,,0.01,92192.80494612048,91758.89246985553,92941.83525244812,108280.84690742841,147844.74064153674
pv,80,2025-03-22,0.01,14,66.0,79.0,True,,0.01,96712.3156283161,95909.59901881014,96874.84190386735,113767.80180116506,156288.42873197494
pv,81,2025-03-23,0.01,14,67.0,80.0,True,,0.01,95753.30500929055,95375.37199113739,97096.54913204236,115098.0536800626,160649.04601788113
pv,82,2025-03-24,0.01,14,68.0,81.0,True,,0.01,95784.96718188033,95544.25951632325,97695.21493033794,117212.83974604051,165878.48745882986
pv,83,2025-03-25,0.01,14,69.0,82.0,True,,0.01,91124.58831392453,90509.32294401896,91978.36368114366,110972.77756663518,159769.69002958405
pv,84,2025-03-26,0.01,14,70.0,83.0,True,,0.01,90188.57245025985,89888.63960123711,91704.68887853665,110233.68398968167,157762.3313203811
pv,85,2025-03-27,0.01,14,71.0,84.0,True,,0.01,94673.921152434,94205.89982627919,96165.73936134284,118126.82369937738,172765.67918056142
pv,86,2025-03-28,0.01,14,72.0,85.0,True,,0.01,83356.9317121985,82531.49370102925,83529.00284965769,103483.95153934328,157842.84895231246
pv,87,2025-03-29,0.01,14,73.0,86.0,True,,0.01,76889.31734997444,76157.02145765397,76839.59876946549,92463.76421466595,138075.5503105108
pv,88,2025-03-30,0.1,14,74.0,87.0,True,,0.1,76488.06884104048,75060.81075463098,74865.09314729027,87290.93499819803,124129.4121782251
pv,89,2025-03-31,0.1,14,75.0,88.0,True,,0.1,74243.81500014187,72854.92855484015,72537.96681457873,82922.25238842097,114921.71623070417
pv,90,2025-04-01,0.01,14,76.0,89.0,True,,0.01,69420.23260963273,68837.31388894486,69592.86301651024,81164.71525074849,115048.14888666295
pv,91,2025-04-02,0.01,14,77.0,90.0,True,,0.01,83142.23330737706,82878.16811357862,83152.84534228963,90117.9915548884,117837.89024177678
pv,92,2025-04-03,0.001,14,78.0,91.0,True,,0.001,93741.42053659902,94150.61120724687,94708.48519787405,99576.7968684202,126636.90689454394
pv,93,2025-04-04,0.001,14,79.0,92.0,True,,0.001,100224.44429233694,100399.70294851836,101561.99613503405,110092.47937966515,142020.06150836675
pv,94,2025-04-05,0.01,14,80.0,93.0,True,,0.01,102279.87166749686,102160.91098071422,103231.84141203017,110713.87843490664,139715.39034818977
pv,95,2025-04-06,0.001,14,81.0,94.0,True,,0.001,104376.75804691765,104508.59757613199,106131.49352678747,114678.2240454842,144313.3387653186
pv,96,2025-04-07,0.01,14,82.0,95.0,True,,0.01,99452.2911479433,99442.27358283575,100966.32108644937,109861.01776499805,140017.5567405041
pv,97,2025-04-08,0.01,14,83.0,96.0,True,,0.01,106394.12046631407,106222.69482178672,107364.18713812252,113707.19091839418,138970.89348481104
pv,98,2025-04-09,0.01,14,84.0,97.0,True,,0.01,107701.30533070942,107269.11820674232,108430.45738215509,116725.04967014812,144975.16216543157
pv,99,2025-04-10,0.001,14,85.0,98.0,True,,0.001,110750.7321569312,111445.61353448771,113699.58351371082,120859.3162598103,146815.24350038063
pv,100,2025-04-11,0.001,14,86.0,99.0,True,,0.001,113197.21912317732,113756.14060923138,116086.12859136703,125489.39287684583,155880.30202341417
pv,101,2025-04-12,0.001,14,87.0,100.0,True,,0.001,120407.9218764395,120607.34212812895,123209.41439739773,133783.04243694854,163714.62757095805
pv,102,2025-04-13,0.001,14,88.0,101.0,True,,0.001,118140.52905141735,119055.07241361313,122932.19941338769,136041.69275729818,170840.73367600873
pv,103,2025-04-14,0.001,14,89.0,102.0,True,,0.001,118417.49923852982,119395.11745000465,123289.0042102991,136095.57512646817,170550.94915084605
pv,104,2025-04-15,0.001,14,90.0,103.0,True,,0.001,111672.85635443198,112110.63628866512,115319.58582739973,128627.16408006949,164626.29633114688
pv,105,2025-04-16,0.01,14,91.0,104.0,True,,0.01,104918.27209261121,104694.62036280273,107950.1182663763,124882.01248840934,163968.27382719735
pv,106,2025-04-17,0.01,14,92.0,105.0,True,,0.01,95000.93370274693,94712.87174022579,99225.97547901004,123330.39720431466,170936.5523322682
pv,107,2025-04-18,0.01,14,93.0,106.0,True,,0.01,88899.90327489596,88713.28662025863,92250.4306878267,112214.70576677556,156089.77442387643
pv,108,2025-04-19,0.001,14,94.0,107.0,True,,0.001,82486.03480194022,83029.90106734926,87149.04555211755,107511.35472024416,152714.5240136806
pv,109,2025-04-20,0.001,14,95.0,108.0,True,,0.001,81087.84197933032,81240.16108029049,84551.9803803423,102622.17598836053,143687.9529535248
pv,110,2025-04-21,0.001,14,96.0,109.0,True,,0.001,82907.86672858881,83291.54141874413,86837.59383379169,104599.8525970372,144370.1903467621
pv,111,2025-04-22,0.01,14,97.0,110.0,True,,0.01,81256.85112551632,81234.89142576075,84549.42522960331,104212.94438241821,147762.07771904606
pv,112,2025-04-23,0.001,14,98.0,111.0,True,,0.001,79990.30700236929,80234.54690710614,83771.37268840108,102889.72954721798,146136.0295176056
pv,113,2025-04-24,0.01,14,99.0,112.0,True,,0.01,73971.2921612983,73350.0347677704,75538.18599203113,91189.17977504632,129504.15405242448
pv,114,2025-04-25,0.01,14,100.0,113.0,True,,0.01,77188.63808758819,76240.09228899902,78396.2232314095,93255.31187985359,126103.01189469044
pv,115,2025-04-26,0.01,14,101.0,114.0,True,,0.01,72608.00043020376,71942.10775842326,73621.27149877531,86300.26179978243,118651.83700683912
pv,116,2025-04-27,0.01,14,102.0,115.0,True,,0.01,83837.15326297031,82763.94919217074,83869.58313119851,95706.49723619745,125719.98350151682
pv,117,2025-04-28,0.01,14,103.0,116.0,True,,0.01,85081.84783509247,84085.28067206529,85017.37870938405,96303.62321436543,128074.89988667612
pv,118,2025-04-29,0.001,14,104.0,117.0,True,,0.001,113614.38745878566,114353.55877363465,118156.44520269879,131092.6253278868,159587.61097691697
pv,119,2025-04-30,0.001,14,105.0,118.0,True,,0.001,108811.81310968199,109547.53053236534,113833.74827869717,132578.70491653093,177176.52738420144
pv,120,2025-05-01,0.001,14,106.0,119.0,True,,0.001,112508.49035916172,112616.57533799192,115140.92815709602,130629.77337390368,170771.3802649118
pv,121,2025-05-02,0.001,14,107.0,120.0,True,,0.001,113422.65823156323,113606.07147231052,116597.65278200916,134045.02027981597,176470.93166934734
pv,122,2025-05-03,0.001,14,108.0,121.0,True,,0.001,134383.00940649104,136388.12910940006,140686.37856534804,158533.74340576827,203040.64372859598
pv,123,2025-05-04,0.001,14,109.0,122.0,True,,0.001,134520.94189202602,136659.78257361095,140369.65867449783,157115.7808813737,206496.14548369622
pv,124,2025-05-05,0.001,14,110.0,123.0,True,,0.001,138058.9182716474,139534.48160819887,142829.10569109968,160578.15846635052,209477.37544865982
pv,125,2025-05-06,0.001,14,111.0,124.0,True,,0.001,136641.3064558637,139250.02438954875,143372.73590267013,160748.2832447935,210145.70650916957
pv,126,2025-05-07,0.001,14,112.0,125.0,True,,0.001,141235.37413063564,144022.07745828351,147563.79824143788,160576.06586785204,203502.77305984675
pv,127,2025-05-08,0.001,14,113.0,126.0,True,,0.001,138432.9709225961,141700.83835000548,145553.0115619982,160412.6432533635,206807.04353793
pv,128,2025-05-09,0.001,14,114.0,127.0,True,,0.001,137217.40714010928,141199.85291385112,145571.74685615965,159158.39818838114,203239.73667527805
pv,129,2025-05-10,0.001,14,115.0,128.0,True,,0.001,136319.492198823,140706.73365995396,145362.2365629854,160108.84833784474,206428.37838329462
pv,130,2025-05-11,0.001,14,116.0,129.0,True,,0.001,129383.42804203046,134383.69455243653,138341.23470251943,150426.93484330224,195752.90659091758
pv,131,2025-05-12,0.001,14,117.0,130.0,True,,0.001,130621.9188237282,135400.17335012308,139037.7399633382,151282.66199959596,195790.95077542446
pv,132,2025-05-13,0.001,14,118.0,131.0,True,,0.001,116433.18870650297,119219.28737670656,120263.81669418483,132047.76424361538,180370.77665351034
pv,133,2025-05-14,0.001,14,119.0,132.0,True,,0.001,112062.39732334795,114687.45877208434,114964.17345225267,121692.60446301373,159186.14038767488
pv,134,2025-05-15,0.001,14,120.0,133.0,True,,0.001,107288.01419955803,109569.98604794122,110201.80278746835,116483.25618132456,151406.5925495792
pv,135,2025-05-16,0.001,14,121.0,134.0,True,,0.001,108269.88544730489,110920.71935429356,111481.95924654545,115725.9260423935,146382.3156933642
pv,136,2025-05-17,0.1,14,122.0,135.0,True,,0.1,95659.98973116488,96157.4461877167,94676.53281518703,96531.91539198662,123526.43109282701
pv,137,2025-05-18,0.001,14,123.0,136.0,True,,0.001,101752.86007214675,102033.41849747117,102085.19522271738,109406.7931473469,138178.57299944357
pv,138,2025-05-19,0.001,14,124.0,137.0,True,,0.001,101211.44146965367,101739.57486130254,102331.59310243757,109743.48686953931,141415.76609008262
pv,139,2025-05-20,0.001,14,125.0,138.0,True,,0.001,107381.19909180398,108095.35356601731,110620.64359145208,123146.20382979255,156549.5433018947
pv,140,2025-05-21,0.001,14,126.0,139.0,True,,0.001,107477.45064319145,107757.2536218245,110898.1770916619,130966.13212662436,178458.69577368183
pv,141,2025-05-22,0.001,14,127.0,140.0,True,,0.001,115333.9114416532,115729.35362826474,118813.28827130454,140188.12140607322,191843.452484126
pv,142,2025-05-23,0.001,14,128.0,141.0,True,,0.001,110242.2349038279,110341.86057503257,112669.1196272926,133543.07448703467,188133.76592763452
pv,143,2025-05-24,0.01,14,129.0,142.0,True,,0.01,109526.84105089109,109449.01856958606,111955.18734872364,132948.8643888748,185320.86300168696
pv,144,2025-05-25,0.01,14,130.0,143.0,True,,0.01,106912.41497135186,106726.57936119555,109746.68147948553,131931.8040987462,184214.71949371704
pv,145,2025-05-26,0.01,14,131.0,144.0,True,,0.01,105704.30117019988,105426.35673822729,108769.340795379,131428.69343897278,182819.97587843865
pv,146,2025-05-27,0.001,14,132.0,145.0,True,,0.001,101866.73165360469,102748.31197752878,107374.07381118421,131482.23638398797,184117.4480756304
pv,147,2025-05-28,0.001,14,133.0,146.0,True,,0.001,104888.67808904468,106032.92230876473,110762.56798761709,135080.12792803624,188620.267578364
pv,148,2025-05-29,0.001,14,134.0,147.0,True,,0.001,114344.24924783838,115797.26724467891,119730.01000712816,144050.8405389946,201674.53663732272
pv,149,2025-05-30,0.001,14,135.0,148.0,True,,0.001,118578.03629574022,119730.04410563933,122388.03733279787,143127.04197544875,199256.7828448174
pv,150,2025-05-31,0.001,14,136.0,149.0,True,,0.001,114254.65924617104,116674.97745246107,121613.23945273618,147430.20626617415,206770.55598005306
pv,151,2025-06-01,0.001,14,137.0,150.0,True,,0.001,110848.0938486768,113804.61885036167,117490.20046234489,138638.12712216555,193723.5245302437
pv,152,2025-06-02,0.001,14,138.0,151.0,True,,0.001,154416.4445253277,157375.8574007557,160745.9142796308,179693.37782421376,229716.0879706279
pv,153,2025-06-03,0.001,14,139.0,152.0,True,,0.001,164443.2879002882,166838.812806131,165435.74032638996,176072.61898666623,230701.94717297805
pv,154,2025-06-04,0.1,14,140.0,153.0,True,,0.1,168742.00907670276,169730.5378525052,164300.40772595865,167833.1854440177,216160.67996946056
pv,155,2025-06-05,1.0,14,141.0,154.0,True,,1,172979.32654075295,171943.34697135928,164445.79697110126,164405.48129974713,207908.24336433713
pv,156,2025-06-06,1.0,14,142.0,155.0,True,,1,181720.41392090847,179563.84958966303,170931.42217519745,169211.42682792555,211054.22099216306
pv,157,2025-06-07,1.0,14,143.0,156.0,True,,1,206651.2391259155,201743.11307116906,189912.82173635415,182468.67526015188,221007.05698329286
pv,158,2025-06-08,1.0,14,144.0,157.0,True,,1,213911.4142777305,206950.7238668268,193424.16353472203,183216.91745774847,220268.05692143927
pv,159,2025-06-09,1.0,14,145.0,158.0,True,,1,232591.34852856232,227001.65241727137,216555.44514584955,215487.62547710823,261602.9364855317
pv,160,2025-06-10,1.0,14,146.0,159.0,True,,1,224338.19917297605,218080.99836057317,206311.23043551933,202534.2663388793,251808.14441421942
pv,161,2025-06-11,1.0,14,147.0,160.0,True,,1,223909.84258705017,217471.82388890002,206116.57006972312,202221.5573507471,245867.87601400242
pv,162,2025-06-12,1.0,14,148.0,161.0,True,,1,221077.77174161113,214116.73375838992,204011.83833134445,201369.59670326847,242056.37801291674
pv,163,2025-06-13,0.1,14,149.0,162.0,True,,0.1,215051.99469670773,207994.09485533444,199060.41383811884,201158.23460659786,246329.12810294537
pv,164,2025-06-14,1.0,14,150.0,163.0,True,,1,216729.1958786132,208679.13592549076,197959.57089870767,196862.91274261515,241096.16779680442
pv,165,2025-06-15,0.1,14,151.0,164.0,True,,0.1,216411.81490528028,207832.52615175277,197762.00593779195,199924.07649070094,246990.2042381458
pv,166,2025-06-16,0.1,14,152.0,165.0,True,,0.1,170190.73818329524,161947.02935766682,152051.65469761018,156035.45178849183,207424.119657937
pv,167,2025-06-17,0.1,14,153.0,166.0,True,,0.1,150016.3690772736,141734.6401335764,134519.34071660816,141583.17359962768,185013.1979106578
pv,168,2025-06-18,0.1,14,154.0,167.0,True,,0.1,146400.80415134327,139205.31793243362,135066.82595949122,143950.46796731936,181939.69845973296
pv,169,2025-06-19,0.1,14,155.0,168.0,True,,0.1,135981.7692904886,130436.40827805421,128603.26513483541,140620.86388860506,180303.37419924862
pv,170,2025-06-20,0.01,14,156.0,169.0,True,,0.01,139281.11329695405,135477.41859585917,136146.5081102394,150318.09071818631,187159.66100707158
pv,171,2025-06-21,0.01,14,157.0,170.0,True,,0.01,116116.40765136453,115433.45046368771,118806.69898649964,136736.80691141303,178321.89194298227
pv,172,2025-06-22,0.001,14,158.0,171.0,True,,0.001,122258.99009358768,124573.91841636262,128775.93826647189,145027.08671319066,185646.81629657352
pv,173,2025-06-23,0.001,14,159.0,172.0,True,,0.001,105826.67929315874,106883.80043673344,108370.4701380774,118715.12849550895,157707.34673141417
pv,174,2025-06-24,0.001,14,160.0,173.0,True,,0.001,104745.12373044337,106228.18132265072,107421.97594374268,116514.00128532702,151146.44088741898
pv,175,2025-06-25,0.001,14,161.0,174.0,True,,0.001,122486.34146759615,123286.72855510793,124476.53610459765,136794.20740731296,176499.24759246674
pv,176,2025-06-26,0.001,14,162.0,175.0,True,,0.001,119267.16362862682,120497.31566885112,121202.91251066596,131484.23755060387,173191.38340715767
pv,177,2025-06-27,0.001,14,163.0,176.0,True,,0.001,123825.4352914369,125460.22847568261,126941.99897620216,138056.9406402236,177543.65674498974
pv,178,2025-06-28,0.001,14,164.0,177.0,True,,0.001,120904.14196230086,123204.89269087094,125634.28455217463,135836.23999773758,172566.5354947809
pv,179,2025-06-29,0.001,14,165.0,178.0,True,,0.001,122290.95768475221,124933.85735391911,126827.76121844517,132770.81754579436,163324.67993634014
pv,180,2025-06-30,0.001,14,166.0,179.0,True,,0.001,125310.34928430458,127899.18536570978,130119.09968703355,138673.0619557,172969.26049607745
pv,181,2025-07-01,0.001,14,167.0,180.0,True,,0.001,127206.1498972942,129621.47785280124,131649.28823183133,139804.39458892192,174224.45546342575
pv,182,2025-07-02,0.001,14,168.0,181.0,True,,0.001,129685.08864058835,133456.45488015466,136847.31021207795,145388.39068387498,180238.48525548284
pv,183,2025-07-03,0.001,14,169.0,182.0,True,,0.001,151694.85613734712,156457.17196949097,159934.7454052312,162350.83802807584,186145.88526371418
pv,184,2025-07-04,0.001,14,170.0,183.0,True,,0.001,139829.6030282199,143998.7247878277,146330.49528479436,150916.2730886512,184987.88941471578
pv,185,2025-07-05,0.001,14,171.0,184.0,True,,0.001,154718.61606305905,158812.57459705212,160321.85854292198,163663.89330367642,197422.91009456044
pv,186,2025-07-06,0.001,14,172.0,185.0,True,,0.001,144778.0566193165,147639.70173675913,149289.0321965778,153999.53483131874,188300.91670755288
pv,187,2025-07-07,0.001,14,173.0,186.0,True,,0.001,145077.40655583597,148263.41321319516,150244.34782748533,154085.49012338187,183969.0546444364
pv,188,2025-07-08,0.001,14,174.0,187.0,True,,0.001,150936.7342464522,153420.3123875666,155367.0511400613,161526.38566443682,194822.46074273955
pv,189,2025-07-09,0.001,14,175.0,188.0,True,,0.001,137746.27558313537,141144.2058557868,142978.760180739,144889.15198173825,173234.79967757303
pv,190,2025-07-10,0.001,14,176.0,189.0,True,,0.001,135157.9144317628,138730.8586847954,141098.10950170664,145693.26006840277,175004.40190981844
pv,191,2025-07-11,0.001,14,177.0,190.0,True,,0.001,133167.58436467257,135944.51154351453,136988.23911674524,139682.10012501696,169268.3689245823
pv,192,2025-07-12,0.001,14,178.0,191.0,True,,0.001,141869.82545242438,144884.9833104145,146147.68491082467,151110.70746889935,185177.22328874923
pv,193,2025-07-13,0.001,14,179.0,192.0,True,,0.001,137113.60528354705,139794.26843149387,141272.6375789472,148788.10622545626,187886.49808486426
pv,194,2025-07-14,0.001,14,180.0,193.0,True,,0.001,148441.55257124046,150271.305391685,151061.14553204723,155402.4427132739,186837.49921604287
pv,195,2025-07-15,0.001,14,181.0,194.0,True,,0.001,148532.0558951169,149976.0199414066,150478.57478517012,155283.96775245346,187885.29705885175
pv,196,2025-07-16,0.001,14,182.0,195.0,True,,0.001,150328.36258083736,151005.4798462267,150822.51026168733,154267.70627107666,183995.2792477883
pv,197,2025-07-17,0.1,14,183.0,196.0,True,,0.1,129236.61970906353,128259.77424868138,127158.65099591504,135294.1514048594,174674.16905686862
pv,198,2025-07-18,0.1,14,184.0,197.0,True,,0.1,131625.65677125222,130696.15905603353,130153.6830301318,137458.24467663048,170259.9697739551
pv,199,2025-07-19,0.01,14,185.0,198.0,True,,0.01,120723.17727076942,120386.66033266475,122195.98879274554,133143.20349000493,165551.7071909097
pv,200,2025-07-20,0.01,14,186.0,199.0,True,,0.01,114455.40652614155,113429.79997104431,115735.61811148218,131739.6521123989,170114.20198051128
pv,201,2025-07-21,0.01,14,187.0,200.0,True,,0.01,110618.57285882183,109209.49986838133,110972.80578650943,125189.758650106,160893.10776187322
pv,202,2025-07-22,0.01,14,188.0,201.0,True,,0.01,104941.05238340818,104099.4396130166,106823.92912376314,120861.47171844673,152774.63382275734
pv,203,2025-07-23,0.01,14,189.0,202.0,True,,0.01,104681.35443630877,103971.71288041075,106867.75089491786,121577.73872056535,154409.65322853168
pv,204,2025-07-24,0.01,14,190.0,203.0,True,,0.01,105035.88579455785,104424.75914027171,107601.05955859476,122300.4569639099,154488.6413564712
pv,205,2025-07-25,0.01,14,191.0,204.0,True,,0.01,107976.78139956619,107618.53011857352,110861.22261512982,125295.75991601612,157630.72014117282
pv,206,2025-07-26,0.01,14,192.0,205.0,True,,0.01,97478.33858765673,95996.12985342913,98395.15299369974,112786.82791225183,144835.94824696862
pv,207,2025-07-27,0.01,14,193.0,206.0,True,,0.01,99582.89433439502,98115.96840535727,100669.7790613603,114457.08065980814,143077.28481135576
pv,208,2025-07-28,0.01,14,194.0,207.0,True,,0.01,86032.29402457389,85638.42687708949,88779.03760607209,103294.25143697645,135609.50039694068
pv,209,2025-07-29,0.001,14,195.0,208.0,True,,0.001,90051.07766287398,90941.3883789762,94826.60972017972,108776.72939880562,140034.19905906715
pv,210,2025-07-30,0.001,14,196.0,209.0,True,,0.001,83264.03824727627,84060.54392535133,87557.39115375005,101520.90151840339,134788.34582423928
pv,211,2025-07-31,0.001,14,197.0,210.0,True,,0.001,85259.05079325323,86458.33939713227,90748.44296712913,106425.80674971202,139883.95714546138
pv,212,2025-08-01,0.001,14,198.0,211.0,True,,0.001,83669.60641925271,85079.02381687603,89317.85820108707,105182.54397819431,140378.0342095326
pv,213,2025-08-02,0.01,14,199.0,212.0,True,,0.01,97138.86502002075,96758.57119926851,99054.60411985431,114603.97674871697,151690.34993057873
pv,214,2025-08-03,0.01,14,200.0,213.0,True,,0.01,104576.42726530659,104206.66374307992,105398.82714163096,115662.3623109767,146433.92660897836
pv,215,2025-08-04,0.1,14,201.0,214.0,True,,0.1,131694.17120000365,129436.33642148052,125687.6764294653,126818.08738439687,152653.05960137898
pv,216,2025-08-05,1.0,14,202.0,215.0,True,,1,134666.33159768587,131369.00682538675,125213.88822218779,122759.33201233576,148868.03959637796
pv,217,2025-08-06,1.0,14,203.0,216.0,True,,1,128963.61219509243,125259.76823839144,118490.46712758836,115592.12281659016,141052.28097269352
pv,218,2025-08-07,1.0,14,204.0,217.0,True,,1,132269.08705404875,129099.48555189131,122606.87079082213,119155.75416689113,142816.63441818263
pv,219,2025-08-08,1.0,14,205.0,218.0,True,,1,130859.46086828408,126869.65029383783,120259.18142088727,118734.81111200142,145123.40354954032
pv,220,2025-08-09,1.0,14,206.0,219.0,True,,1,134973.0276571657,130472.21892620284,123449.12696219712,119842.72254865836,140953.75659050545
pv,221,2025-08-10,1.0,14,207.0,220.0,True,,1,136694.76364201706,132714.5334874437,126198.9205891637,123570.17237240006,146302.2282831274
pv,222,2025-08-11,1.0,14,208.0,221.0,True,,1,138102.20433457827,134522.71894923213,127987.98606636362,122891.03199303224,142379.17635575327
pv,223,2025-08-12,1.0,14,209.0,222.0,True,,1,132636.10112091183,128242.08386264234,121243.69729348563,116287.86240483585,135382.50137191062
pv,224,2025-08-13,1.0,14,210.0,223.0,True,,1,133880.51241639743,130427.74146674928,124363.4299099127,120343.12040372066,139817.87086280875
pv,225,2025-08-14,1.0,14,211.0,224.0,True,,1,131179.6041554836,128153.56673001559,122066.53655363237,115819.302791991,133763.5645429046
pv,226,2025-08-15,1.0,14,212.0,225.0,True,,1,132746.89271780924,129599.88248431987,123438.47188814846,116475.94020024569,132566.3165283232
pv,227,2025-08-16,1.0,14,213.0,226.0,True,,1,115303.10441876698,112395.27174594354,106811.39504320704,99727.91041664308,113694.50167367063
pv,228,2025-08-17,1.0,14,214.0,227.0,True,,1,109328.72152371859,106725.69191190483,102692.8165064465,99920.72760538128,116048.09493746136
pv,229,2025-08-18,0.01,14,215.0,228.0,True,,0.01,84288.54539083142,83413.65125108391,84367.92758204229,91773.86544142487,114465.32226733612
pv,230,2025-08-19,0.01,14,216.0,229.0,True,,0.01,80858.20575183924,80850.59703297575,83782.8157005613,94011.33076543374,116154.45147250699
pv,231,2025-08-20,0.001,14,217.0,230.0,True,,0.001,81643.15667397375,82239.22962477262,86012.88782827546,96811.43113357863,119147.87056632884
pv,232,2025-08-21,0.001,14,218.0,231.0,True,,0.001,93537.62579821797,95723.65973965997,100127.8486706475,108615.77413052437,128862.9454164578
pv,233,2025-08-22,0.001,14,219.0,232.0,True,,0.001,92653.9785706472,95959.92374646985,100714.7985533419,107866.5566629687,128841.45258791863
pv,234,2025-08-23,0.001,14,220.0,233.0,True,,0.001,89883.74834700763,94299.8876109744,99557.65152689542,107046.15250473323,129959.56360720121
pv,235,2025-08-24,0.001,14,221.0,234.0,True,,0.001,90245.0643996455,94994.01208938118,100147.20535158966,106841.30924307732,129004.68356727216
pv,236,2025-08-25,0.001,14,222.0,235.0,True,,0.001,94478.85685327645,98160.30573744315,103129.90438596613,113963.97592193687,142169.5660625343
pv,237,2025-08-26,0.001,14,223.0,236.0,True,,0.001,106072.31283777277,111101.92411740644,117078.44288083047,129887.72658224289,163443.29239159898
pv,238,2025-08-27,0.001,14,224.0,237.0,True,,0.001,102717.88061053812,106482.57033326039,111580.094583396,126169.73423933618,165226.99275425993
pv,239,2025-08-28,0.001,14,225.0,238.0,True,,0.001,103449.86510577904,107057.43005099882,112042.86626623075,127228.76682872981,166767.2930102631
pv,240,2025-08-29,0.001,14,226.0,239.0,True,,0.001,116542.17008636052,120681.97129307433,125475.33551457437,138703.89295396805,176173.07650726187
pv,241,2025-08-30,0.001,14,227.0,240.0,True,,0.001,115722.19681375477,120359.62589746994,125365.31710837496,139804.23542333549,182115.89072416315
pv,242,2025-08-31,0.001,14,228.0,241.0,True,,0.001,122506.86073397395,127638.14870411508,133567.98876284188,149163.16256100335,190681.58005651864
pv,243,2025-09-01,0.001,14,229.0,242.0,True,,0.001,121445.85595437116,126870.64654823535,132956.38253849454,148564.58048449148,191735.30140239705
