k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
215,2025-08-04,0,2025-08,12,72,66,71,2025-08-04 11:00:00,2025-08-04 12:00:00,6,True,164.89086922548236,,,,,,,-13.96143188818678,194.13981750950734,211.37139603232663,216.02550663736747,159.41212040241317,222.3578066594664,,,,,,
216,2025-08-05,1,2025-08,12,72,66,71,2025-08-05 11:00:00,2025-08-05 12:00:00,6,True,-183.95468549377665,,,,,,,-346.119514538359,-136.0502783388656,-135.63130301787896,-261.4290242034631,-208.46122851371547,-16.03676435037778,,,,,,
217,2025-08-06,2,2025-08,12,72,66,71,2025-08-06 11:00:00,2025-08-06 12:00:00,6,True,-185.5430236144169,,,,,,,-237.91256320118555,-388.20028940407065,-201.25302443286182,91.06583192067228,20.173001028508224,-397.1310975975639,,,,,,
218,2025-08-07,3,2025-08,12,72,66,71,2025-08-07 11:00:00,2025-08-07 12:00:00,6,True,-192.12814572446163,,,,,,,-66.5061536282019,-215.37436001246806,-254.320734504784,-270.2984038420891,-243.69905604140695,-102.57016631781971,,,,,,
219,2025-08-08,4,2025-08,12,72,66,71,2025-08-08 11:00:00,2025-08-08 12:00:00,6,True,-151.8573593951255,,,,,,,122.63132320255136,207.12552320255236,-151.75801055261445,-595.5141265453558,-422.4853328389431,-71.14353283894343,,,,,,
220,2025-08-09,5,2025-08,12,72,66,71,2025-08-09 11:00:00,2025-08-09 12:00:00,6,True,-151.4548643197811,,,,,,,-244.11341978885002,-267.2050066739798,-84.11342103471361,-33.22609374696458,-187.8043573726527,-92.26688730152591,,,,,,
221,2025-08-10,6,2025-08,12,72,66,71,2025-08-10 11:00:00,2025-08-10 12:00:00,6,True,110.72267193782379,,,,,,,-115.37635737217897,203.23492693204662,250.17367231239677,13.570072312397315,142.4394596231832,170.29425781909777,,,,,,
222,2025-08-11,0,2025-08,12,72,66,71,2025-08-11 11:00:00,2025-08-11 12:00:00,6,True,-139.48156622306502,,,,,,,-285.8591960936865,-186.180180589452,-73.45260976066311,-110.39683428744684,-159.30956167408294,-21.691014933058796,,,,,,
223,2025-08-12,1,2025-08,12,72,66,71,2025-08-12 11:00:00,2025-08-12 12:00:00,6,True,-87.27340611004622,,,,,,,120.82820146125869,-63.87355381192174,-229.90905564278728,-161.15318943711463,-57.37961758751226,-132.15322164220015,,,,,,
224,2025-08-13,2,2025-08,12,72,66,71,2025-08-13 11:00:00,2025-08-13 12:00:00,6,True,100.4473765469799,,,,,,,-43.56990863205374,129.07067740946695,216.81609317030507,194.8930045773286,56.53258424436535,48.941808512467105,,,,,,
225,2025-08-14,3,2025-08,12,72,66,71,2025-08-14 11:00:00,2025-08-14 12:00:00,6,True,-129.51518263011894,,,,,,,-186.09360142177138,-294.6430039646466,-61.740907233607686,75.03549349843888,-185.63677523735532,-124.01230142177155,,,,,,
226,2025-08-15,4,2025-08,12,72,66,71,2025-08-15 11:00:00,2025-08-15 12:00:00,6,True,-43.752417042176525,,,,,,,141.3057364469687,-362.4413912016421,-337.27570011177613,158.76047882185003,201.2679564644718,-64.13158267293147,,,,,,
227,2025-08-16,5,2025-08,12,72,66,71,2025-08-16 11:00:00,2025-08-16 12:00:00,6,True,-65.3780265058283,,,,,,,-221.44616416247436,-120.53495926351661,-63.16912239017165,36.35424349997629,92.17134902357338,-115.64350574235687,,,,,,
228,2025-08-17,6,2025-08,12,72,66,71,2025-08-17 11:00:00,2025-08-17 12:00:00,6,True,-233.58346779487542,,,,,,,-136.36670298486752,-453.4941665102742,-477.8488850647609,-208.24670298486762,-100.76334856605718,-24.781000658425,,,,,,
229,2025-08-18,0,2025-08,12,72,66,71,2025-08-18 11:00:00,2025-08-18 12:00:00,6,True,-233.85501286830308,,,,,,,-173.31550525216244,-219.70879036200859,-289.4935176033696,-268.1488608223817,-236.89086816189138,-215.5725350080047,,,,,,
230,2025-08-19,1,2025-08,12,72,66,71,2025-08-19 11:00:00,2025-08-19 12:00:00,6,True,-127.1139454336347,,,,,,,-62.557806497310594,-56.38380714215418,37.94221171570007,67.67826905492348,-295.21780878789014,-454.14473094507684,,,,,,
231,2025-08-20,2,2025-08,12,72,66,71,2025-08-20 11:00:00,2025-08-20 12:00:00,6,True,-189.4779600918505,,,,,,,-142.7231264537586,-201.71630659081075,-463.92773440583915,-498.3182055970492,94.08129340918913,75.73631908716561,,,,,,
232,2025-08-21,3,2025-08,12,72,66,71,2025-08-21 11:00:00,2025-08-21 12:00:00,6,True,-47.57130322579784,,,,,,,39.808113068313105,-95.95761788103209,-72.67576470343556,56.85590788631089,-39.142085496599066,-174.31637222834433,,,,,,
233,2025-08-22,4,2025-08,12,72,66,71,2025-08-22 11:00:00,2025-08-22 12:00:00,6,True,-33.65315456761247,,,,,,,-366.6716390584379,-159.2842432277157,212.030753431211,317.16297441470715,-38.9802768111731,-166.17649615426626,,,,,,
234,2025-08-23,5,2025-08,12,72,66,71,2025-08-23 11:00:00,2025-08-23 12:00:00,6,True,-77.46388676173812,,,,,,,20.313790100240112,-63.4612434462415,-155.31617557413438,-84.55214527017552,-83.730727805063,-98.03681857505444,,,,,,
235,2025-08-24,6,2025-08,12,72,66,71,2025-08-24 11:00:00,2025-08-24 12:00:00,6,True,-33.00129804405636,,,,,,,-356.34996789980505,256.7423886539982,334.1065923916358,-283.5679455012032,-174.71165350470346,25.772797595739576,,,,,,
236,2025-08-25,0,2025-08,12,72,66,71,2025-08-25 11:00:00,2025-08-25 12:00:00,6,True,-143.5546108343718,,,,,,,-84.82753693428458,-253.50307211115978,-298.23238057745584,-172.2370799437913,4.481834303157484,-57.00942974269674,,,,,,
237,2025-08-26,1,2025-08,12,72,66,71,2025-08-26 11:00:00,2025-08-26 12:00:00,6,True,37.61441136670843,,,,,,,-276.58621768125704,-72.14072978599506,190.7176358858551,174.4740076712269,111.48027627526062,97.7414958351601,,,,,,
238,2025-08-27,2,2025-08,12,72,66,71,2025-08-27 11:00:00,2025-08-27 12:00:00,6,True,115.67757101491254,,,,,,,254.88471875919004,246.6865978511505,-5.477408819694574,-71.23958271320498,84.81450050601688,184.39660050601742,,,,,,
239,2025-08-28,3,2025-08,12,72,66,71,2025-08-28 11:00:00,2025-08-28 12:00:00,6,True,-1.6957994591431695,,,,,,,51.53804899114584,391.965894375453,291.2267431198243,-227.00702947432637,-284.60655688017596,-233.2918968867798,,,,,,
240,2025-08-29,4,2025-08,12,72,66,71,2025-08-29 11:00:00,2025-08-29 12:00:00,6,True,-60.92548050104688,,,,,,,-359.7322791208935,-69.48412920868577,-58.05372580634457,-268.5773546106816,156.52280888204314,233.77179685828105,,,,,,
241,2025-08-30,5,2025-08,12,72,66,71,2025-08-30 11:00:00,2025-08-30 12:00:00,6,True,10.34385394594915,,,,,,,80.47953631347536,272.8658438584921,91.39355303944649,-280.14337186151033,-70.58851836588747,-31.943919308321256,,,,,,
242,2025-08-31,6,2025-08,12,72,66,71,2025-08-31 11:00:00,2025-08-31 12:00:00,6,True,-143.24415809187212,,,,,,,-111.22093576957377,-256.2971672758367,-200.35262305941433,46.76677783819741,-154.45351735160784,-183.90748293299748,,,,,,
243,2025-09-01,0,2025-09,12,72,66,71,2025-09-01 11:00:00,2025-09-01 12:00:00,6,True,-252.10488736318953,,,,,,,-198.00471701324477,-239.5852023444795,-290.4889428032948,-214.90912261930134,-288.9392998579033,-280.7020395409136,,,,,,
244,2025-09-02,1,2025-09,12,72,66,71,2025-09-02 11:00:00,2025-09-02 12:00:00,6,True,-253.70769533923416,,,,,,,-122.80262054531886,-136.932789151796,-289.13336558457286,-385.3560655845722,-289.88596558457266,-298.13536558457236,,,,,,
245,2025-09-03,2,2025-09,12,72,66,71,2025-09-03 11:00:00,2025-09-03 12:00:00,6,True,-369.5230051076305,,,,,,,-263.0094829024947,-312.7700844358178,-406.0222663066852,-462.7436645980697,-378.8011785518429,-393.79135385087284,,,,,,
246,2025-09-04,3,2025-09,12,72,66,71,2025-09-04 11:00:00,2025-09-04 12:00:00,6,True,143.85733602088385,,,,,,,231.34049584150307,-231.76034863677887,-73.11380054293659,405.31365905872735,391.56300766943787,139.80100273535027,,,,,,
247,2025-09-05,4,2025-09,12,72,66,71,2025-09-05 11:00:00,2025-09-05 12:00:00,6,True,-160.26822239150843,,,,,,,-161.5286463166335,-59.80790207780183,-142.670219683881,-210.86290985633696,-234.95584631621023,-151.78381009818713,,,,,,
248,2025-09-06,5,2025-09,12,72,66,71,2025-09-06 11:00:00,2025-09-06 12:00:00,6,True,20.689145132955826,,,,,,,204.32422106934246,31.446736188423984,-55.101048757705485,128.42028773831407,-56.757566968713036,-128.19775847192705,,,,,,
249,2025-09-07,6,2025-09,12,72,66,71,2025-09-07 11:00:00,2025-09-07 12:00:00,6,True,188.34300771331223,,,,,,,174.86104757709472,352.0013133133398,149.78769092016228,-132.26123299595747,227.45076895652528,358.21845850870886,,,,,,
250,2025-09-08,0,2025-09,12,72,66,71,2025-09-08 11:00:00,2025-09-08 12:00:00,6,True,245.86953490041392,,,,,,,143.7744777096159,201.6901462648002,300.6644951400658,451.2199696032003,281.68808463666574,96.18003604813566,,,,,,
251,2025-09-09,1,2025-09,12,72,66,71,2025-09-09 11:00:00,2025-09-09 12:00:00,6,True,-201.11370973421467,,,,,,,-2.823457623475406,25.109889950567776,-208.7092276306239,-456.10884603352133,-355.1682304433125,-208.98238662492258,,,,,,
252,2025-09-10,2,2025-09,12,72,66,71,2025-09-10 11:00:00,2025-09-10 12:00:00,6,True,-183.7679241410345,,,,,,,-108.15281020168459,-243.88197021669203,-234.89754183718742,-31.554164988118828,-221.85312903062095,-262.2679285719032,,,,,,
253,2025-09-11,3,2025-09,12,72,66,71,2025-09-11 11:00:00,2025-09-11 12:00:00,6,True,-77.63990220151042,,,,,,,-20.304721713387153,-23.99258228191684,-88.20356612359501,-97.74621765013762,-37.27744440112747,-198.31488103889842,,,,,,
254,2025-09-12,4,2025-09,12,72,66,71,2025-09-12 11:00:00,2025-09-12 12:00:00,6,True,-153.01816765584303,,,,,,,119.77186618602082,-50.58247612096238,-165.30367455283795,-78.8895185481606,-341.68041854816056,-401.42478435095745,,,,,,
255,2025-09-13,5,2025-09,12,72,66,71,2025-09-13 11:00:00,2025-09-13 12:00:00,6,True,-79.74180710740272,,,,,,,-213.80036459808525,-106.79079748900085,88.57268448304512,105.59461358009276,-182.60328888088043,-169.42368973958764,,,,,,
256,2025-09-14,6,2025-09,12,72,66,71,2025-09-14 11:00:00,2025-09-14 12:00:00,6,True,-31.92815713693729,,,,,,,118.86171235164147,-242.55367762105288,-146.61192255751575,334.6010933930229,4.570523707476241,-260.4366720951957,,,,,,
257,2025-09-15,0,2025-09,12,72,66,71,2025-09-15 11:00:00,2025-09-15 12:00:00,6,True,24.247735286215782,,,,,,,-185.06263401844262,23.025764916074877,33.88001768943832,22.74046628537144,183.44649799190665,67.45629885294602,,,,,,
258,2025-09-16,1,2025-09,12,72,66,71,2025-09-16 11:00:00,2025-09-16 12:00:00,6,True,17.982408233554754,,,,,,,23.07513876390749,-48.34742025274409,-20.486904284887714,164.21821861618446,3.0397838426670205,-13.604367283798638,,,,,,
259,2025-09-17,2,2025-09,12,72,66,71,2025-09-17 11:00:00,2025-09-17 12:00:00,6,True,-101.58637708511378,,,,,,,-82.63891757429155,-86.5021746565235,-171.67440469088615,-234.86835823029833,-67.82830900580575,33.993901647122584,,,,,,
260,2025-09-18,3,2025-09,12,72,66,71,2025-09-18 11:00:00,2025-09-18 12:00:00,6,True,-23.996999518983102,,,,,,,-35.71348796323855,-39.459380070884436,-4.453811996354489,-50.08835120249569,-47.85979723290893,33.59283135198348,,,,,,
261,2025-09-19,4,2025-09,12,72,66,71,2025-09-19 11:00:00,2025-09-19 12:00:00,6,True,-10.103687301291226,,,,,,,-67.83781096178109,98.47521240964534,87.82896724128113,-119.40573275871884,-6.298443079688695,-53.384316658485204,,,,,,
262,2025-09-20,5,2025-09,12,72,66,71,2025-09-20 11:00:00,2025-09-20 12:00:00,6,True,-8.084911115237977,,,,,,,-59.47057576218822,37.72889328334304,-92.91025257277352,-265.43750218400737,92.95120647286922,238.628764071329,,,,,,
263,2025-09-21,6,2025-09,12,72,66,71,2025-09-21 11:00:00,2025-09-21 12:00:00,6,True,119.1914087430614,,,,,,,120.12942960370492,150.1787436435152,123.32074914271743,132.16182580313034,74.77960351207912,114.5781007532214,,,,,,
264,2025-09-22,0,2025-09,12,72,66,71,2025-09-22 11:00:00,2025-09-22 12:00:00,6,True,-4.52498620922582,,,,,,,198.06690371007517,-53.73074609523428,-152.39193899414113,-38.14241735048745,29.79310180668199,-10.744820332249219,,,,,,
265,2025-09-23,1,2025-09,12,72,66,71,2025-09-23 11:00:00,2025-09-23 12:00:00,6,True,35.95841478423002,,,,,,,103.08784492187897,-48.362888069158544,-129.28057139712928,-2.454600814580772,153.31905946716688,139.44164459720287,,,,,,
266,2025-09-24,2,2025-09,12,72,66,71,2025-09-24 11:00:00,2025-09-24 12:00:00,6,True,152.02487872893622,,,,,,,114.38563882884682,62.178433022475474,225.67973419886494,411.96151402278974,142.88617681160304,-44.94222451096266,,,,,,
267,2025-09-25,3,2025-09,12,72,66,71,2025-09-25 11:00:00,2025-09-25 12:00:00,6,True,-53.0966680683141,,,,,,,-114.93491506060309,-85.04326465069244,-43.55757677815109,-13.316882894166156,-39.15010732531027,-22.57726170096157,,,,,,
268,2025-09-26,4,2025-09,12,72,66,71,2025-09-26 11:00:00,2025-09-26 12:00:00,6,True,-1.8626635053219616,,,,,,,16.68476485752626,-187.80015805409084,-77.13630262690413,217.861388612233,53.30785101560696,-34.093524836303004,,,,,,
269,2025-09-27,5,2025-09,12,72,66,71,2025-09-27 11:00:00,2025-09-27 12:00:00,6,True,74.529704590944,,,,,,,94.24520570532604,65.31016964096125,173.8710091484959,319.62102187226947,-62.12984882690989,-143.7393299944788,,,,,,
270,2025-09-28,6,2025-09,12,72,66,71,2025-09-28 11:00:00,2025-09-28 12:00:00,6,True,9.183639758465688,,,,,,,219.6694439793373,196.88420957019207,63.92095332823192,-95.0670014893567,-205.32516331242914,-124.98060352518132,,,,,,
271,2025-09-29,0,2025-09,12,72,66,71,2025-09-29 11:00:00,2025-09-29 12:00:00,6,True,62.0470453056267,,,,,,,233.00310886540592,203.48325174833826,132.2362641089394,-30.532081780233966,-85.2091142598465,-80.6991568488429,,,,,,
272,2025-09-30,1,2025-09,12,72,66,71,2025-09-30 11:00:00,2025-09-30 12:00:00,6,True,103.98641349860297,,,,,,,-32.729010922817,-6.992185209745912,53.1249583305198,100.50443835018632,288.2170553303813,221.79322511309329,,,,,,
273,2025-10-01,2,2025-10,12,72,66,71,2025-10-01 11:00:00,2025-10-01 12:00:00,6,True,58.65320089509654,,,,,,,218.182979501923,96.96254408497589,57.37965234023068,-106.50874785524411,-2.2772215438562853,88.17999884255005,,,,,,
274,2025-10-02,3,2025-10,12,72,66,71,2025-10-02 11:00:00,2025-10-02 12:00:00,6,True,188.9009507678702,,,,,,,168.03497770624745,269.66919439512094,250.76091219225054,206.08898414632586,133.9659269771446,104.88570919013182,,,,,,
275,2025-10-03,4,2025-10,12,72,66,71,2025-10-03 11:00:00,2025-10-03 12:00:00,6,True,99.23644019539643,,,,,,,57.97420233049979,15.49684715053354,149.21439340103962,198.007754429103,118.25644897020265,56.468994890999966,,,,,,
276,2025-10-04,5,2025-10,12,72,66,71,2025-10-04 11:00:00,2025-10-04 12:00:00,6,True,83.64741692662976,,,,,,,48.87068545511738,103.73381517125927,-17.129138049865105,-123.42262468704712,233.2034796797111,256.628283990603,,,,,,
277,2025-10-05,6,2025-10,12,72,66,71,2025-10-05 11:00:00,2025-10-05 12:00:00,6,True,99.28341299682779,,,,,,,24.71929745104535,197.71730739587838,224.26816929542838,88.40569445868095,87.18955416559038,-26.59954478565669,,,,,,
278,2025-10-06,0,2025-10,12,72,66,71,2025-10-06 11:00:00,2025-10-06 12:00:00,6,True,197.11987446565522,,,,,,,171.6495130239682,55.65165438693566,133.6758412647223,335.97222475425497,275.2428633302943,210.5271500337558,,,,,,
279,2025-10-07,1,2025-10,12,72,66,71,2025-10-07 11:00:00,2025-10-07 12:00:00,6,True,29.697494138710226,,,,,,,-7.146611986024254,20.23813614988012,107.28414615660677,115.29679694356855,-1.1852937835201374,-56.30220864824969,,,,,,
280,2025-10-08,2,2025-10,12,72,66,71,2025-10-08 11:00:00,2025-10-08 12:00:00,6,True,51.08014662596694,,,,,,,60.340735353725904,-82.13008520527819,46.65392526434243,205.90473981364175,82.00932302196816,-6.297758492598405,,,,,,
281,2025-10-09,3,2025-10,12,72,66,71,2025-10-09 11:00:00,2025-10-09 12:00:00,6,True,-25.264317550963217,,,,,,,12.257102771037353,35.97715942792729,15.791618569286584,-71.14502482885655,-114.27194401599536,-30.194817229178625,,,,,,
282,2025-10-10,4,2025-10,12,72,66,71,2025-10-10 11:00:00,2025-10-10 12:00:00,6,True,78.0965097904788,,,,,,,208.89356306606442,316.27857713710364,49.55874057284336,-186.89378030626403,-25.24082966202741,105.98278793515283,,,,,,
283,2025-10-11,5,2025-10,12,72,66,71,2025-10-11 11:00:00,2025-10-11 12:00:00,6,True,63.11617218687562,,,,,,,127.06800988154009,88.24790988154018,37.78736819034566,80.59283220405996,37.94009142018058,7.060821543587281,,,,,,
284,2025-10-12,6,2025-10,12,72,66,71,2025-10-12 11:00:00,2025-10-12 12:00:00,6,True,146.1354902058077,,,,,,,-54.334521766840226,92.10326232486659,166.85021110916568,192.75839070158963,206.06284975725612,273.3727491088084,,,,,,
285,2025-10-13,0,2025-10,12,72,66,71,2025-10-13 11:00:00,2025-10-13 12:00:00,6,True,30.085098230762167,,,,,,,47.660540155081435,-46.9058544650743,-20.941601110212105,52.633523717624485,86.46018477897815,61.60379630817533,,,,,,
286,2025-10-14,1,2025-10,12,72,66,71,2025-10-14 11:00:00,2025-10-14 12:00:00,6,True,46.67471969347874,,,,,,,24.457946442447792,118.38342278878281,131.4374676501684,-92.18410391428006,-22.3617632403475,120.315348434101,,,,,,
287,2025-10-15,2,2025-10,12,72,66,71,2025-10-15 11:00:00,2025-10-15 12:00:00,6,True,-81.14421743223829,,,,,,,-54.88850564585664,127.32212674083894,24.94897202267839,-247.66333639196546,-267.5153516043165,-69.0692097148085,,,,,,
288,2025-10-16,3,2025-10,12,72,66,71,2025-10-16 11:00:00,2025-10-16 12:00:00,6,True,132.46827180576233,,,,,,,237.03735284697632,110.16800147183858,84.71119307776735,219.78548911516282,84.23046922003505,58.8771251027938,,,,,,
289,2025-10-17,4,2025-10,12,72,66,71,2025-10-17 11:00:00,2025-10-17 12:00:00,6,True,73.04683044133783,,,,,,,13.43191514390901,-6.272718290165358,63.56370019118549,281.7968640715476,83.33968444437232,2.421537087177967,,,,,,
290,2025-10-18,5,2025-10,12,72,66,71,2025-10-18 11:00:00,2025-10-18 12:00:00,6,True,-36.57844143513338,,,,,,,8.017936886139069,8.731716978569239,21.279375745328707,3.703411700459583,-107.27500861210365,-153.9280813091932,,,,,,
291,2025-10-19,6,2025-10,12,72,66,71,2025-10-19 11:00:00,2025-10-19 12:00:00,6,True,15.528349458176763,,,,,,,-77.13542770932054,-123.77210598025977,-84.55113339298259,-13.176743384086876,195.11085661591278,196.69465059979757,,,,,,
292,2025-10-20,0,2025-10,12,72,66,71,2025-10-20 11:00:00,2025-10-20 12:00:00,6,True,61.92061628436977,,,,,,,176.59053068269077,201.34983983241818,70.0320853989142,-107.47962763805572,-75.83349435429591,106.8643637845471,,,,,,
293,2025-10-21,1,2025-10,12,72,66,71,2025-10-21 11:00:00,2025-10-21 12:00:00,6,True,42.39372962122601,,,,,,,108.17839961020218,0.18612587224652088,58.74258888965869,173.60839921570732,10.036268352752813,-96.38940421321149,,,,,,
294,2025-10-22,2,2025-10,12,72,66,71,2025-10-22 11:00:00,2025-10-22 12:00:00,6,True,30.32020168204311,,,,,,,-53.133126772175274,-71.87148331312619,-101.95346053936373,80.90657524870221,166.86284105750656,161.1098644107151,,,,,,
295,2025-10-23,3,2025-10,12,72,66,71,2025-10-23 11:00:00,2025-10-23 12:00:00,6,True,-28.294415593287642,,,,,,,21.467366970807234,-48.88948962593804,-53.22352789499837,8.17709821277731,-21.665921661929133,-75.63201956044486,,,,,,
296,2025-10-24,4,2025-10,12,72,66,71,2025-10-24 11:00:00,2025-10-24 12:00:00,6,True,52.74808871926265,,,,,,,-15.803735658139885,49.23027035054156,52.77848712346622,18.398739875131014,41.273434376397745,170.6113362481792,,,,,,
297,2025-10-25,5,2025-10,12,72,66,71,2025-10-25 11:00:00,2025-10-25 12:00:00,6,True,2.662911117423922,,,,,,,-12.377352340335165,-93.81082392611734,-166.17210537039273,-111.02571458340435,179.81349606777576,219.54996685701735,,,,,,
298,2025-10-26,6,2025-10,12,72,66,71,2025-10-26 11:00:00,2025-10-26 12:00:00,6,True,17.91279279090395,,,,,,,199.67574260663696,145.23283841501234,45.300464098088014,-39.69709840108044,-108.06887315927725,-134.96631681395593,,,,,,
299,2025-10-27,0,2025-10,12,72,66,71,2025-10-27 11:00:00,2025-10-27 12:00:00,6,True,2.550842011171426,,,,,,,-270.9677551420218,-179.8562824292403,30.875030435789995,185.27465122818376,180.12042561438466,69.85898235993227,,,,,,
300,2025-10-28,1,2025-10,12,72,66,71,2025-10-28 11:00:00,2025-10-28 12:00:00,6,True,-28.50689793216573,,,,,,,-38.611970939545245,-74.61552836872033,-163.69831832618183,-72.15388134026944,127.14582473558494,50.89248664613751,,,,,,
301,2025-10-29,2,2025-10,12,72,66,71,2025-10-29 11:00:00,2025-10-29 12:00:00,6,True,41.6328344006597,,,,,,,4.016572948331486,-26.818227051669055,84.66089202468174,165.88060897680134,70.58308946142552,-48.52592995561281,,,,,,
302,2025-10-30,3,2025-10,12,72,66,71,2025-10-30 11:00:00,2025-10-30 12:00:00,6,True,-105.57817137777283,,,,,,,-258.1519793609659,-158.6934706289212,-5.820474550002473,-11.695402706238383,-121.21274474981055,-77.89495627069846,,,,,,
303,2025-10-31,4,2025-10,12,72,66,71,2025-10-31 11:00:00,2025-10-31 12:00:00,6,True,-73.45859575792565,,,,,,,-128.26562219879543,-247.26146592638952,-215.47831850772627,-57.194708134121356,111.3603598245345,96.08818039494417,,,,,,
304,2025-11-01,5,2025-11,12,72,66,71,2025-11-01 11:00:00,2025-11-01 12:00:00,6,True,-4.640970967543505,,,,,,,-173.19501615700665,7.210382861340349,96.40169759153832,13.05306644722259,-13.17518922651334,41.859232678157696,,,,,,
305,2025-11-02,6,2025-11,12,72,66,71,2025-11-02 11:00:00,2025-11-02 12:00:00,6,True,57.25655475627673,,,,,,,15.82821282509667,13.059649821026142,48.553731329522634,10.980790180051372,80.48804367135563,174.62890071060792,,,,,,
306,2025-11-03,0,2025-11,12,72,66,71,2025-11-03 11:00:00,2025-11-03 12:00:00,6,True,-41.62010863739139,,,,,,,59.95941879177008,69.59045268887985,-2.7315333289207047,-146.82288764738132,-183.3330193623924,-46.383082966303846,,,,,,
307,2025-11-04,1,2025-11,12,72,66,71,2025-11-04 11:00:00,2025-11-04 12:00:00,6,True,-95.64739127159025,,,,,,,-4.4013712794403546,112.50865225562848,-0.9890325786464018,-268.63695618538077,-213.2746542966952,-199.09098554500724,,,,,,
308,2025-11-05,2,2025-11,12,72,66,71,2025-11-05 11:00:00,2025-11-05 12:00:00,6,True,25.795187682959142,,,,,,,-97.49206778365988,76.15111252191946,-38.93327603452326,-189.64292813664542,192.68858611031192,211.99969942035204,,,,,,
309,2025-11-06,3,2025-11,12,72,66,71,2025-11-06 11:00:00,2025-11-06 12:00:00,6,True,31.719492812552136,,,,,,,-70.38048684523164,155.88197185236913,60.8707444162028,-120.46342750886924,-53.462284075209936,217.87043903605172,,,,,,
310,2025-11-07,4,2025-11,12,72,66,71,2025-11-07 11:00:00,2025-11-07 12:00:00,6,True,27.080862157878375,,,,,,,177.92492605666712,189.48468637795258,110.79539636686332,1.592324285677023,-162.9249903519176,-154.3871697879722,,,,,,
311,2025-11-08,5,2025-11,12,72,66,71,2025-11-08 11:00:00,2025-11-08 12:00:00,6,True,51.125615557036326,,,,,,,73.40537341592517,-51.18088591505557,12.088235723720572,187.1324405817677,135.69358977264847,-50.38506023678838,,,,,,
312,2025-11-09,6,2025-11,12,72,66,71,2025-11-09 11:00:00,2025-11-09 12:00:00,6,True,-82.0287559329995,,,,,,,-74.82146118298351,-241.35353750663307,-186.0198944653539,80.98958805520215,-10.548364654122452,-60.41886584410622,,,,,,
313,2025-11-10,0,2025-11,12,72,66,71,2025-11-10 11:00:00,2025-11-10 12:00:00,6,True,126.34674360471415,,,,,,,182.65062150954327,201.1949586709752,92.75208698390907,91.22468249620124,101.184043901525,89.07406806613108,,,,,,
314,2025-11-11,1,2025-11,12,72,66,71,2025-11-11 11:00:00,2025-11-11 12:00:00,6,True,42.306434111128056,,,,,,,-95.6179159360563,-9.901395536429845,89.20076207814418,231.16409489219222,37.78024141223159,1.2128177566864906,,,,,,
315,2025-11-12,2,2025-11,12,72,66,71,2025-11-12 11:00:00,2025-11-12 12:00:00,6,True,-20.686481917215435,,,,,,,128.78516539449083,-230.53589095778898,-185.76213876889597,182.56593648486796,60.10260825759087,-79.27457191355734,,,,,,
316,2025-11-13,3,2025-11,12,72,66,71,2025-11-13 11:00:00,2025-11-13 12:00:00,6,True,128.22319935649998,,,,,,,116.43844103288484,281.0366045312967,155.38542884033177,82.02138381318309,88.14773620937012,46.30960171193328,,,,,,
317,2025-11-14,4,2025-11,12,72,66,71,2025-11-14 11:00:00,2025-11-14 12:00:00,6,True,-61.87231461002299,,,,,,,-29.759275790792344,-67.13517512857561,-82.68824959243602,-73.57444795936908,-75.24486968385281,-42.83186950511208,,,,,,
318,2025-11-15,5,2025-11,12,72,66,71,2025-11-15 11:00:00,2025-11-15 12:00:00,6,True,-117.57695162806908,,,,,,,-173.01270236691607,-256.78898411750606,-174.3813002523143,-11.35303729081943,-70.48727750902844,-19.43840823183018,,,,,,
319,2025-11-16,6,2025-11,12,72,66,71,2025-11-16 11:00:00,2025-11-16 12:00:00,6,True,204.38924250105734,,,,,,,197.07055458622563,128.7983972181937,260.231675483682,500.94408521519654,181.98871234216767,-42.69796983912147,,,,,,
320,2025-11-17,0,2025-11,12,72,66,71,2025-11-17 11:00:00,2025-11-17 12:00:00,6,True,-13.783563374563528,,,,,,,-201.8843587708343,-112.66187345853359,-8.443464841509012,48.72933342750366,154.71018345327684,36.84879994271523,,,,,,
321,2025-11-18,1,2025-11,12,72,66,71,2025-11-18 11:00:00,2025-11-18 12:00:00,6,True,19.3235222739025,,,,,,,130.73119910959122,63.00642315338246,-63.43302170177503,-117.13593187844344,-5.356971325703853,108.12943628636367,,,,,,
322,2025-11-19,2,2025-11,12,72,66,71,2025-11-19 11:00:00,2025-11-19 12:00:00,6,True,98.57616618973573,,,,,,,141.32634995777335,187.1287294269723,170.69254331640695,129.43861079407088,-8.802882529144881,-28.326353827664207,,,,,,
323,2025-11-20,3,2025-11,12,72,66,71,2025-11-20 11:00:00,2025-11-20 12:00:00,6,True,-40.6358842857447,,,,,,,127.35444669699336,-18.90968259060537,-69.9175416493872,-90.7335436196654,-109.36459269279021,-82.24439185901338,,,,,,
