set,group,group_type,group_value,n,mae_kW,rmse_kW,bias_kW 
A_hourly,F1_hist_mean,hour,172_12_5,6,137.08805994729664,137.08805994729664,-137.08805994729664
A_hourly,F2_intraday_linear,hour,172_12_5,6,130.80757049804834,130.80757049804834,-130.80757049804834
A_hourly,F0_original,hour,172_18_0,6,297.19817533608057,297.19817533608057,-297.19817533608057
A_hourly,F1_hist_mean,hour,172_18_0,6,346.3283282243892,346.3283282243892,-346.3283282243892
A_hourly,F2_intraday_linear,hour,172_18_0,6,268.65669204012374,268.65669204012374,-268.65669204012374
A_hourly,F0_original,hour,172_18_1,6,21.614670360433593,21.614670360433593,-21.614670360433593
A_hourly,F1_hist_mean,hour,172_18_1,6,80.57228992375167,80.57228992375167,-80.57228992375167
A_hourly,F2_intraday_linear,hour,172_18_1,6,1.3188537796395394,1.3188537796395394,1.3188537796395394
A_hourly,F0_original,hour,172_18_2,6,80.72657336620887,80.72657336620887,-80.72657336620887
A_hourly,F1_hist_mean,hour,172_18_2,6,135.5282653384911,135.5282653384911,-135.5282653384911
A_hourly,F2_intraday_linear,hour,172_18_2,6,73.24267367464381,73.24267367464381,-73.24267367464381
A_hourly,F0_original,hour,172_18_3,6,139.28903832353717,139.28903832353717,-139.28903832353717
A_hourly,F1_hist_mean,hour,172_18_3,6,180.8002903900433,180.8002903900433,-180.8002903900433
A_hourly,F2_intraday_linear,hour,172_18_3,6,123.32783980983186,123.32783980983186,-123.32783980983186
A_hourly,F0_original,hour,172_18_4,6,114.46348995935159,114.46348995935159,-114.46348995935159
A_hourly,F1_hist_mean,hour,172_18_4,6,170.1960493611682,170.1960493611682,-170.1960493611682
A_hourly,F2_intraday_linear,hour,172_18_4,6,97.14303260869337,97.14303260869337,-97.14303260869337
A_hourly,F0_original,hour,172_18_5,6,3.306606067742905,3.306606067742905,-3.306606067742905
A_hourly,F1_hist_mean,hour,172_18_5,6,81.88430138959302,81.88430138959302,-81.88430138959302
A_hourly,F2_intraday_linear,hour,172_18_5,6,12.447743774065202,12.447743774065202,-12.447743774065202
A_hourly,F0_original,hour,173_6_0,6,23.589032772359133,23.589032772359133,23.589032772359133
A_hourly,F1_hist_mean,hour,173_6_0,6,37.05357607681435,37.05357607681435,37.05357607681435
A_hourly,F2_intraday_linear,hour,173_6_0,6,44.24924071252826,44.24924071252826,44.24924071252826
A_hourly,F0_original,hour,173_6_1,6,13.158526274404721,13.158526274404721,13.158526274404721
A_hourly,F1_hist_mean,hour,173_6_1,6,39.93354370250381,39.93354370250381,39.93354370250381
A_hourly,F2_intraday_linear,hour,173_6_1,6,41.71129878984448,41.71129878984448,41.71129878984448
A_hourly,F0_original,hour,173_6_2,6,29.375408990100368,29.375408990100368,29.375408990100368
A_hourly,F1_hist_mean,hour,173_6_2,6,40.6334338713159,40.6334338713159,40.6334338713159
A_hourly,F2_intraday_linear,hour,173_6_2,6,52.93724963268778,52.93724963268778,52.93724963268778
A_hourly,F0_original,hour,173_6_3,6,107.32157479273519,107.32157479273519,107.32157479273519
A_hourly,F1_hist_mean,hour,173_6_3,6,124.4246560768297,124.4246560768297,124.4246560768297
A_hourly,F2_intraday_linear,hour,173_6_3,6,130.99230980787615,130.99230980787615,130.99230980787615
A_hourly,F0_original,hour,173_6_4,6,87.32827937405636,87.32827937405636,-87.32827937405636
A_hourly,F1_hist_mean,hour,173_6_4,6,69.05986389975897,69.05986389975897,-69.05986389975897
A_hourly,F2_intraday_linear,hour,173_6_4,6,61.148396848402626,61.148396848402626,-61.148396848402626
A_hourly,F0_original,hour,173_6_5,6,69.71914180693784,69.71914180693784,-69.71914180693784
A_hourly,F1_hist_mean,hour,173_6_5,6,67.99641191506453,67.99641191506453,-67.99641191506453
A_hourly,F2_intraday_linear,hour,173_6_5,6,44.68291898031384,44.68291898031384,-44.68291898031384
A_hourly,F0_original,hour,173_12_0,6,196.27850728424437,196.27850728424437,-196.27850728424437
A_hourly,F1_hist_mean,hour,173_12_0,6,217.00227080798868,217.00227080798868,-217.00227080798868
A_hourly,F2_intraday_linear,hour,173_12_0,6,195.91179929215195,195.91179929215195,-195.91179929215195
A_hourly,F0_original,hour,173_12_1,6,97.0012157054598,97.0012157054598,97.0012157054598
A_hourly,F1_hist_mean,hour,173_12_1,6,61.39737351741405,61.39737351741405,61.39737351741405
A_hourly,F2_intraday_linear,hour,173_12_1,6,59.2072817906419,59.2072817906419,59.2072817906419
A_hourly,F0_original,hour,173_12_2,6,202.25214591041458,202.25214591041458,202.25214591041458
A_hourly,F1_hist_mean,hour,173_12_2,6,152.2573371913304,152.2573371913304,152.2573371913304
A_hourly,F2_intraday_linear,hour,173_12_2,6,197.22650965064167,197.22650965064167,197.22650965064167
A_hourly,F0_original,hour,173_12_3,6,132.11033805686748,132.11033805686748,-132.11033805686748
A_hourly,F1_hist_mean,hour,173_12_3,6,201.88578915176186,201.88578915176186,-201.88578915176186
A_hourly,F2_intraday_linear,hour,173_12_3,6,180.65607757472299,180.65607757472299,-180.65607757472299
A_hourly,F0_original,hour,173_12_4,6,33.87479001751126,33.87479001751126,33.87479001751126
A_hourly,F1_hist_mean,hour,173_12_4,6,43.7818933361541,43.7818933361541,-43.7818933361541
A_hourly,F2_intraday_linear,hour,173_12_4,6,40.182936033065744,40.182936033065744,-40.182936033065744
A_hourly,F0_original,hour,173_12_5,6,155.52490355934697,155.52490355934697,-155.52490355934697
A_hourly,F1_hist_mean,hour,173_12_5,6,220.05477973721918,220.05477973721918,-220.05477973721918
A_hourly,F2_intraday_linear,hour,173_12_5,6,210.27823159528725,210.27823159528725,-210.27823159528725
A_hourly,F0_original,hour,173_18_0,6,1.7199483860495093,1.7199483860495093,1.7199483860495093
A_hourly,F1_hist_mean,hour,173_18_0,6,34.86846310201963,34.86846310201963,-34.86846310201963
A_hourly,F2_intraday_linear,hour,173_18_0,6,99.63499528962257,99.63499528962257,99.63499528962257
A_hourly,F0_original,hour,173_18_1,6,125.34541380083283,125.34541380083283,-125.34541380083283
A_hourly,F1_hist_mean,hour,173_18_1,6,182.81217934028246,182.81217934028246,-182.81217934028246
A_hourly,F2_intraday_linear,hour,173_18_1,6,48.65133857785895,48.65133857785895,-48.65133857785895
A_hourly,F0_original,hour,173_18_2,6,3.9911864718760626,3.9911864718760626,3.9911864718760626
A_hourly,F1_hist_mean,hour,173_18_2,6,44.36552905236567,44.36552905236567,-44.36552905236567
A_hourly,F2_intraday_linear,hour,173_18_2,6,57.9555029572266,57.9555029572266,57.9555029572266
A_hourly,F0_original,hour,173_18_3,6,1.3341256012417944,1.3341256012417944,1.3341256012417944
A_hourly,F1_hist_mean,hour,173_18_3,6,29.49742450474605,29.49742450474605,-29.49742450474605
A_hourly,F2_intraday_linear,hour,173_18_3,6,64.55833013204301,64.55833013204301,64.55833013204301
A_hourly,F0_original,hour,173_18_4,6,46.37958054128512,46.37958054128512,46.37958054128512
A_hourly,F1_hist_mean,hour,173_18_4,6,4.286950021927623,4.286950021927623,-4.286950021927623
A_hourly,F2_intraday_linear,hour,173_18_4,6,118.27956831378151,118.27956831378151,118.27956831378151
A_hourly,F0_original,hour,173_18_5,6,27.843746576750164,27.843746576750164,-27.843746576750164
A_hourly,F1_hist_mean,hour,173_18_5,6,110.12987653346818,110.12987653346818,-110.12987653346818
A_hourly,F2_intraday_linear,hour,173_18_5,6,8.210762202184014,8.210762202184014,8.210762202184014
A_hourly,F0_original,hour,174_6_0,6,28.176085191151287,28.176085191151287,28.176085191151287
A_hourly,F1_hist_mean,hour,174_6_0,6,38.635481680545126,38.635481680545126,38.635481680545126
A_hourly,F2_intraday_linear,hour,174_6_0,6,33.44869135558747,33.44869135558747,33.44869135558747
A_hourly,F0_original,hour,174_6_1,6,1.3851010298494657,1.3851010298494657,1.3851010298494657
A_hourly,F1_hist_mean,hour,174_6_1,6,28.934289394901498,28.934289394901498,28.934289394901498
A_hourly,F2_intraday_linear,hour,174_6_1,6,29.144794845722572,29.144794845722572,29.144794845722572
A_hourly,F0_original,hour,174_6_2,6,10.018726411337411,10.018726411337411,-10.018726411337411
A_hourly,F1_hist_mean,hour,174_6_2,6,2.090232335976907,2.090232335976907,-2.090232335976907
A_hourly,F2_intraday_linear,hour,174_6_2,6,10.587354970265551,10.587354970265551,-10.587354970265551
A_hourly,F0_original,hour,174_6_3,6,39.26759698896058,39.26759698896058,39.26759698896058
A_hourly,F1_hist_mean,hour,174_6_3,6,47.41689067940115,47.41689067940115,47.41689067940115
A_hourly,F2_intraday_linear,hour,174_6_3,6,41.704491570377286,41.704491570377286,41.704491570377286
A_hourly,F0_original,hour,174_6_4,6,32.427447517535256,32.427447517535256,32.427447517535256
A_hourly,F1_hist_mean,hour,174_6_4,6,55.81600269493538,55.81600269493538,55.81600269493538
A_hourly,F2_intraday_linear,hour,174_6_4,6,51.750288480952804,51.750288480952804,51.750288480952804
A_hourly,F0_original,hour,174_6_5,6,33.63060692767431,33.63060692767431,33.63060692767431
A_hourly,F1_hist_mean,hour,174_6_5,6,36.36519012026747,36.36519012026747,36.36519012026747
A_hourly,F2_intraday_linear,hour,174_6_5,6,20.51311187965166,20.51311187965166,20.51311187965166
A_hourly,F0_original,hour,174_12_0,6,26.234825175038168,26.234825175038168,-26.234825175038168
A_hourly,F1_hist_mean,hour,174_12_0,6,42.6712548237856,42.6712548237856,-42.6712548237856
A_hourly,F2_intraday_linear,hour,174_12_0,6,55.496917725384264,55.496917725384264,-55.496917725384264
A_hourly,F0_original,hour,174_12_1,6,65.86009860515514,65.86009860515514,-65.86009860515514
A_hourly,F1_hist_mean,hour,174_12_1,6,107.37033222297032,107.37033222297032,-107.37033222297032
A_hourly,F2_intraday_linear,hour,174_12_1,6,104.93790707564767,104.93790707564767,-104.93790707564767
A_hourly,F0_original,hour,174_12_2,6,90.4436472434154,90.4436472434154,90.4436472434154
A_hourly,F1_hist_mean,hour,174_12_2,6,27.832127120549558,27.832127120549558,27.832127120549558
A_hourly,F2_intraday_linear,hour,174_12_2,6,6.916238932430133,6.916238932430133,6.916238932430133
A_hourly,F0_original,hour,174_12_3,6,171.83839061928302,171.83839061928302,171.83839061928302
A_hourly,F1_hist_mean,hour,174_12_3,6,103.67404876758701,103.67404876758701,103.67404876758701
A_hourly,F2_intraday_linear,hour,174_12_3,6,91.29675096162373,91.29675096162373,91.29675096162373
A_hourly,F0_original,hour,174_12_4,6,107.19080809882416,107.19080809882416,-107.19080809882416
A_hourly,F1_hist_mean,hour,174_12_4,6,187.33280025771728,187.33280025771728,-187.33280025771728
A_hourly,F2_intraday_linear,hour,174_12_4,6,189.00495731390856,189.00495731390856,-189.00495731390856
A_hourly,F0_original,hour,174_12_5,6,13.740540132485876,13.740540132485876,13.740540132485876
A_hourly,F1_hist_mean,hour,174_12_5,6,43.96032602218838,43.96032602218838,-43.96032602218838
A_hourly,F2_intraday_linear,hour,174_12_5,6,51.2594543578316,51.2594543578316,-51.2594543578316
A_hourly,F0_original,hour,174_18_0,6,150.07271607429175,150.07271607429175,-150.07271607429175
A_hourly,F1_hist_mean,hour,174_18_0,6,183.1583574975466,183.1583574975466,-183.1583574975466
A_hourly,F2_intraday_linear,hour,174_18_0,6,157.18390982500205,157.18390982500205,-157.18390982500205
A_hourly,F0_original,hour,174_18_1,6,68.41920293075145,68.41920293075145,-68.41920293075145
A_hourly,F1_hist_mean,hour,174_18_1,6,121.16551627281297,121.16551627281297,-121.16551627281297
A_hourly,F2_intraday_linear,hour,174_18_1,6,93.92054750825628,93.92054750825628,-93.92054750825628
A_hourly,F0_original,hour,174_18_2,6,73.06802443360812,73.06802443360812,-73.06802443360812
A_hourly,F1_hist_mean,hour,174_18_2,6,125.88199195714333,125.88199195714333,-125.88199195714333
A_hourly,F2_intraday_linear,hour,174_18_2,6,106.16741763474784,106.16741763474784,-106.16741763474784
A_hourly,F0_original,hour,174_18_3,6,10.81567149242801,10.81567149242801,-10.81567149242801
A_hourly,F1_hist_mean,hour,174_18_3,6,41.26205548976213,41.26205548976213,-41.26205548976213
A_hourly,F2_intraday_linear,hour,174_18_3,6,23.11215028136121,23.11215028136121,-23.11215028136121
A_hourly,F0_original,hour,174_18_4,6,100.9756137687541,100.9756137687541,-100.9756137687541
A_hourly,F1_hist_mean,hour,174_18_4,6,153.05382661728027,153.05382661728027,-153.05382661728027
A_hourly,F2_intraday_linear,hour,174_18_4,6,129.75681841665164,129.75681841665164,-129.75681841665164
A_hourly,F0_original,hour,174_18_5,6,53.886540069139755,53.886540069139755,-53.886540069139755
A_hourly,F1_hist_mean,hour,174_18_5,6,136.69492161272092,136.69492161272092,-136.69492161272092
A_hourly,F2_intraday_linear,hour,174_18_5,6,113.24515478326202,113.24515478326202,-113.24515478326202
A_hourly,F0_original,hour,175_6_0,6,31.551479672536516,31.551479672536516,-31.551479672536516
A_hourly,F1_hist_mean,hour,175_6_0,6,23.832638715409303,23.832638715409303,-23.832638715409303
A_hourly,F2_intraday_linear,hour,175_6_0,6,10.68836505867148,10.68836505867148,-10.68836505867148
A_hourly,F0_original,hour,175_6_1,6,156.27421642048648,156.27421642048648,-156.27421642048648
A_hourly,F1_hist_mean,hour,175_6_1,6,127.75687641381319,127.75687641381319,-127.75687641381319
A_hourly,F2_intraday_linear,hour,175_6_1,6,127.03122321549472,127.03122321549472,-127.03122321549472
A_hourly,F0_original,hour,175_6_2,6,84.49845764865222,84.49845764865222,84.49845764865222
A_hourly,F1_hist_mean,hour,175_6_2,6,95.15807877386578,95.15807877386578,95.15807877386578
A_hourly,F2_intraday_linear,hour,175_6_2,6,118.55676658776974,118.55676658776974,118.55676658776974
A_hourly,F0_original,hour,175_6_3,6,1.2304247375595878,1.2304247375595878,1.2304247375595878
A_hourly,F1_hist_mean,hour,175_6_3,6,10.095279665385533,10.095279665385533,10.095279665385533
A_hourly,F2_intraday_linear,hour,175_6_3,6,26.58511466744494,26.58511466744494,26.58511466744494
A_hourly,F0_original,hour,175_6_4,6,82.31130210941046,82.31130210941046,-82.31130210941046
A_hourly,F1_hist_mean,hour,175_6_4,6,59.981880050610926,59.981880050610926,-59.981880050610926
A_hourly,F2_intraday_linear,hour,175_6_4,6,48.43734338610648,48.43734338610648,-48.43734338610648
A_hourly,F0_original,hour,175_6_5,6,126.71999435885937,126.71999435885937,-126.71999435885937
A_hourly,F1_hist_mean,hour,175_6_5,6,126.5930351764373,126.5930351764373,-126.5930351764373
A_hourly,F2_intraday_linear,hour,175_6_5,6,85.73046474414059,85.73046474414059,-85.73046474414059
A_hourly,F0_original,hour,175_12_0,6,180.9185120889524,180.9185120889524,-180.9185120889524
A_hourly,F1_hist_mean,hour,175_12_0,6,197.17702288224245,197.17702288224245,-197.17702288224245
A_hourly,F2_intraday_linear,hour,175_12_0,6,154.08514278412622,154.08514278412622,-154.08514278412622
A_hourly,F0_original,hour,175_12_1,6,133.4482121684523,133.4482121684523,133.4482121684523
A_hourly,F1_hist_mean,hour,175_12_1,6,97.04276471296998,97.04276471296998,97.04276471296998
A_hourly,F2_intraday_linear,hour,175_12_1,6,87.34858526602147,87.34858526602147,87.34858526602147
A_hourly,F0_original,hour,175_12_2,6,99.72941885615,99.72941885615,99.72941885615
A_hourly,F1_hist_mean,hour,175_12_2,6,31.83103229824974,31.83103229824974,31.83103229824974
A_hourly,F2_intraday_linear,hour,175_12_2,6,102.64215217426226,102.64215217426226,102.64215217426226
A_hourly,F0_original,hour,175_12_3,6,166.03204284903768,166.03204284903768,-166.03204284903768
A_hourly,F1_hist_mean,hour,175_12_3,6,243.77375868735544,243.77375868735544,-243.77375868735544
A_hourly,F2_intraday_linear,hour,175_12_3,6,202.26464255571045,202.26464255571045,-202.26464255571045
A_hourly,F0_original,hour,175_12_4,6,33.51133921265682,33.51133921265682,-33.51133921265682
A_hourly,F1_hist_mean,hour,175_12_4,6,112.2844149779612,112.2844149779612,-112.2844149779612
A_hourly,F2_intraday_linear,hour,175_12_4,6,113.11579848130168,113.11579848130168,-113.11579848130168
A_hourly,F0_original,hour,175_12_5,6,162.2447517323344,162.2447517323344,-162.2447517323344
A_hourly,F1_hist_mean,hour,175_12_5,6,225.6353640294119,225.6353640294119,-225.6353640294119
A_hourly,F2_intraday_linear,hour,175_12_5,6,205.37862951389707,205.37862951389707,-205.37862951389707
A_hourly,F0_original,hour,175_18_0,6,28.275228183089894,28.275228183089894,28.275228183089894
A_hourly,F1_hist_mean,hour,175_18_0,6,1.756851880958493,1.756851880958493,-1.756851880958493
A_hourly,F2_intraday_linear,hour,175_18_0,6,134.64191161289182,134.64191161289182,134.64191161289182
A_hourly,F0_original,hour,175_18_1,6,161.394216325677,161.394216325677,-161.394216325677
A_hourly,F1_hist_mean,hour,175_18_1,6,209.96842079796534,209.96842079796534,-209.96842079796534
A_hourly,F2_intraday_linear,hour,175_18_1,6,62.7142063216952,62.7142063216952,-62.7142063216952
A_hourly,F0_original,hour,175_18_2,6,40.84826015054114,40.84826015054114,-40.84826015054114
A_hourly,F1_hist_mean,hour,175_18_2,6,86.99828981932569,86.99828981932569,-86.99828981932569
A_hourly,F2_intraday_linear,hour,175_18_2,6,23.31163971692149,23.31163971692149,23.31163971692149
A_hourly,F0_original,hour,175_18_3,6,22.017184451466164,22.017184451466164,-22.017184451466164
A_hourly,F1_hist_mean,hour,175_18_3,6,53.15280758420886,53.15280758420886,-53.15280758420886
A_hourly,F2_intraday_linear,hour,175_18_3,6,41.49146541121081,41.49146541121081,41.49146541121081
A_hourly,F0_original,hour,175_18_4,6,3.280177470345734,3.280177470345734,-3.280177470345734
A_hourly,F1_hist_mean,hour,175_18_4,6,52.50664290929308,52.50664290929308,-52.50664290929308
A_hourly,F2_intraday_linear,hour,175_18_4,6,70.4357888487989,70.4357888487989,70.4357888487989
A_hourly,F0_original,hour,175_18_5,6,50.64573254987545,50.64573254987545,-50.64573254987545
A_hourly,F1_hist_mean,hour,175_18_5,6,128.7033027454022,128.7033027454022,-128.7033027454022
A_hourly,F2_intraday_linear,hour,175_18_5,6,1.5613587033130898,1.5613587033130898,-1.5613587033130898
A_hourly,F0_original,hour,176_6_0,6,22.30596912141118,22.30596912141118,22.30596912141118
A_hourly,F1_hist_mean,hour,176_6_0,6,25.638019134992646,25.638019134992646,25.638019134992646
A_hourly,F2_intraday_linear,hour,176_6_0,6,49.45751736209968,49.45751736209968,49.45751736209968
A_hourly,F0_original,hour,176_6_1,6,30.450540186553553,30.450540186553553,30.450540186553553
A_hourly,F1_hist_mean,hour,176_6_1,6,68.5087933110708,68.5087933110708,68.5087933110708
A_hourly,F2_intraday_linear,hour,176_6_1,6,78.18935275740387,78.18935275740387,78.18935275740387
A_hourly,F0_original,hour,176_6_2,6,50.79877854924962,50.79877854924962,-50.79877854924962
A_hourly,F1_hist_mean,hour,176_6_2,6,41.72179354238597,41.72179354238597,-41.72179354238597
A_hourly,F2_intraday_linear,hour,176_6_2,6,1.1365696100101559,1.1365696100101559,-1.1365696100101559
A_hourly,F0_original,hour,176_6_3,6,110.00580013228864,110.00580013228864,110.00580013228864
A_hourly,F1_hist_mean,hour,176_6_3,6,119.56572258650522,119.56572258650522,119.56572258650522
A_hourly,F2_intraday_linear,hour,176_6_3,6,150.81486364577086,150.81486364577086,150.81486364577086
A_hourly,F0_original,hour,176_6_4,6,21.609126879151518,21.609126879151518,21.609126879151518
A_hourly,F1_hist_mean,hour,176_6_4,6,46.19274888201289,46.19274888201289,46.19274888201289
A_hourly,F2_intraday_linear,hour,176_6_4,6,71.02940312004739,71.02940312004739,71.02940312004739
A_hourly,F0_original,hour,176_6_5,6,68.95102595595017,68.95102595595017,-68.95102595595017
A_hourly,F1_hist_mean,hour,176_6_5,6,64.28044662212778,64.28044662212778,-64.28044662212778
A_hourly,F2_intraday_linear,hour,176_6_5,6,19.339748688507825,19.339748688507825,19.339748688507825
A_hourly,F0_original,hour,176_12_0,6,22.71781379146705,22.71781379146705,-22.71781379146705
A_hourly,F1_hist_mean,hour,176_12_0,6,32.63863984500131,32.63863984500131,-32.63863984500131
A_hourly,F2_intraday_linear,hour,176_12_0,6,5.835040622163433,5.835040622163433,-5.835040622163433
A_hourly,F0_original,hour,176_12_1,6,72.95184262793373,72.95184262793373,-72.95184262793373
A_hourly,F1_hist_mean,hour,176_12_1,6,115.91909858366671,115.91909858366671,-115.91909858366671
A_hourly,F2_intraday_linear,hour,176_12_1,6,123.50028696479603,123.50028696479603,-123.50028696479603
A_hourly,F0_original,hour,176_12_2,6,49.13854223845283,49.13854223845283,-49.13854223845283
A_hourly,F1_hist_mean,hour,176_12_2,6,121.48554652283474,121.48554652283474,-121.48554652283474
A_hourly,F2_intraday_linear,hour,176_12_2,6,88.66563048394892,88.66563048394892,-88.66563048394892
A_hourly,F0_original,hour,176_12_3,6,82.66007328943488,82.66007328943488,82.66007328943488
A_hourly,F1_hist_mean,hour,176_12_3,6,7.533142055270218,7.533142055270218,7.533142055270218
A_hourly,F2_intraday_linear,hour,176_12_3,6,35.266994251443975,35.266994251443975,35.266994251443975
A_hourly,F0_original,hour,176_12_4,6,163.58886350760167,163.58886350760167,-163.58886350760167
A_hourly,F1_hist_mean,hour,176_12_4,6,241.19682130649744,241.19682130649744,-241.19682130649744
A_hourly,F2_intraday_linear,hour,176_12_4,6,237.91758761389883,237.91758761389883,-237.91758761389883
A_hourly,F0_original,hour,176_12_5,6,8.598051321656385,8.598051321656385,-8.598051321656385
A_hourly,F1_hist_mean,hour,176_12_5,6,64.27919045069757,64.27919045069757,-64.27919045069757
A_hourly,F2_intraday_linear,hour,176_12_5,6,47.45440392927412,47.45440392927412,-47.45440392927412
A_hourly,F0_original,hour,176_18_0,6,174.4158223698796,174.4158223698796,-174.4158223698796
A_hourly,F1_hist_mean,hour,176_18_0,6,208.5183986396023,208.5183986396023,-208.5183986396023
A_hourly,F2_intraday_linear,hour,176_18_0,6,171.63132770368065,171.63132770368065,-171.63132770368065
A_hourly,F0_original,hour,176_18_1,6,41.882185712363025,41.882185712363025,41.882185712363025
A_hourly,F1_hist_mean,hour,176_18_1,6,0.14953433054870402,0.14953433054870402,-0.14953433054870402
A_hourly,F2_intraday_linear,hour,176_18_1,6,42.70829011231308,42.70829011231308,42.70829011231308
A_hourly,F0_original,hour,176_18_2,6,112.6087527825357,112.6087527825357,-112.6087527825357
A_hourly,F1_hist_mean,hour,176_18_2,6,158.1587220764941,158.1587220764941,-158.1587220764941
A_hourly,F2_intraday_linear,hour,176_18_2,6,127.08104735940378,127.08104735940378,-127.08104735940378
A_hourly,F0_original,hour,176_18_3,6,6.850333443019736,6.850333443019736,6.850333443019736
A_hourly,F1_hist_mean,hour,176_18_3,6,25.59824355461842,25.59824355461842,-25.59824355461842
A_hourly,F2_intraday_linear,hour,176_18_3,6,0.7497813870932077,0.7497813870932077,0.7497813870932077
A_hourly,F0_original,hour,176_18_4,6,38.94580753317405,38.94580753317405,38.94580753317405
A_hourly,F1_hist_mean,hour,176_18_4,6,9.859394318196337,9.859394318196337,-9.859394318196337
A_hourly,F2_intraday_linear,hour,176_18_4,6,24.13683485810907,24.13683485810907,24.13683485810907
A_hourly,F0_original,hour,176_18_5,6,23.699375851330842,23.699375851330842,23.699375851330842
A_hourly,F1_hist_mean,hour,176_18_5,6,55.70887679254429,55.70887679254429,-55.70887679254429
A_hourly,F2_intraday_linear,hour,176_18_5,6,19.488010002245574,19.488010002245574,-19.488010002245574
A_hourly,F0_original,hour,177_6_0,6,50.09438809401581,50.09438809401581,-50.09438809401581
A_hourly,F1_hist_mean,hour,177_6_0,6,48.57489285286192,48.57489285286192,-48.57489285286192
A_hourly,F2_intraday_linear,hour,177_6_0,6,47.00866894564024,47.00866894564024,-47.00866894564024
A_hourly,F0_original,hour,177_6_1,6,104.75915565823698,104.75915565823698,-104.75915565823698
A_hourly,F1_hist_mean,hour,177_6_1,6,68.34677849100035,68.34677849100035,-68.34677849100035
A_hourly,F2_intraday_linear,hour,177_6_1,6,68.2314916475093,68.2314916475093,-68.2314916475093
A_hourly,F0_original,hour,177_6_2,6,184.31562607051683,184.31562607051683,-184.31562607051683
A_hourly,F1_hist_mean,hour,177_6_2,6,173.5729623444663,173.5729623444663,-173.5729623444663
A_hourly,F2_intraday_linear,hour,177_6_2,6,170.65071907435367,170.65071907435367,-170.65071907435367
A_hourly,F0_original,hour,177_6_3,6,112.92862185423792,112.92862185423792,-112.92862185423792
A_hourly,F1_hist_mean,hour,177_6_3,6,106.90432748697549,106.90432748697549,-106.90432748697549
A_hourly,F2_intraday_linear,hour,177_6_3,6,105.64875790892893,105.64875790892893,-105.64875790892893
A_hourly,F0_original,hour,177_6_4,6,60.16969440167077,60.16969440167077,-60.16969440167077
A_hourly,F1_hist_mean,hour,177_6_4,6,38.60834361802108,38.60834361802108,-38.60834361802108
A_hourly,F2_intraday_linear,hour,177_6_4,6,37.02565647419942,37.02565647419942,-37.02565647419942
A_hourly,F0_original,hour,177_6_5,6,201.59430476465923,201.59430476465923,-201.59430476465923
A_hourly,F1_hist_mean,hour,177_6_5,6,190.7726860031944,190.7726860031944,-190.7726860031944
A_hourly,F2_intraday_linear,hour,177_6_5,6,185.40529214781236,185.40529214781236,-185.40529214781236
A_hourly,F0_original,hour,177_12_0,6,196.69357802768036,196.69357802768036,-196.69357802768036
A_hourly,F1_hist_mean,hour,177_12_0,6,207.28527260161582,207.28527260161582,-207.28527260161582
A_hourly,F2_intraday_linear,hour,177_12_0,6,118.65804397054308,118.65804397054308,-118.65804397054308
A_hourly,F0_original,hour,177_12_1,6,158.60022466987948,158.60022466987948,-158.60022466987948
A_hourly,F1_hist_mean,hour,177_12_1,6,199.212350555616,199.212350555616,-199.212350555616
A_hourly,F2_intraday_linear,hour,177_12_1,6,212.56399627941119,212.56399627941119,-212.56399627941119
A_hourly,F0_original,hour,177_12_2,6,3.071640754521468,3.071640754521468,3.071640754521468
A_hourly,F1_hist_mean,hour,177_12_2,6,64.68459027414792,64.68459027414792,-64.68459027414792
A_hourly,F2_intraday_linear,hour,177_12_2,6,41.233856966478015,41.233856966478015,41.233856966478015
A_hourly,F0_original,hour,177_12_3,6,47.707761106571525,47.707761106571525,-47.707761106571525
A_hourly,F1_hist_mean,hour,177_12_3,6,125.18998030904322,125.18998030904322,-125.18998030904322
A_hourly,F2_intraday_linear,hour,177_12_3,6,34.93312914536091,34.93312914536091,-34.93312914536091
A_hourly,F0_original,hour,177_12_4,6,79.92036050976594,79.92036050976594,-79.92036050976594
A_hourly,F1_hist_mean,hour,177_12_4,6,144.9650949223119,144.9650949223119,-144.9650949223119
A_hourly,F2_intraday_linear,hour,177_12_4,6,133.75853764454268,133.75853764454268,-133.75853764454268
A_hourly,F0_original,hour,177_12_5,6,232.4900359715998,232.4900359715998,-232.4900359715998
A_hourly,F1_hist_mean,hour,177_12_5,6,285.26524792325654,285.26524792325654,-285.26524792325654
A_hourly,F2_intraday_linear,hour,177_12_5,6,232.10434704133013,232.10434704133013,-232.10434704133013
A_hourly,F0_original,hour,177_18_0,6,159.0184248535811,159.0184248535811,-159.0184248535811
A_hourly,F1_hist_mean,hour,177_18_0,6,184.87590498796135,184.87590498796135,-184.87590498796135
A_hourly,F2_intraday_linear,hour,177_18_0,6,18.144809509794868,18.144809509794868,-18.144809509794868
A_hourly,F0_original,hour,177_18_1,6,21.478875242624326,21.478875242624326,21.478875242624326
A_hourly,F1_hist_mean,hour,177_18_1,6,20.444931100695612,20.444931100695612,-20.444931100695612
A_hourly,F2_intraday_linear,hour,177_18_1,6,169.0321585454367,169.0321585454367,169.0321585454367
A_hourly,F0_original,hour,177_18_2,6,62.34122833991114,62.34122833991114,-62.34122833991114
A_hourly,F1_hist_mean,hour,177_18_2,6,105.17116689383192,105.17116689383192,-105.17116689383192
