target,day_index,date,chosen,score_days,trained,reason,tied,score_zero,score_ar1,score_ma1,score_arma11
pv,162,2025-06-12,ar1,14,True,,ar1,264262.0729772194,231777.28371267594,246330.5208194419,254237.0945181035
pv,163,2025-06-13,ar1,14,True,,ar1,269476.5307956624,231825.0909339249,240477.54095386816,247737.03043137907
pv,164,2025-06-14,ar1,14,True,,ar1,264221.22401821247,218925.88711704465,239070.4432757328,245811.52932467658
pv,165,2025-06-15,ar1,14,True,,ar1,270565.03655397415,222200.94573322515,240258.28233604896,247214.0437916724
pv,166,2025-06-16,ar1,14,True,,ar1,232651.97016336437,171486.19870018194,193289.13088824265,197070.39330770622
pv,167,2025-06-17,ar1,14,True,,ar1,205476.7071361281,160823.15329597713,171349.07435208705,173955.46418370752
pv,168,2025-06-18,ar1,14,True,,ar1,199928.0348992978,159921.353293994,167968.96877690637,170477.69538717132
pv,169,2025-06-19,ma1,14,True,,ma1,198552.4423780434,159983.38654725318,155519.57742904482,157559.66471241708
pv,170,2025-06-20,ma1,14,True,,ma1,203875.05044506717,178439.41739794618,157882.4237899593,160596.3929549271
pv,171,2025-06-21,ma1,14,True,,ma1,196671.93206751093,169139.36546624324,131444.65653131978,136766.19467267027
pv,172,2025-06-22,ma1,14,True,,ma1,203146.7032967782,171234.9254691862,134169.27702821445,141329.33093638244
pv,173,2025-06-23,ma1,14,True,,ma1,176273.85597624085,138002.8179134208,120097.44280314283,128071.31247859678
pv,174,2025-06-24,ma1,14,True,,ma1,166916.67875885867,132885.04247993306,119939.29250300892,123527.2922695467
pv,175,2025-06-25,ma1,14,True,,ma1,193873.03051664616,152032.42987114828,133818.12564865025,137943.94172247493
pv,176,2025-06-26,ma1,14,True,,ma1,191918.68142004093,147297.55786909373,128456.4528100725,134847.75838736125
pv,177,2025-06-27,ma1,14,True,,ma1,195031.17208015313,160085.078604956,135809.34263365812,141564.36925361207
pv,178,2025-06-28,ma1,14,True,,ma1,189184.1191035461,162486.93986819763,136536.1085230631,142833.31931797942
pv,179,2025-06-29,ma1,14,True,,ma1,178026.0087983745,159577.45750627384,139992.03230416178,145384.32065382993
pv,180,2025-06-30,ma1,14,True,,ma1,188798.19922231446,167231.78159319,143755.2903548835,150153.93479521817
pv,181,2025-07-01,ma1,14,True,,ma1,190257.03724326318,168325.75845862605,145215.91867491198,151037.51279037335
pv,182,2025-07-02,ma1,14,True,,ma1,196049.50265298082,175475.65914622223,149107.08904140646,155677.57017186
pv,183,2025-07-03,ma1,14,True,,ma1,198503.28117030216,193698.27519717015,175949.453210194,182883.5039817083
pv,184,2025-07-04,ma1,14,True,,ma1,201664.63988030766,176951.18966543404,161853.65854944644,167421.3284423668
pv,185,2025-07-05,ma1,14,True,,ma1,213701.83266231298,185021.78614766707,175724.9699745087,180059.32225828344
pv,186,2025-07-06,ma1,14,True,,ma1,205408.6069343244,180088.90902826434,163072.02716307814,168055.0315442747
pv,187,2025-07-07,ma1,14,True,,ma1,198804.44870230154,183380.8599106922,163636.7228799986,168057.34804082627
pv,188,2025-07-08,ma1,14,True,,ma1,210730.2610126946,190583.51375971606,167492.80112394737,172775.03001811446
pv,189,2025-07-09,ma1,14,True,,ma1,187901.21332290312,172189.4931511777,157025.29128954987,161250.80388809304
pv,190,2025-07-10,ma1,14,True,,ma1,189316.4582263637,170047.53844255352,156752.56557458718,158551.81243414912
pv,191,2025-07-11,ma1,14,True,,ma1,184141.69254481478,156626.0833476951,151742.91974812045,153352.25122449393
pv,192,2025-07-12,ma1,14,True,,ma1,201413.42716353523,162915.22895536083,156504.35195614983,158006.5615171897
pv,193,2025-07-13,ma1,14,True,,ma1,206076.51743272564,160769.41695901623,148396.53516313818,151716.2905063405
pv,194,2025-07-14,ma1,14,True,,ma1,202255.589014808,171906.63126909098,155464.06899912268,158449.73784473582
pv,195,2025-07-15,ma1,14,True,,ma1,203805.26587957388,170674.5868016689,156484.92049699253,159551.7942568627
pv,196,2025-07-16,ma1,14,True,,ma1,199286.86406708034,173959.92371715442,158025.2111053107,160651.61196709113
pv,197,2025-07-17,ma1,14,True,,ma1,193187.4057636087,153139.47583704154,130750.89299147404,132662.7056225683
pv,198,2025-07-18,ma1,14,True,,ma1,185762.61647557226,156376.32557160239,133944.3550800984,135626.5375025739
pv,199,2025-07-19,ma1,14,True,,ma1,180684.01715325846,160710.07187121126,126467.44736679182,129603.11455388136
pv,200,2025-07-20,ma1,14,True,,ma1,186546.598021289,159078.0130390475,120658.52758207124,122385.96388625793
pv,201,2025-07-21,ma1,14,True,,ma1,176556.44846055802,148562.2363561736,114843.41108898747,115823.35745909193
pv,202,2025-07-22,ma1,14,True,,ma1,166900.09464913546,146097.15505130077,111037.95056672761,111715.44364234486
pv,203,2025-07-23,ma1,14,True,,ma1,168545.2061206271,145413.5750224999,110833.6027888664,111322.14485614478
pv,204,2025-07-24,ma1,14,True,,ma1,168376.01004135553,146518.48908886095,110450.86098162083,110719.64906348808
pv,205,2025-07-25,ma1,14,True,,ma1,171563.03802914917,149354.52540820232,111965.37167916601,113270.26005760416
pv,206,2025-07-26,ma1,14,True,,ma1,158658.42238132344,139309.5062394251,101745.91950015227,103101.64821845159
pv,207,2025-07-27,ma1,14,True,,ma1,155353.00384560888,141976.7957998679,103565.13991733489,103807.67836322465
pv,208,2025-07-28,arma11,14,True,,arma11,149284.7837794636,123354.84081098641,93686.83132957124,93374.35766266575
pv,209,2025-07-29,arma11,14,True,,arma11,152934.34944760037,127649.15506116231,104468.51551166283,104005.15458472444
pv,210,2025-07-30,arma11,14,True,,arma11,148606.04642220214,117450.71594336208,100448.6627321662,99470.71102074921
pv,211,2025-07-31,arma11,14,True,,arma11,153419.63601556458,124381.55429277779,103922.19689500029,102881.1330490615
pv,212,2025-08-01,ma1,14,True,,ma1,154638.91866035177,121861.89105899351,102543.22602321391,103983.86364508273
pv,213,2025-08-02,arma11,14,True,,arma11,166766.30270134207,126076.76003287057,105034.62722528279,103916.91028511019
pv,214,2025-08-03,arma11,14,True,,arma11,160156.14643117646,126645.01921162444,109118.53409934603,106168.77164127959
pv,215,2025-08-04,arma11,14,True,,arma11,165616.1444411623,129671.14470706233,125918.51096797151,119370.22095128917
pv,216,2025-08-05,arma11,14,True,,arma11,162559.43534020608,123191.3700583999,124966.02711823783,117106.03386965147
pv,217,2025-08-06,arma11,14,True,,arma11,154317.70516913806,118233.74317663895,118659.30508014002,110960.41155997915
pv,218,2025-08-07,arma11,14,True,,arma11,155110.41496994687,122720.60472887635,122600.8022085814,115255.40043752482
pv,219,2025-08-08,arma11,14,True,,arma11,158642.32002149126,121663.71671768368,120912.10550414013,114068.35910080411
pv,220,2025-08-09,arma11,14,True,,arma11,152703.96370087194,126568.14546736197,125512.22888728541,118040.6786629575
pv,221,2025-08-10,arma11,14,True,,arma11,158284.68448578205,130749.50033324849,126494.90716980188,119243.23013171702
pv,222,2025-08-11,arma11,14,True,,arma11,153495.5374653742,132932.30487531426,128762.0247019608,120578.59986400962
pv,223,2025-08-12,arma11,14,True,,arma11,146387.18518611416,126779.88630514778,115724.45600115901,106589.69807954018
pv,224,2025-08-13,arma11,14,True,,arma11,150416.83907855075,129589.45841341132,115937.03243754162,105854.81376858137
pv,225,2025-08-14,arma11,14,True,,arma11,144266.40824603682,123101.64048992746,113900.93287236025,102925.9463172502
pv,226,2025-08-15,arma11,14,True,,arma11,142233.28980345948,124090.0912249925,114214.36704394616,101270.89080905385
pv,227,2025-08-16,arma11,14,True,,arma11,122479.60381731277,110398.2303086488,103124.31151170307,91668.58950132092
pv,228,2025-08-17,arma11,14,True,,arma11,124662.04563858015,113586.21325269203,100013.08074374097,90102.05158829076
pv,229,2025-08-18,arma11,14,True,,arma11,124242.95440336231,113120.7856482376,84628.54652135135,80280.11561480226
pv,230,2025-08-19,arma11,14,True,,arma11,125124.96488843704,116218.65313150854,84680.34824553817,81020.33415283718
pv,231,2025-08-20,arma11,14,True,,arma11,128316.6857188597,118200.02580360271,86608.3696513538,82586.70351733254
pv,232,2025-08-21,arma11,14,True,,arma11,137172.7525482361,130683.99986302915,104642.27066710482,101206.65719081608
pv,233,2025-08-22,arma11,14,True,,arma11,137792.5211082687,132294.64690304414,107582.36184765767,102467.98133811404
pv,234,2025-08-23,arma11,14,True,,arma11,139468.14645955918,130199.35831909793,105380.25948263102,99415.66129254558
pv,235,2025-08-24,arma11,14,True,,arma11,138475.71666689057,128973.19652906543,107722.5371136266,102916.05543514522
pv,236,2025-08-25,arma11,14,True,,arma11,153535.6589962605,134313.2410517771,109889.79834439678,106458.43519482735
pv,237,2025-08-26,ma1,14,True,,ma1,176557.67237932314,149260.12423774475,125785.96519107207,125924.69069634154
pv,238,2025-08-27,ma1,14,True,,ma1,181072.2098396395,141705.71431342568,120375.01328735799,121695.49400642805
pv,239,2025-08-28,ma1,14,True,,ma1,182609.78343969406,143167.90314242183,121530.75656565529,123323.62354883397
pv,240,2025-08-29,ma1,14,True,,ma1,191710.87426167005,154281.41821914827,135283.88495870493,137955.83527709663
pv,241,2025-08-30,ma1,14,True,,ma1,199585.82530965266,154743.72474778438,136544.30153233669,139503.34523304386
pv,242,2025-08-31,ma1,14,True,,ma1,207667.65795878155,169306.56845210365,143526.0859403548,144758.2356387426
pv,243,2025-09-01,ma1,14,True,,ma1,209721.93552804718,169063.8454317449,142464.5617104551,144107.4949651406
pv,244,2025-09-02,ma1,14,True,,ma1,208086.08930900783,170896.4293264893,143322.51612571068,145202.2319995188
pv,245,2025-09-03,ma1,14,True,,ma1,210052.5483909323,170541.12270424556,143226.52955447743,145613.68740534547
pv,246,2025-09-04,ma1,14,True,,ma1,198412.528592457,153913.65042618866,121166.44199315265,123912.582088998
pv,247,2025-09-05,ma1,14,True,,ma1,191653.88362003164,155168.90820954015,120838.6856972315,123837.25924035195
pv,248,2025-09-06,ma1,14,True,,ma1,193538.42533824668,152947.42916675349,119183.70233211615,123951.50345807703
pv,249,2025-09-07,ma1,14,True,,ma1,195729.92557707417,157788.3990320252,122537.95593891354,125491.96458133346
pv,250,2025-09-08,ma1,14,True,,ma1,189117.50033742475,150275.0558808859,117077.97756022814,120378.05298034352
pv,251,2025-09-09,ma1,14,True,,ma1,173536.44633222796,149140.35912194452,113416.70464654658,114747.2345188407
pv,252,2025-09-10,ma1,14,True,,ma1,176528.41384211046,160692.6859141824,116698.43731933618,117562.26437586875
pv,253,2025-09-11,ma1,14,True,,ma1,200384.4828970901,171825.4688519415,127482.93537802174,131934.35949230078
pv,254,2025-09-12,ma1,14,True,,ma1,211413.00722402905,160049.73704489614,115641.1897704347,117849.45737414244
pv,255,2025-09-13,ma1,14,True,,ma1,205774.95178471546,158235.21352275665,115345.94917366329,117264.85686239965
pv,256,2025-09-14,ma1,14,True,,ma1,203044.7660680073,142843.47624782065,110125.98727371293,115050.47463823929
pv,257,2025-09-15,ma1,14,True,,ma1,212482.04216740004,148561.61037651965,116678.62938993219,120917.07112686738
pv,258,2025-09-16,ma1,14,True,,ma1,228283.84835368057,147731.85862542328,117328.78927892777,121734.84149548263
pv,259,2025-09-17,ma1,14,True,,ma1,233212.2113429689,145857.55507138584,119845.76857971305,123276.48349037458
pv,260,2025-09-18,ma1,14,True,,ma1,230644.77645762492,149390.20460084383,122177.30337220294,125966.63767210458
pv,261,2025-09-19,ma1,14,True,,ma1,226543.77122456935,144014.2470974861,118443.83570093963,121801.63564479473
pv,262,2025-09-20,ma1,14,True,,ma1,225514.74244846645,140973.51249101973,121287.2738630054,124125.55837330243
pv,263,2025-09-21,ma1,14,True,,ma1,217668.73417465866,130402.66693157077,113809.462173925,117348.19627503795
pv,264,2025-09-22,ma1,14,True,,ma1,219202.7937666297,135246.55786912388,117291.37781135582,119681.77095766699
pv,265,2025-09-23,ma1,14,True,,ma1,208468.54635314952,117780.86309489462,103103.33158176852,104846.94257421709
pv,266,2025-09-24,ma1,14,True,,ma1,192776.65895829225,107805.88773239024,99505.72004629945,102122.10503306503
pv,267,2025-09-25,arma11,14,True,,arma11,167929.16671836816,94228.79735988675,85294.00323745458,84985.60965381184
pv,268,2025-09-26,ma1,14,True,,ma1,141797.95971720063,87781.38226817698,79494.06358086501,80670.9301085342
pv,269,2025-09-27,ma1,14,True,,ma1,144619.0717357118,91945.2240360014,84045.24757022159,85848.45526029286
pv,270,2025-09-28,ma1,14,True,,ma1,147082.48687098303,91901.38722684993,83044.09320385545,84925.61137722051
pv,271,2025-09-29,ma1,14,True,,ma1,132434.79296836146,82853.22567193118,76796.26927069893,78780.95181024933
pv,272,2025-09-30,ma1,14,True,,ma1,113537.59452013765,79987.42732083547,71494.42872925925,74180.61256700008
pv,273,2025-10-01,ma1,14,True,,ma1,104392.78442356933,79999.51891267656,70019.99204445085,74347.21280496541
pv,274,2025-10-02,ma1,14,True,,ma1,149301.80902617,115818.55671696992,96870.76755413113,102458.92895113156
pv,275,2025-10-03,ma1,14,True,,ma1,155336.12383941349,121055.48870193437,110061.09114967338,120894.95289500167
pv,276,2025-10-04,ma1,14,True,,ma1,152023.01278563173,121750.2059083825,112496.40703131507,123251.75565608485
pv,277,2025-10-05,ma1,14,True,,ma1,153876.9219979528,126094.56871385053,109521.14507650194,120316.49587037285
pv,278,2025-10-06,ma1,14,True,,ma1,144199.1584121305,117707.63372671527,106953.28380405645,117999.0030886156
pv,279,2025-10-07,ma1,14,True,,ma1,144689.1250874907,117621.840853479,107152.83735322066,118497.10096381725
pv,280,2025-10-08,ma1,14,True,,ma1,142538.0382873982,114192.17198540845,104279.89920846983,115219.51550126777
pv,281,2025-10-09,ma1,14,True,,ma1,140137.5667235499,113364.36168049062,106854.81996823107,117342.66273108522
pv,282,2025-10-10,ma1,14,True,,ma1,143609.89988262477,114778.88022642842,111316.94428445252,121865.3425084874
pv,283,2025-10-11,ma1,14,True,,ma1,136376.69637492465,114238.94744561065,111920.46876218826,123189.1585506412
pv,284,2025-10-12,ma1,14,True,,ma1,135148.98425556865,115438.83444681091,107968.10015215502,118952.78436370501
pv,285,2025-10-13,ma1,14,True,,ma1,131401.3129296533,119674.73944696596,107248.3171210437,117076.92242640369
pv,286,2025-10-14,ma1,14,True,,ma1,134698.08846766863,123073.6572295008,109717.7298160523,119226.4015784769
pv,287,2025-10-15,ma1,14,True,,ma1,134865.99989135357,120945.53912328095,105770.58949298496,113942.17258788802
pv,288,2025-10-16,ma1,14,True,,ma1,86099.40433911936,80401.81561089278,76649.92421523447,81953.03387185941
pv,289,2025-10-17,arma11,14,True,,arma11,79535.13176047773,75190.93752373324,66411.62937684926,66063.5625702949
pv,290,2025-10-18,arma11,14,True,,arma11,79590.75045638025,72201.95925160038,59146.76508534732,58324.134289940135
pv,291,2025-10-19,arma11,14,True,,arma11,72275.07327432641,64573.614638960775,61001.8024497278,59656.414250922724
pv,292,2025-10-20,arma11,14,True,,arma11,70934.78320658026,65880.08321863745,59637.984882753975,58866.74310188697
pv,293,2025-10-21,arma11,14,True,,arma11,73771.18373217157,71236.68131413231,63897.827301545934,62018.091911740936
pv,294,2025-10-22,arma11,14,True,,arma11,75859.25981726145,73956.81640994175,70807.96680074226,70493.95277779613
pv,295,2025-10-23,arma11,14,True,,arma11,75585.56265039131,73522.68043450515,73063.09805016745,72810.95497861401
pv,296,2025-10-24,arma11,14,True,,arma11,76321.17272872676,76071.0713860886,69296.99580768062,68670.38542057895
pv,297,2025-10-25,arma11,14,True,,arma11,75545.31675870485,71326.32239893393,60793.00921478026,59548.59547270362
pv,298,2025-10-26,arma11,14,True,,arma11,64032.51822051685,64985.79313961332,60293.879023017456,59485.57451660104
pv,299,2025-10-27,arma11,14,True,,arma11,61226.785738847386,59067.73930593461,58153.2911584996,57593.76041505843
pv,300,2025-10-28,ar1,14,True,,ar1,65167.06621857546,60534.81598927651,61007.81526261099,60874.87237521463
pv,301,2025-10-29,ar1,14,True,,ar1,67171.6371924091,60271.53623009767,61404.4238599512,61859.78030440368
pv,302,2025-10-30,ma1,14,True,,ma1,70694.68646233671,68293.12464416593,64396.38655549109,66676.95987094098
pv,303,2025-10-31,ma1,14,True,,ma1,75766.25143930438,69345.66194553064,59669.441896253484,62810.37641082125
pv,304,2025-11-01,ma1,14,True,,ma1,80481.81384490512,70129.3815638102,63305.70506348393,67497.9090445348
pv,305,2025-11-02,ma1,14,True,,ma1,82695.75674242074,70280.00034217819,61166.69975691175,65480.80870220654
pv,306,2025-11-03,ma1,14,True,,ma1,80084.3053247925,69135.87286562692,58795.868536390815,63126.82595175696
pv,307,2025-11-04,ma1,14,True,,ma1,78012.8041783037,66036.8845561088,57366.707593776555,62148.37132103426
pv,308,2025-11-05,ma1,14,True,,ma1,78871.58685415734,64241.64548735377,52489.5191568298,55696.50784671384
pv,309,2025-11-06,ma1,14,True,,ma1,78550.17919558297,62712.561101126914,45872.22904057191,49376.78186046702
pv,310,2025-11-07,ma1,14,True,,ma1,76554.74162027727,61561.43426234785,49151.45963267562,52635.04923052984
pv,311,2025-11-08,ma1,14,True,,ma1,77922.6805682463,63438.79333219454,53275.51591345076,56429.17683592363
pv,312,2025-11-09,ma1,14,True,,ma1,79235.94721019073,63308.12789853741,51870.90407213676,55284.83859792611
pv,313,2025-11-10,ma1,14,True,,ma1,81081.93580555575,66349.2561740155,53471.0948349034,56843.12008289716
pv,314,2025-11-11,ma1,14,True,,ma1,74796.86956835381,61206.44013278536,49940.37189930777,52622.08843324395
pv,315,2025-11-12,ma1,14,True,,ma1,69452.31242523823,60056.19228372938,48804.28457759525,51299.69660227376
pv,316,2025-11-13,ma1,14,True,,ma1,63113.937932548426,47655.8480557373,41988.4561342584,43048.36427973935
pv,317,2025-11-14,ma1,14,True,,ma1,59711.75150738002,47773.3608883825,43693.351803188794,45533.79384857828
pv,318,2025-11-15,ma1,14,True,,ma1,53096.3280120993,47248.29931089949,39295.78948458317,40501.11933282318
pv,319,2025-11-16,ma1,14,True,,ma1,51982.84923166561,47702.292841740935,39128.769385833766,40283.22381655538
pv,320,2025-11-17,ma1,14,True,,ma1,52838.990177089596,47604.97932311438,40076.46514644633,40584.345975954166
pv,321,2025-11-18,ma1,14,True,,ma1,50242.44319361796,45099.57707391277,36665.13892337566,37039.00703362977
pv,322,2025-11-19,ma1,14,True,,ma1,51497.81750667029,47511.10965592887,36614.89260379421,37542.890457696354
pv,323,2025-11-20,ma1,14,True,,ma1,52938.16963955443,48520.76697827864,36545.32825407279,37885.95045526614
pv,324,2025-11-21,ma1,14,True,,ma1,52773.072710113054,45247.02279194705,33239.710998408875,35021.745269452935
pv,325,2025-11-22,ma1,14,True,,ma1,49622.28830129854,41419.31500104625,29325.324793106225,31092.30402671904
pv,326,2025-11-23,ma1,14,True,,ma1,48144.172039668134,41011.203406588225,29157.8626027183,30439.14337635622
pv,327,2025-11-24,ma1,14,True,,ma1,47301.80171346597,39808.912212075826,29808.879433673756,30930.38451558499
pv,328,2025-11-25,ma1,14,True,,ma1,54323.48960195769,44432.84577156935,30906.357706549406,32598.798939832857
pv,329,2025-11-26,ma1,14,True,,ma1,56570.18199740783,43761.483836310705,30805.3126189429,32561.36883436351
pv,330,2025-11-27,ma1,14,True,,ma1,56292.972559723385,42870.70746335322,29444.655135504974,31154.050893520624
pv,331,2025-11-28,ma1,14,True,,ma1,51943.38451623384,40229.95665501114,28448.20178470845,29414.750635078442
pv,332,2025-11-29,ma1,14,True,,ma1,52778.46121314416,39819.97628689501,27945.78977439515,29194.287548726123
pv,333,2025-11-30,ma1,14,True,,ma1,61255.997872839944,46215.51103935767,33413.46827328301,34651.19798835951
pv,334,2025-12-01,ma1,14,True,,ma1,60064.3794032036,44525.79173516044,32721.018579797124,34396.963014574816
pv,335,2025-12-02,ma1,14,True,,ma1,62031.930956422206,48158.798831707456,33361.56783889399,35124.81967754091
pv,336,2025-12-03,ma1,14,True,,ma1,60210.75645931555,44385.289401422,31773.554297863448,33402.09821856223
pv,337,2025-12-04,ma1,14,True,,ma1,60153.0727841106,45701.38605585046,32692.41946912378,34148.71403891829
pv,338,2025-12-05,ma1,14,True,,ma1,59746.544910907425,46991.29271836676,32183.307108849553,33006.611319984906
pv,339,2025-12-06,ma1,14,True,,ma1,60882.42483965644,46941.793366443024,32036.81381209874,32805.40887149772
pv,340,2025-12-07,ma1,14,True,,ma1,63100.41779536503,47603.166208755654,33331.093394281525,33833.25167942316
pv,341,2025-12-08,ma1,14,True,,ma1,63767.484072031264,45770.05526811995,31051.534889592265,31709.551041377425
pv,342,2025-12-09,ma1,14,True,,ma1,55586.41609883465,40319.55922633964,29329.73492469951,29370.763110950928
pv,343,2025-12-10,arma11,14,True,,arma11,52684.76920905217,40995.52795444678,31171.578345941474,31005.583148488393
pv,344,2025-12-11,arma11,14,True,,arma11,55483.26254599463,41377.784437349335,32537.179483137097,32374.22207222005
pv,345,2025-12-12,arma11,14,True,,arma11,58142.620734274715,42486.78752076494,32935.59946493075,32887.80871779172
pv,346,2025-12-13,arma11,14,True,,arma11,60671.69056617194,42794.58950656371,33906.67893165715,33605.78428732465
pv,347,2025-12-14,arma11,14,True,,arma11,52642.964404698,37036.03925911992,28885.89036107891,28559.444385879273
pv,348,2025-12-15,arma11,14,True,,arma11,53194.21796843584,38092.527701723906,27664.131540293114,27310.051891256728
pv,349,2025-12-16,arma11,14,True,,arma11,50922.49191014261,34666.051259480686,26807.108429314016,26521.059902266916
pv,350,2025-12-17,arma11,14,True,,arma11,47022.517739425704,33458.861491556956,25786.544815684578,25121.26859442525
pv,351,2025-12-18,arma11,14,True,,arma11,43238.84388507459,31804.200175073795,25749.724896544973,24943.548465732463
pv,352,2025-12-19,arma11,14,True,,arma11,43151.372491271075,33145.668008846646,29813.299778115033,29305.85035997682
pv,353,2025-12-20,arma11,14,True,,arma11,45984.47572106295,34154.64521649955,31585.190225626884,31270.680316965394
pv,354,2025-12-21,ar1,14,True,,ar1,42566.54565312133,31342.149516366222,32398.28406173533,32497.643752708027
pv,355,2025-12-22,ar1,14,True,,ar1,42983.47891085068,32569.658917871173,33350.4367086076,33433.418677417365
pv,356,2025-12-23,ar1,14,True,,ar1,43382.433113994026,31461.513378465675,32939.857146908405,33451.0036888656
pv,357,2025-12-24,ar1,14,True,,ar1,42035.21925512689,30917.83067767611,33931.60988333807,34670.23863458282
pv,358,2025-12-25,ar1,14,True,,ar1,40055.493127725946,30721.11323702651,35593.86468870664,37066.27688439434
pv,359,2025-12-26,ar1,14,True,,ar1,38721.289745201495,28792.936205861286,34342.81834201289,35961.622333174
pv,360,2025-12-27,ar1,14,True,,ar1,36728.84981947888,28100.73301609878,35174.758742077574,36798.07946026963
pv,361,2025-12-28,ar1,14,True,,ar1,36829.764189976726,26578.54250801553,34817.36846107001,36583.00128754559
pv,362,2025-12-29,ar1,14,True,,ar1,37226.489215250476,28014.129562587586,37205.805526027514,38979.100151419356
pv,363,2025-12-30,ar1,14,True,,ar1,38052.14283860142,28422.503632496915,38159.72259993308,39899.47713751245
pv,364,2025-12-31,ar1,14,True,,ar1,42573.06026150951,30774.62934764504,41748.36281610811,43618.04979049396
